run,position_band,real_events,generated_events,real_customers,generated_customers,merchant_category_tv,real_pair_absent_from_fit,generated_pair_absent_from_fit,real_frauds,real_fraud_rate,generated_frauds,generated_fraud_rate
order_category_relaxed_20260928/generated_validation_20261011,0,147,147,147,147,0.7891156462585032,0.0,0.17006802721088435,12,0.08163265306122448,68,0.46258503401360546
order_category_relaxed_20260928/generated_validation_20261011,1,4305,4310,147,147,0.30316256659417773,0.0,0.1296983758700696,143,0.03321718931475029,722,0.16751740139211138
order_category_relaxed_20260928/generated_validation_20261011,2,9180,9004,135,134,0.2500080332246429,0.0,0.12672145713016436,81,0.008823529411764706,250,0.027765437583296314
order_category_relaxed_20260928/generated_validation_20261011,3,53970,51943,135,131,0.1886681040042428,0.0,0.12373178291588857,473,0.008764128219381138,151,0.0029070327089309434
order_category_relaxed_20260928/generated_validation_20261011,4,110395,127957,131,128,0.1790629668758928,0.0,0.12349461147104106,437,0.003958512613795914,198,0.0015473948279500144
order_category_relaxed_20260928/generated_validation_20261012,0,147,147,147,147,0.8367346938775508,0.0,0.17687074829931973,12,0.08163265306122448,62,0.4217687074829932
order_category_relaxed_20260928/generated_validation_20261012,1,4305,4311,147,147,0.3077009869412741,0.0,0.1268847135235444,143,0.03321718931475029,624,0.14474599860821155
order_category_relaxed_20260928/generated_validation_20261012,2,9180,9084,135,135,0.24941116032498428,0.0,0.12582562747688242,81,0.008823529411764706,117,0.012879788639365918
order_category_relaxed_20260928/generated_validation_20261012,3,53970,52891,135,133,0.18961201095829783,0.0,0.12542776653873058,473,0.008764128219381138,99,0.0018717740258267002
order_category_relaxed_20260928/generated_validation_20261012,4,110395,127192,131,131,0.17812768630479836,0.0,0.1246304799043965,437,0.003958512613795914,170,0.0013365620479275427
order_category_relaxed_20260929/generated_validation_20261011,0,147,147,147,147,0.7891156462585033,0.0,0.10884353741496598,12,0.08163265306122448,44,0.29931972789115646
order_category_relaxed_20260929/generated_validation_20261011,1,4305,4407,147,147,0.28882084172392825,0.0,0.07351940095302927,143,0.03321718931475029,808,0.18334467891990017
order_category_relaxed_20260929/generated_validation_20261011,2,9180,9332,135,138,0.22950463511594094,0.0,0.0734033433347621,81,0.008823529411764706,280,0.03000428632661809
order_category_relaxed_20260929/generated_validation_20261011,3,53970,54240,135,136,0.16394905970376855,0.0,0.07708333333333334,473,0.008764128219381138,182,0.003355457227138643
order_category_relaxed_20260929/generated_validation_20261011,4,110395,145819,131,133,0.1575615188610584,0.0,0.07586117035502918,437,0.003958512613795914,184,0.0012618383063935426
order_category_relaxed_20260929/generated_validation_20261012,0,147,147,147,147,0.8231292517006801,0.0,0.1360544217687075,12,0.08163265306122448,43,0.2925170068027211
order_category_relaxed_20260929/generated_validation_20261012,1,4305,4302,147,147,0.2952495962496983,0.0,0.07810320781032078,143,0.03321718931475029,769,0.1787540678754068
order_category_relaxed_20260929/generated_validation_20261012,2,9180,9001,135,134,0.22507136098893882,0.0,0.07488056882568603,81,0.008823529411764706,140,0.015553827352516387
order_category_relaxed_20260929/generated_validation_20261012,3,53970,52384,135,132,0.16656220086636064,0.0,0.07901267562614539,473,0.008764128219381138,87,0.0016608124618204031
order_category_relaxed_20260929/generated_validation_20261012,4,110395,135753,131,128,0.15749464446220024,0.0,0.07679388300811031,437,0.003958512613795914,195,0.001436432344036596
order_event_is_fraud_relaxed_20260928/generated_validation_20261011,0,147,147,147,147,0.8571428571428568,0.0,0.6190476190476191,12,0.08163265306122448,27,0.1836734693877551
order_event_is_fraud_relaxed_20260928/generated_validation_20261011,1,4305,4310,147,147,0.6563255374018773,0.0,0.6320185614849188,143,0.03321718931475029,354,0.08213457076566125
order_event_is_fraud_relaxed_20260928/generated_validation_20261011,2,9180,9004,135,134,0.6629951442544539,0.0,0.6529320302087961,81,0.008823529411764706,77,0.008551754775655264
order_event_is_fraud_relaxed_20260928/generated_validation_20261011,3,53970,51943,135,131,0.6546514968619608,0.0,0.6523496910074504,473,0.008764128219381138,83,0.0015979053962997902
order_event_is_fraud_relaxed_20260928/generated_validation_20261011,4,110395,127957,131,128,0.6528273618097301,0.0,0.6514141469399877,437,0.003958512613795914,77,0.0006017646553138945
order_event_is_fraud_relaxed_20260928/generated_validation_20261012,0,147,147,147,147,0.9047619047619045,0.0,0.6462585034013606,12,0.08163265306122448,28,0.19047619047619047
order_event_is_fraud_relaxed_20260928/generated_validation_20261012,1,4305,4311,147,147,0.6547556409056485,0.0,0.6288564138250986,143,0.03321718931475029,288,0.06680584551148225
order_event_is_fraud_relaxed_20260928/generated_validation_20261012,2,9180,9084,135,135,0.6607392729585597,0.0,0.646741523557904,81,0.008823529411764706,15,0.0016512549537648614
order_event_is_fraud_relaxed_20260928/generated_validation_20261012,3,53970,52891,135,133,0.6560242008127672,0.0,0.6543457298973361,473,0.008764128219381138,56,0.0010587812671342951
order_event_is_fraud_relaxed_20260928/generated_validation_20261012,4,110395,127192,131,131,0.6547757690842165,0.0,0.6528869740235235,437,0.003958512613795914,82,0.000644694634882697
order_event_is_fraud_relaxed_20260929/generated_validation_20261011,0,147,147,147,147,0.8367346938775507,0.0,0.38095238095238093,12,0.08163265306122448,26,0.17687074829931973
order_event_is_fraud_relaxed_20260929/generated_validation_20261011,1,4305,4407,147,147,0.47764966884328,0.0,0.38325391422736554,143,0.03321718931475029,471,0.10687542545949626
order_event_is_fraud_relaxed_20260929/generated_validation_20261011,2,9180,9332,135,138,0.44541087568999116,0.0,0.39423489069867124,81,0.008823529411764706,174,0.0186455207886841
order_event_is_fraud_relaxed_20260929/generated_validation_20261011,3,53970,54240,135,136,0.41392789709458383,0.0,0.3963864306784661,473,0.008764128219381138,95,0.0017514749262536873
order_event_is_fraud_relaxed_20260929/generated_validation_20261011,4,110395,145819,131,133,0.4142640682809013,0.0,0.39572346539202713,437,0.003958512613795914,60,0.0004114690129544161
order_event_is_fraud_relaxed_20260929/generated_validation_20261012,0,147,147,147,147,0.8639455782312923,0.0,0.48299319727891155,12,0.08163265306122448,26,0.17687074829931973
order_event_is_fraud_relaxed_20260929/generated_validation_20261012,1,4305,4302,147,147,0.47992457928165655,0.0,0.38493723849372385,143,0.03321718931475029,529,0.12296606229660623
order_event_is_fraud_relaxed_20260929/generated_validation_20261012,2,9180,9001,135,134,0.4473140118297193,0.0,0.3936229307854683,81,0.008823529411764706,85,0.00944339517831352
order_event_is_fraud_relaxed_20260929/generated_validation_20261012,3,53970,52384,135,132,0.4161984986455405,0.0,0.3971632559560171,473,0.008764128219381138,55,0.0010499389126450824
order_event_is_fraud_relaxed_20260929/generated_validation_20261012,4,110395,135753,131,128,0.4137867293741556,0.0,0.39486420189609067,437,0.003958512613795914,85,0.0006261371756056956
relaxed_20260928/generated_synthetic_20261011,0,147,147,147,147,0.8639455782312924,0.0,0.5714285714285714,12,0.08163265306122448,57,0.3877551020408163
relaxed_20260928/generated_synthetic_20261011,1,4305,4229,147,147,0.6561923931572525,0.0,0.6273350673918184,143,0.03321718931475029,497,0.11752187278316387
relaxed_20260928/generated_synthetic_20261011,2,9180,8820,135,131,0.6583833533413366,0.0,0.6475056689342403,81,0.008823529411764706,50,0.005668934240362812
relaxed_20260928/generated_synthetic_20261011,3,53970,51583,135,129,0.6481286339598556,0.0,0.6463951301785472,473,0.008764128219381138,82,0.001589671015644689
relaxed_20260928/generated_synthetic_20261011,4,110395,136424,131,127,0.6500056559771968,0.0,0.6479871576848648,437,0.003958512613795914,162,0.0011874743446900838
relaxed_20260928/generated_synthetic_20261012,0,147,147,147,147,0.8843537414965983,0.0,0.6122448979591837,12,0.08163265306122448,59,0.4013605442176871
relaxed_20260928/generated_synthetic_20261012,1,4305,4391,147,147,0.6629573584020318,0.0,0.6347073559553632,143,0.03321718931475029,617,0.14051468913687087
relaxed_20260928/generated_synthetic_20261012,2,9180,9263,135,137,0.6635794080368003,0.0,0.652596351074166,81,0.008823529411764706,50,0.005397819281010472
relaxed_20260928/generated_synthetic_20261012,3,53970,53979,135,136,0.6508249739226507,0.0,0.6488449211730488,473,0.008764128219381138,114,0.0021119324181626186
relaxed_20260928/generated_synthetic_20261012,4,110395,130168,131,132,0.6501809990785486,0.0,0.6474863253641447,437,0.003958512613795914,167,0.0012829574088869767
relaxed_20260928/generated_validation_20261011,0,147,147,147,147,0.9047619047619044,0.0,0.6122448979591837,12,0.08163265306122448,64,0.43537414965986393
relaxed_20260928/generated_validation_20261011,1,4305,4310,147,147,0.6586419503571901,0.0,0.6301624129930394,143,0.03321718931475029,500,0.11600928074245939
relaxed_20260928/generated_validation_20261011,2,9180,9004,135,134,0.6607447767102301,0.0,0.6501554864504665,81,0.008823529411764706,128,0.014215904042647711
relaxed_20260928/generated_validation_20261011,3,53970,51943,135,131,0.6481423732206335,0.0,0.646381610611632,473,0.008764128219381138,140,0.00269526211424061
relaxed_20260928/generated_validation_20261011,4,110395,127957,131,128,0.649876971559219,0.0,0.647811374133498,437,0.003958512613795914,163,0.0012738654391709714
relaxed_20260928/generated_validation_20261012,0,147,147,147,147,0.8571428571428569,0.0,0.6190476190476191,12,0.08163265306122448,60,0.40816326530612246
relaxed_20260928/generated_validation_20261012,1,4305,4311,147,147,0.6529005695663875,0.0,0.6281605196010206,143,0.03321718931475029,497,0.11528647645557875
relaxed_20260928/generated_validation_20261012,2,9180,9084,135,135,0.6636754129216638,0.0,0.6537868780273007,81,0.008823529411764706,60,0.0066050198150594455
relaxed_20260928/generated_validation_20261012,3,53970,52891,135,133,0.6538789815099577,0.0,0.6521714469380424,473,0.008764128219381138,92,0.0017394263674349133
relaxed_20260928/generated_validation_20261012,4,110395,127192,131,131,0.6515305347711582,0.0,0.6493961884395245,437,0.003958512613795914,159,0.0012500786212969368
relaxed_20260929/generated_synthetic_20261011,0,147,147,147,147,0.8367346938775508,0.0,0.4013605442176871,12,0.08163265306122448,36,0.24489795918367346
relaxed_20260929/generated_synthetic_20261011,1,4305,4246,147,147,0.49057422631288417,0.0,0.39024964672633067,143,0.03321718931475029,642,0.15120113047574188
relaxed_20260929/generated_synthetic_20261011,2,9180,8971,135,132,0.4493706906956791,0.0,0.39527365956972466,81,0.008823529411764706,173,0.01928436071786869
relaxed_20260929/generated_synthetic_20261011,3,53970,51898,135,131,0.41646205249756846,0.0,0.3983968553701491,473,0.008764128219381138,116,0.002235153570465143
relaxed_20260929/generated_synthetic_20261011,4,110395,136945,131,124,0.4144464730671304,0.0,0.3976705976852021,437,0.003958512613795914,355,0.002592281572894228
relaxed_20260929/generated_synthetic_20261012,0,147,147,147,147,0.8231292517006801,0.0,0.4421768707482993,12,0.08163265306122448,45,0.30612244897959184
relaxed_20260929/generated_synthetic_20261012,1,4305,4269,147,147,0.47994511929859784,0.0,0.3862731318810026,143,0.03321718931475029,704,0.16490981494495197
relaxed_20260929/generated_synthetic_20261012,2,9180,8859,135,131,0.4472022838559362,0.0,0.39835195846032284,81,0.008823529411764706,140,0.015803138051698837
relaxed_20260929/generated_synthetic_20261012,3,53970,51497,135,130,0.416516147636664,0.0,0.39953783715556246,473,0.008764128219381138,115,0.0022331397945511387
relaxed_20260929/generated_synthetic_20261012,4,110395,115780,131,122,0.4115082544362382,0.0,0.3940145102781137,437,0.003958512613795914,201,0.00173605113145621
relaxed_20260929/generated_validation_20261011,0,147,147,147,147,0.8027210884353739,0.0,0.32653061224489793,12,0.08163265306122448,39,0.2653061224489796
relaxed_20260929/generated_validation_20261011,1,4305,4407,147,147,0.49632316025581735,0.0,0.38325391422736554,143,0.03321718931475029,778,0.17653732697980484
relaxed_20260929/generated_validation_20261011,2,9180,9332,135,138,0.4490425336205826,0.0,0.3920917273896271,81,0.008823529411764706,217,0.02325332190312902
relaxed_20260929/generated_validation_20261011,3,53970,54240,135,136,0.4149878004988022,0.0,0.39708702064896756,473,0.008764128219381138,86,0.0015855457227138643
relaxed_20260929/generated_validation_20261011,4,110395,145819,131,133,0.4143338645128045,0.0,0.3973419101763145,437,0.003958512613795914,161,0.0011041085180943499
relaxed_20260929/generated_validation_20261012,0,147,147,147,147,0.8843537414965983,0.0,0.46938775510204084,12,0.08163265306122448,42,0.2857142857142857
relaxed_20260929/generated_validation_20261012,1,4305,4302,147,147,0.48341489332406773,0.0,0.3865643886564389,143,0.03321718931475029,716,0.16643421664342167
relaxed_20260929/generated_validation_20261012,2,9180,9001,135,134,0.4468745665877357,0.0,0.3982890789912232,81,0.008823529411764706,121,0.013442950783246307
relaxed_20260929/generated_validation_20261012,3,53970,52384,135,132,0.415547347991582,0.0,0.3978886682956628,473,0.008764128219381138,75,0.0014317348808796579
relaxed_20260929/generated_validation_20261012,4,110395,135753,131,128,0.4103562867645401,0.0,0.39332464107607196,437,0.003958512613795914,166,0.0012228090723593586
row_resampling/generated_validation_20261011,0,147,147,147,147,0.748299319727891,0.0,0.0,12,0.08163265306122448,13,0.08843537414965986
row_resampling/generated_validation_20261011,1,4305,4364,147,147,0.22337278610444872,0.0,0.0,143,0.03321718931475029,26,0.005957836846929423
row_resampling/generated_validation_20261011,2,9180,9384,135,138,0.15378185090461305,0.0,0.0,81,0.008823529411764706,66,0.007033248081841432
row_resampling/generated_validation_20261011,3,53970,55175,135,138,0.06842239210744797,0.0,0.0,473,0.008764128219381138,306,0.005545990031717263
row_resampling/generated_validation_20261011,4,110395,125327,131,135,0.05075795644044701,0.0,0.0,437,0.003958512613795914,765,0.006104031852673406
row_resampling/generated_validation_20261012,0,147,147,147,147,0.7482993197278909,0.0,0.0,12,0.08163265306122448,10,0.06802721088435375
row_resampling/generated_validation_20261012,1,4305,4313,147,147,0.21543899503782557,0.0,0.0,143,0.03321718931475029,22,0.005100857871551124
row_resampling/generated_validation_20261012,2,9180,9248,135,136,0.15530885556837115,0.0,0.0,81,0.008823529411764706,44,0.004757785467128028
row_resampling/generated_validation_20261012,3,53970,54377,135,136,0.06778668680728153,0.0,0.0,473,0.008764128219381138,297,0.005461868069220443
row_resampling/generated_validation_20261012,4,110395,123183,131,132,0.04863117321714912,0.0,0.0,437,0.003958512613795914,703,0.0057069563170242645
transition_resampling/generated_validation_20261011,0,147,147,147,147,0.7891156462585032,0.0,0.0,12,0.08163265306122448,15,0.10204081632653061
transition_resampling/generated_validation_20261011,1,4305,4182,147,147,0.22287353965976633,0.0,0.0,143,0.03321718931475029,164,0.0392156862745098
transition_resampling/generated_validation_20261011,2,9180,8840,135,130,0.15988771577006872,0.0,0.0,81,0.008823529411764706,29,0.0032805429864253394
transition_resampling/generated_validation_20261011,3,53970,51960,135,130,0.06766320010988912,0.0,0.0,473,0.008764128219381138,213,0.004099307159353349
transition_resampling/generated_validation_20261011,4,110395,125902,131,125,0.049483903616155483,0.0,0.0,437,0.003958512613795914,552,0.004384362440628425
transition_resampling/generated_validation_20261012,0,147,147,147,147,0.7755102040816324,0.0,0.0,12,0.08163265306122448,10,0.06802721088435375
transition_resampling/generated_validation_20261012,1,4305,4315,147,147,0.22239278211355196,0.0,0.0,143,0.03321718931475029,60,0.013904982618771726
transition_resampling/generated_validation_20261012,2,9180,9248,135,136,0.1541530501089325,0.0,0.0,81,0.008823529411764706,46,0.004974048442906574
transition_resampling/generated_validation_20261012,3,53970,54368,135,136,0.06634615174890068,0.0,0.0,473,0.008764128219381138,276,0.005076515597410241
transition_resampling/generated_validation_20261012,4,110395,127219,131,131,0.051568070937477534,0.0,0.0,437,0.003958512613795914,667,0.0052429275501300904
