run,position_band,real_events,generated_events,real_customers,generated_customers,merchant_category_tv,real_pair_absent_from_fit,generated_pair_absent_from_fit,real_frauds,real_fraud_rate,generated_frauds,generated_fraud_rate
native_20260929/generated_validation_20261012,2,9180,8650,135,130,0.7787533844623269,0.0,0.7753757225433526,81,0.008823529411764706,123,0.014219653179190751
native_20260929/generated_validation_20261012,3,53970,50052,135,126,0.7795639549876466,0.0,0.7793095181011748,473,0.008764128219381138,82,0.0016382961719811396
native_20260929/generated_validation_20261012,4,110395,123658,131,122,0.7798268357736697,0.0,0.7797958886606609,437,0.003958512613795914,74,0.0005984246874444031
numeric_digit_relaxed_20260928/generated_synthetic_20261011,0,147,147,147,147,0.8639455782312924,0.0,0.6938775510204082,12,0.08163265306122448,38,0.2585034013605442
numeric_digit_relaxed_20260928/generated_synthetic_20261011,1,4305,4348,147,147,0.7613272472585417,0.0,0.7479300827966882,143,0.03321718931475029,592,0.13615455381784727
numeric_digit_relaxed_20260928/generated_synthetic_20261011,2,9180,8667,135,133,0.7644551001432072,0.0,0.7588554286373601,81,0.008823529411764706,360,0.04153686396677051
numeric_digit_relaxed_20260928/generated_synthetic_20261011,3,53970,49720,135,125,0.7624442030084053,0.0,0.7611826226870475,473,0.008764128219381138,487,0.009794851166532583
numeric_digit_relaxed_20260928/generated_synthetic_20261011,4,110395,113486,131,121,0.7664345919751868,0.0,0.7647639356396384,437,0.003958512613795914,45,0.0003965246814585059
numeric_digit_relaxed_20260928/generated_synthetic_20261012,0,147,147,147,147,0.8707482993197276,0.0,0.6394557823129252,12,0.08163265306122448,51,0.3469387755102041
numeric_digit_relaxed_20260928/generated_synthetic_20261012,1,4305,4373,147,147,0.7595109680801816,0.0,0.739538074548365,143,0.03321718931475029,687,0.15710038874914248
numeric_digit_relaxed_20260928/generated_synthetic_20261012,2,9180,9139,135,137,0.7601131853453835,0.0,0.7559908086223875,81,0.008823529411764706,375,0.04103293576977787
