run,field,label,real_eligible,real_valid,real_invalid_or_missing,real_mean,real_median,real_p90,real_p99,generated_eligible,generated_valid,generated_invalid_or_missing,generated_mean,generated_median,generated_p90,generated_p99,ks_distance,wasserstein_raw,wasserstein_log1p
reference_0,amount,all,177997,177997,0,73.35831530868498,49.06,145.07399999999996,577.1416000000003,201107,201107,0,67.8703063543288,47.65,128.84,522.8640000000014,0.02575066551349714,5.786201123708761,0.06470447247563338
reference_0,amount,normal,176851,176851,0,70.45379302350565,48.8,141.9,501.54,200003,200003,0,65.14864677029846,47.41,126.85800000000017,470.4076000000013,0.025373849224153977,5.603573771697182,0.06359642039060973
reference_0,amount,fraud,1146,1146,0,521.5849040139616,361.07,1013.7249999999999,1172.2469999999996,1104,1104,0,560.9319746376812,665.33,1033.862,1182.5042000000003,0.06187874649062908,40.377122220957574,0.11250028807502213
reference_0,gap_seconds,all,177850,177850,0,35181.056868147316,17524.0,84094.60000000003,259750.78000000166,200960,200960,0,31380.576965565288,16513.0,75099.0,214059.48000000045,0.022339264082306576,3805.2127524343605,0.0714237071037917
reference_0,gap_seconds,normal,176716,176716,0,35271.370272074964,17604.5,84269.5,260288.3000000001,199867,199867,0,31441.030450249415,16574.0,75163.4,214277.81999999992,0.022475448929372255,3835.0929292420856,0.0721845265308823
reference_0,gap_seconds,fraud,1134,1134,0,21107.13844797178,4598.5,69396.40000000001,152635.0900000002,1093,1093,0,20325.99634034767,4257.0,70936.2,119835.79999999948,0.04184476813327073,1347.178329791473,0.12714165158526192
reference_0,amount_history_ratio,all,177262,177262,0,1.9102680195948711,0.9974160322970955,4.075502262306352,14.921696166423038,200372,200372,0,1.9364179668815975,0.997438210396395,4.046423102253325,14.915208613728128,0.007937303893700731,0.05775860000441185,0.005973582490193547
reference_0,amount_history_ratio,normal,176176,176176,0,1.8552852058824245,0.9935297579672598,3.994108734496654,13.734093709300247,199323,199323,0,1.8856278528223311,0.9937244201909959,3.971481399955977,13.756737487523171,0.007596932752504726,0.058553327548708234,0.0059267463484432336
reference_0,amount_history_ratio,fraud,1086,1086,0,10.829837254036924,6.934483835146863,24.590326373409063,77.28297274087483,1049,1049,0,11.587169067582558,7.88977435530086,25.933446815117115,76.82781095572727,0.04446925687359882,0.8983899163559077,0.06845578140295545
reference_1,amount,all,177997,177997,0,73.35831530868498,49.06,145.07399999999996,577.1416000000003,180467,180467,0,70.71151185535302,47.59,134.18399999999994,549.2275999999978,0.018277319503682693,4.069265230147373,0.05527267806254576
reference_1,amount,normal,176851,176851,0,70.45379302350565,48.8,141.9,501.54,179300,179300,0,67.730973508087,47.325,131.59100000000007,488.2,0.01823575262544594,4.180160189941742,0.055669201611419486
reference_1,amount,fraud,1146,1146,0,521.5849040139616,361.07,1013.7249999999999,1172.2469999999996,1167,1167,0,528.6468380462725,442.43,1011.416,1153.7072,0.03691166772096528,13.119729695778764,0.0658427159679269
reference_1,gap_seconds,all,177850,177850,0,35181.056868147316,17524.0,84094.60000000003,259750.78000000166,180320,180320,0,34187.66208407276,17651.5,82477.50000000003,240444.47999999975,0.004897433457254352,1094.252604603647,0.012413079383253898
reference_1,gap_seconds,normal,176716,176716,0,35271.370272074964,17604.5,84269.5,260288.3000000001,179167,179167,0,34263.39189694531,17727.0,82637.0,240878.51999999938,0.004966081553152257,1106.4561530034157,0.012515832147858319
reference_1,gap_seconds,fraud,1134,1134,0,21107.13844797178,4598.5,69396.40000000001,152635.0900000002,1153,1153,0,22419.85342584562,5086.0,71154.0,175892.48000000019,0.03702938886517959,1642.4489040934443,0.07728791483715475
reference_1,amount_history_ratio,all,177262,177262,0,1.9102680195948711,0.9974160322970955,4.075502262306352,14.921696166423038,179732,179732,0,1.9705089550303279,0.9957292477779883,4.143001442899864,15.377062981347388,0.005858790784906198,0.06649112758411976,0.005385151960598571
reference_1,amount_history_ratio,normal,176176,176176,0,1.8552852058824245,0.9935297579672598,3.994108734496654,13.734093709300247,178635,178635,0,1.9193568320207648,0.9916666666666667,4.052081449955633,14.185252766261355,0.005890136105824784,0.0702162064989948,0.0055180427091084784
reference_1,amount_history_ratio,fraud,1086,1086,0,10.829837254036924,6.934483835146863,24.590326373409063,77.28297274087483,1097,1097,0,10.300098283939427,6.907853903079494,23.6110485730256,63.76512296308033,0.049497961122834555,0.7526686160804389,0.04393229267818173
reference_2,amount,all,177997,177997,0,73.35831530868498,49.06,145.07399999999996,577.1416000000003,180883,180883,0,69.42526611124318,46.67,135.8,544.7763999999967,0.02203801485517709,4.310273113264614,0.06248437494611599
reference_2,amount,normal,176851,176851,0,70.45379302350565,48.8,141.9,501.54,179790,179790,0,66.41184960231382,46.4,133.45100000000005,474.01849999999513,0.022104855588454875,4.394850256297792,0.06275656252792351
