run,real_events,generated_events,real_customers,generated_customers,invalid_amount_rate,invalid_gap_rate,merchant_category_tv,category_amount_tv,gap_previous_category_category_tv,history_amount_tv,category_tv,merchant_tv,amount_tv,gap_tv,real_fraud_rate,generated_fraud_rate,real_frauds,generated_frauds,invalid_generated_label_rate,label_tv,history_amount_label_tv,class_0_category_amount_tv,class_0_gap_previous_category_category_tv,class_0_history_amount_tv,class_1_category_amount_tv,class_1_gap_previous_category_category_tv,class_1_history_amount_tv,class_0_merchant_tv,class_0_merchant_category_tv,class_0_gap_category_amount_history_tv,class_1_merchant_tv,class_1_merchant_category_tv,class_1_gap_category_amount_history_tv,previous_current_fraud_tv,fraud_previous_category_current_category_tv,fraud_onset_events,real_fraud_onset_events,fraud_onset_category_amount_tv,fraud_onset_history_amount_tv,fraud_continuation_events,real_fraud_continuation_events,fraud_continuation_category_amount_tv,fraud_continuation_history_amount_tv
digit_relaxed_20260929/generated_validation_20261012,177997,181584,147,147,0.0,0.0,0.6582557612901125,0.17837126607031448,0.12450013619986688,0.04183603769553296,0.04787734534967546,0.0997934998390142,0.01728552945461773,0.01528869798445007,0.006438310758046484,0.007440082826680764,1146,1351,0.0,0.0010017720686342785,0.043958211661341444,0.17932470355778243,0.12499241759381748,0.041908732875498476,0.4505151980399505,0.3952094843183952,0.34161572445400823,0.09970004610551203,0.6587321909378518,0.2210515982981368,0.470263769452658,0.7072009228507614,0.6349085457996348,0.0010149466971506244,0.20850039826937516,82,102,0.8462458153993304,0.6037780966044954,1231,1032,0.43088668694387255,0.3368283175586748
native_20260928/generated_synthetic_20261011,177997,196276,147,147,0.0,0.0,0.7307902216731909,0.20411331248045234,0.13310434135859528,0.05209228865057658,0.05265694260507618,0.09508391917830115,0.03930582346005704,0.032883809741711616,0.006438310758046484,0.005166194542379099,1146,1014,0.0,0.001272116215667374,0.055422847737358,0.204120060084988,0.13312970221436307,0.05292398824439581,0.4999001697114904,0.4430800971681475,0.4158264284050447,0.09505714996554446,0.7310981054474749,0.24935154524796685,0.43593874242283426,0.7438737259518573,0.6719077568134172,0.0019837275746174745,0.23060796645702308,205,102,0.8291726446676232,0.6625059780009566,749,1032,0.4256864449757299,0.3894339739808117
native_20260928/generated_synthetic_20261012,177997,184678,147,147,0.0,0.0,0.7298740669319487,0.20309266764597092,0.12896244059168535,0.03914118976564039,0.05107011741363836,0.09665557301234479,0.033637045580668476,0.022005735251747573,0.006438310758046484,0.006443647862766545,1146,1190,0.0,5.337104720060538e-06,0.042797565154893115,0.20313977294927818,0.1286569718519661,0.03995561598747959,0.49956144073791126,0.46302426694583554,0.4412189118071471,0.09649157218840766,0.7301502022899679,0.24441764282953593,0.46498012817692524,0.762705501048587,0.6797621405464542,0.001416424509126457,0.2861151194484528,208,102,0.8354072398190046,0.6604449472096531,914,1032,0.4422972537445083,0.4333388461995148
native_20260928/generated_validation_20261011,177997,189389,147,147,0.0,0.0,0.7304748167595015,0.20223813616938566,0.12533370856136217,0.04881761453812944,0.04619232584059632,0.09645031799444898,0.025105464731812025,0.02705087708016632,0.006438310758046484,0.006827218053846844,1146,1293,0.0,0.00038890729580039673,0.05168937395414062,0.2023576568892148,0.12538594576185408,0.04901447320853438,0.49539230833412456,0.42183899117014934,0.42446147693564756,0.09639514552048917,0.7308631997153525,0.24549598125814853,0.4603726064228245,0.7489806165296016,0.6651346055913756,0.001426728963187347,0.24990577464748207,213,102,0.8442419221209612,0.6873791770229217,1013,1032,0.43055013506584944,0.39759387650466416
native_20260928/generated_validation_20261012,177997,184841,147,147,0.0,0.0,0.7333486319363646,0.20237863725480265,0.1275333183293986,0.04597417527623032,0.047241959176481656,0.09654642168350676,0.023476096280360254,0.0222101773128201,0.006438310758046484,0.00575088860155485,1146,1063,0.0,0.00068742215649164,0.04815057644143775,0.20241351775852562,0.12745611755497563,0.04526450265074144,0.47073479101591553,0.44280827011750706,0.45754446356855993,0.09664980654668474,0.7337461141741154,0.24569094699045751,0.469835773823303,0.7484653562064625,0.7076613331633411,0.0014224245859495816,0.27345891502518005,187,102,0.8279857397504458,0.6559714795008912,809,1032,0.42761544063395335,0.4508341238585295
native_20260929/generated_synthetic_20261011,177997,196396,147,147,0.0,0.0,0.7786415278099124,0.18514509095089715,0.12371320039302253,0.04781934692328155,0.043222260643461005,0.11551425535375225,0.039423294586770755,0.023788479786870514,0.006438310758046484,0.00483207397299334,1146,949,0.0,0.0016062367850531306,0.05170597860359753,0.18512110304704998,0.12379152967232179,0.04883972904899607,0.46661416951272017,0.4326709254245486,0.4806704299457922,0.11554026604227724,0.7791126361646229,0.2328448608204759,0.4666021181476966,0.757773866860864,0.7025947750585432,0.0019300114782919765,0.2830717323470946,137,102,0.836911406898526,0.740947473880063,760,1032,0.41669726642186855,0.5002549979600163
native_20260929/generated_synthetic_20261012,177997,187736,147,147,0.0,0.0,0.7794669109813781,0.18526897916687268,0.124928115230853,0.03582059215008308,0.04623963756820468,0.1135415788728169,0.0411139858399572,0.019004319873218663,0.006438310758046484,0.004975071376827033,1146,934,0.0,0.0014632393812194226,0.039959304627153934,0.1851051005186614,0.12524572140548088,0.03726450648814805,0.490110138470169,0.4257221152720771,0.48497249565136674,0.1134722443809059,0.7797935782272138,0.2302195900854557,0.4822079217910917,0.7708181515820786,0.7384725904939482,0.0019004948958925147,0.26490945560358226,142,102,0.8903617785142227,0.7178956089478045,732,1032,0.44160630321514804,0.4983956029991104
native_20260929/generated_validation_20261011,177997,215719,147,147,0.0,0.0,0.7793488916706791,0.18556982059131086,0.12495845121030097,0.05261542248337345,0.04253325640119872,0.11318242752445296,0.041094752551235035,0.027322934753820655,0.006438310758046484,0.004431691227940052,1146,956,0.0,0.0020066195301064113,0.056210173461908146,0.18528347328303793,0.12507890222188234,0.0537066627673731,0.4955908289241622,0.4350356057673131,0.45022622664899087,0.11328735762317524,0.7797006193681608,0.2344838139384624,0.48838784347229225,0.7743232783485581,0.7192892924600242,0.002360637221158773,0.2685429595998702,160,102,0.8491421568627451,0.6752450980392157,742,1032,0.4379165883114983,0.47233801374872025
native_20260929/generated_validation_20261012,177997,186716,147,147,0.0,0.0,0.7788245249469783,0.18472153137205657,0.12649524990760116,0.038283377776568414,0.04523884183678756,0.1097767756655886,0.03620675786115479,0.02053250785182925,0.006438310758046484,0.005580667966323186,1146,1042,0.0,0.0008576427917232942,0.04184519476018961,0.18463070765923384,0.1265825621878909,0.03892941624241171,0.4545210134641029,0.42048974061169186,0.4659741041854863,0.10975304583617929,0.7793498281935003,0.23080249214884696,0.46687970844094284,0.755700374832933,0.7147965328859638,0.001278847190560266,0.27478276766894655,140,102,0.8705882352941177,0.7110644257703079,844,1032,0.41695139424666594,0.47747896689812264
numeric_digit_relaxed_20260928/generated_synthetic_20261011,177997,176368,147,147,0.0,0.0,0.7645834140127425,0.14154912462807712,0.1347378384960701,0.030286907569283837,0.0618081544176061,0.12092915451869829,0.05444997900526462,0.020560912043992855,0.006438310758046484,0.008629683389276966,1146,1522,0.0,0.0021913726312304815,0.03416987426498021,0.14234197075773763,0.13532874761296784,0.030325994647348194,0.4812735017137533,0.40388838973744634,0.5049083225183854,0.12043019539045992,0.765603681439876,0.19627922460563918,0.49452360148880986,0.7370766856322513,0.7681524741273169,0.002181224738953258,0.23744634121992608,96,102,0.783700980392157,0.5318627450980391,1388,1032,0.46693139423184327,0.5089862162947077
numeric_digit_relaxed_20260928/generated_synthetic_20261012,177997,187438,147,147,0.0,0.0,0.7634702547339045,0.14372285545487767,0.13507066630568879,0.03260034702805514,0.062357485054439304,0.11961578536143756,0.06412859795102369,0.022940976598610954,0.006438310758046484,0.007277072952122835,1146,1364,0.0,0.0008387621940763828,0.03758030544367796,0.14421627463706888,0.1356420551787275,0.0340918569021887,0.5068753517598401,0.42487350078109154,0.5181108464936848,0.11910795614395614,0.7641894627343522,0.20307723801589217,0.5268612488676667,0.7547289309238304,0.7717983642076051,0.000861980481673064,0.24481275966424482,110,102,0.7978609625668448,0.6187165775401068,1203,1032,0.4862987879139361,0.5196577355061957
numeric_digit_relaxed_20260928/generated_validation_20261011,177997,166146,147,147,0.0,0.0,0.7647862185347879,0.14113515604067017,0.13995397664251877,0.021099131629084687,0.06481608012410585,0.12035175100111847,0.05072023238432331,0.00800958068441065,0.006438310758046484,0.005958614712361417,1146,990,0.0,0.00047969604568508153,0.02455463108192264,0.14136690250940973,0.14031020061686256,0.021603952661825267,0.5179234899403853,0.4050058757908107,0.4906797479835143,0.12021121115744628,0.7654630931224535,0.19264984131064034,0.49633507853403136,0.7377122005394257,0.7552300125337787,0.0007122505656168461,0.22986913096029604,102,102,0.7254901960784313,0.5588235294117646,845,1032,0.5037051052704005,0.5035044264024587
numeric_digit_relaxed_20260928/generated_validation_20261012,177997,175666,147,147,0.0,0.0,0.7648113754135696,0.14134967056972683,0.13733621291145795,0.023382026990235033,0.06411309612053075,0.11955042660873547,0.04949037765776795,0.010271558585183926,0.006438310758046484,0.004872883768059841,1146,856,0.0,0.001565426989986636,0.02649499621184883,0.14122973400110467,0.13752478459910517,0.023789366991753994,0.5246804171535354,0.4162717012179378,0.47526269031645374,0.1195039461484448,0.7654271975330023,0.1922212431038454,0.5079838854365448,0.7346642527442058,0.7412571498593004,0.0017840642424692837,0.24265320501879642,90,102,0.7869281045751635,0.5640522875816993,716,1032,0.4982623099909056,0.4790502793296089
numeric_digit_relaxed_20260929/generated_synthetic_20261011,177997,181559,147,147,0.0,0.0,0.6311636552641432,0.13824111890696017,0.1388471299028783,0.03457561935153967,0.05821256540946419,0.08770326546128229,0.022120672774204014,0.009340046614375513,0.006438310758046484,0.00728137960662925,1146,1322,0.0,0.0008430688485827637,0.03621348168093442,0.13866635643977973,0.13934600211736817,0.0332071877022488,0.47139043805710473,0.4069831736498403,0.47183373850040505,0.08768025912155493,0.6315761601733108,0.17743878505424465,0.4709678867230095,0.6891285349554988,0.7610991944325278,0.0009223810265396933,0.25913055913055916,75,102,0.7901960784313726,0.5905882352941175,1220,1032,0.4529736942432329,0.47523827678231034
numeric_digit_relaxed_20260929/generated_synthetic_20261012,177997,182617,147,147,0.0,0.0,0.6301312271228828,0.1376370180403344,0.14000878643708636,0.028554621306280222,0.05689671666621001,0.08698812620642005,0.023034183389168576,0.005741678410701994,0.006438310758046484,0.014215544007403472,1146,2596,0.0,0.007777233249356981,0.03329616633455253,0.13963666214036238,0.14152638732146539,0.028615603650181568,0.5032369641673182,0.3718740861037999,0.4686037982131018,0.08681269319798714,0.6315160212697122,0.17955768338783956,0.45052530809918334,0.6511608677062578,0.7529505668144111,0.007790695013983535,0.2365662875920291,93,102,0.8308032890575585,0.6046805819101834,2458,1032,0.49156763865498515,0.4611188903816678
numeric_digit_relaxed_20260929/generated_validation_20261011,177997,199636,147,147,0.0,0.0,0.630406289963754,0.13985170218514698,0.13852163884008997,0.04941346244879076,0.05174567223293208,0.08804212923519501,0.024761428941625557,0.01597291687514904,0.006438310758046484,0.017842473301408562,1146,3562,0.0,0.011404162543362076,0.05314182047453939,0.14301967802301202,0.14125729837560155,0.04614790949478525,0.4397189225280279,0.41779151130242087,0.5866029167247644,0.08646564793312132,0.6317156824362514,0.18057917515237895,0.589057170266327,0.7334291674873323,0.8264755667702678,0.011521620816812461,0.2821227291332137,73,102,0.7904915390813861,0.6121407467096428,3456,1032,0.43291747416020676,0.584201388888889
numeric_digit_relaxed_20260929/generated_validation_20261012,177997,204133,147,147,0.0,0.0,0.6309496447742102,0.13967978394346028,0.1337963282970841,0.04949407607308161,0.047028929516194105,0.08952398850234716,0.025140426732477565,0.01058005312017353,0.006438310758046484,0.02825118917568448,1146,5767,0.0,0.021812878417638005,0.05596708505219743,0.14271220154655495,0.13708291495960762,0.045195574308827216,0.4408667566516352,0.4085137421089926,0.5777159708537393,0.08673037627915345,0.6336672585039735,0.17895601738724679,0.5524747986906304,0.7105605674217299,0.826748447666904,0.02185198810589408,0.28492714820635195,105,102,0.7428571428571428,0.5476190476190476,5622,1032,0.4354591182480786,0.5740839558875845
order_category_digit_relaxed_20260928/generated_validation_20261011,177997,194267,147,147,0.0,0.0,0.33963554948491415,0.1844678861725441,0.11504114065704904,0.03763761114705314,0.034652797198112546,0.1248352002881579,0.03271245793979939,0.013691717836991215,0.006438310758046484,0.011911441469729805,1146,2314,0.0,0.005473130711683319,0.04213457787345374,0.18509310662598571,0.11492946936427928,0.0392294287182549,0.47946239061299034,0.40324621547781625,0.3537303036784749,0.12553975483674534,0.34053490697810807,0.22168012427821734,0.39017151838494274,0.49284724139127345,0.6536358130464454,0.00594488070150823,0.22967883370667314,197,102,0.8244252015527022,0.6763212899372947,2054,1032,0.4528552719971619,0.34523391680442017
order_category_digit_relaxed_20260928/generated_validation_20261012,177997,190450,147,147,0.0,0.0,0.34173396478773754,0.1842884174438219,0.11365177679427173,0.04231560611979188,0.03299626748645072,0.12704660886191999,0.033853838112288925,0.01447146193273647,0.006438310758046484,0.010154896298241008,1146,1934,0.0,0.0037165855401945095,0.04701716249379177,0.18496718707102938,0.11338907024619749,0.0441930562682894,0.4946496404829737,0.40727174060507393,0.3576007326007326,0.12751815784203302,0.3422282728585505,0.22230321338898879,0.4125982916163591,0.5288779279937772,0.6650047483380817,0.004064705736699252,0.2394349477682811,177,102,0.8546028580923895,0.6935859089398473,1695,1032,0.4655330314879605,0.3546803183096659
order_category_digit_relaxed_20260929/generated_validation_20261011,177997,196919,147,147,0.0,0.0,0.20828362023735877,0.16261644432490382,0.12165599900756376,0.0442334823928734,0.043373927129767474,0.10848375196120555,0.01944889544703368,0.010327317541041561,0.006438310758046484,0.009470899202210045,1146,1865,0.0,0.0030325884441635515,0.047614521324936876,0.16324735054868228,0.12186497130932543,0.04526759370264018,0.3685618794274411,0.41740867413058935,0.3490718816685668,0.10893959941758255,0.20882228959479565,0.2059427175977203,0.4592628983432291,0.5011271282792695,0.6213793641049626,0.0030616993244254563,0.2540997982986933,77,102,0.8113063407181054,0.6512605042016808,1733,1032,0.36279953211037913,0.33443651954535086
order_category_digit_relaxed_20260929/generated_validation_20261012,177997,181584,147,147,0.0,0.0,0.20844074428154366,0.1616264252022397,0.12318058459264657,0.0406586207066005,0.044249912543288125,0.11216910437042737,0.021236780587345055,0.013402511421140429,0.006438310758046484,0.008943519252797603,1146,1624,0.0,0.0025052084947511143,0.043524453753078736,0.16208799230085683,0.12313375592594805,0.04127184686713874,0.4126828050131884,0.4213372664700098,0.35580840005618775,0.11243184379820999,0.20880323880502782,0.20546855300211095,0.44674021441037154,0.49211543256045875,0.6490377862059279,0.0025416474252270334,0.2785269466685396,81,102,0.864560639070443,0.6902687000726215,1501,1032,0.39313261443275543,0.3420290865521178
order_category_numeric_digit_relaxed_20260928/generated_validation_20261011,177997,166146,147,147,0.0,0.0,0.2791771559352513,0.1575223256367368,0.11692404398390491,0.018254869817381496,0.04024765925930536,0.11062304034636736,0.04108412919796914,0.00577952795909127,0.006438310758046484,0.00993704332334212,1146,1651,0.0,0.003498732565295642,0.022377513705732776,0.15836734205774242,0.11761639724101676,0.017839129555906327,0.42293956466857535,0.39076910897359773,0.532520110658099,0.11237546519693944,0.2801602173709368,0.2064504095527901,0.4629892719310207,0.5242864074129276,0.7747947151521548,0.0034849440877585958,0.24699274740837496,76,102,0.7765737874097007,0.705108359133127,1528,1032,0.4100156256341573,0.5234942570721215
order_category_numeric_digit_relaxed_20260928/generated_validation_20261012,177997,175666,147,147,0.0,0.0,0.27827577806869996,0.15457451613873646,0.11509944545633741,0.020935910941025936,0.039278736314058454,0.10692849226966245,0.04202903749220144,0.012363262991072136,0.006438310758046484,0.016149966413534778,1146,2837,0.0,0.009711655655488278,0.027389632332190793,0.15623912672229473,0.11704033057608743,0.020211419298065303,0.4180647505605629,0.3917692519032553,0.5595348878430955,0.10990623149266526,0.279783947386831,0.20569727004160504,0.4468147472842352,0.5106822030744322,0.8094617709358078,0.009718889246609005,0.2612577880584581,95,102,0.81124871001032,0.7168214654282766,2691,1032,0.40750823157294336,0.5505550370312756
order_category_numeric_digit_relaxed_20260929/generated_validation_20261011,177997,199636,147,147,0.0,0.0,0.17547548872301522,0.13341288102328674,0.13406859051161915,0.03347032798139779,0.05520370456084825,0.10108457030440998,0.04052135041846208,0.015218496359125346,0.006438310758046484,0.02351780240036867,1146,4695,0.0,0.01707949164232222,0.041508163187647544,0.1317032154948435,0.13463520421695707,0.030737873352651362,0.38579649927167653,0.42218537963218816,0.6275094750272053,0.10187288081941503,0.17632252458423042,0.17298703731134651,0.5472068425249096,0.575775722195273,0.8658878552495574,0.017145991082842163,0.31100263015156626,75,102,0.9003921568627451,0.6831372549019608,4578,1032,0.37587501396974404,0.6202769565261567
order_category_numeric_digit_relaxed_20260929/generated_validation_20261012,177997,204133,147,147,0.0,0.0,0.1708073058235628,0.1371535827494743,0.1275082538380887,0.044688685320828266,0.04447683264573091,0.09919199481695135,0.03583341639261639,0.01872699058839696,0.006438310758046484,0.04165421563392494,1146,8503,0.0,0.03521590487587845,0.05542776602708639,0.12836701567102476,0.12361902117028965,0.03726988457233059,0.38583766949625414,0.4091006751168391,0.6050640542262856,0.09638365083597346,0.1692909222467049,0.1654811071160495,0.527501226853719,0.5548436964758768,0.830474333983106,0.03525977099295492,0.2879225738086373,110,102,0.7363636363636364,0.6053475935828877,8345,1032,0.37790024198679983,0.5969742360695027
order_category_relaxed_20260928/generated_validation_20261011,177997,193361,147,147,0.0,0.0,0.1759451610769166,0.11603144011140465,0.12338571422489326,0.036681327718986474,0.04874179978223891,0.10410510144352919,0.04808794358501754,0.021158057117525313,0.006438310758046484,0.007183454781470928,1146,1389,0.0,0.0007451440234244795,0.04118857734733446,0.11646733189922784,0.12393545008123413,0.038346792771368765,0.367959177951608,0.43430368474526937,0.4316982351299787,0.10449974613071417,0.17611539334123955,0.16325433941209752,0.4577476733798469,0.511064873972386,0.6902645769665704,0.001229017342228402,0.289985273835892,201,102,0.7671934445419959,0.6243781094527362,1120,1032,0.32061877076411965,0.43084163898117384
order_category_relaxed_20260928/generated_validation_20261012,177997,193625,147,147,0.0,0.0,0.17535313564395058,0.11831040339343457,0.1235459204617598,0.02789721321602853,0.04922744506400365,0.10356335687003349,0.04675554299260954,0.015906668614197768,0.006438310758046484,0.005536475145255003,1146,1072,0.0,0.0009018356127914635,0.031876652029225,0.11871831723648334,0.12368671997940645,0.029093831177798637,0.4129778057170796,0.4474234725059808,0.4329107513925996,0.10394651462374749,0.17551069947241502,0.1649393433229524,0.46387988070120595,0.5108195931338074,0.690931950337891,0.0015799403536680182,0.2714320638413047,193,102,0.8323681804327949,0.5816824138982017,817,1032,0.32945736434108525,0.44665442676458583
order_category_relaxed_20260929/generated_validation_20261011,177997,213945,147,147,0.0,0.0,0.1534108630896503,0.10387991468365519,0.14559385287613136,0.05618924096635873,0.05815439433598231,0.1111461361743531,0.038269687311339194,0.040561871092996186,0.006438310758046484,0.007001799527916053,1146,1498,0.0,0.0005634887698695635,0.06007841216220566,0.1040393970110586,0.1460260102459794,0.05794763598922752,0.3229599547802207,0.4122071570489727,0.3576013624156677,0.11174313185235413,0.15375300062728614,0.16256439468347506,0.44081346390883014,0.46293370800392375,0.5881276245787938,0.00062851452116619,0.25251025571979263,128,102,0.7928921568627451,0.6516544117647058,1326,1032,0.2953672524465958,0.3487319793749342
order_category_relaxed_20260929/generated_validation_20261012,177997,201587,147,147,0.0,0.0,0.1540461905322901,0.10162640332905873,0.1429094402785187,0.04836432823688719,0.05801192340321151,0.1113759624915189,0.03691701912664034,0.03250854097894651,0.006438310758046484,0.006121426480874262,1146,1234,0.0,0.0003168842771722343,0.05187604957503829,0.10169419102755992,0.1432006863196193,0.04990569547789574,0.32967050053532004,0.41382902633952173,0.33948173914588686,0.11197360398654702,0.15443477327628047,0.1578054166922624,0.416193595650858,0.4433672473631064,0.6051404048885157,0.0004637291847307513,0.2689061257491148,114,102,0.7719298245614036,0.5815273477812177,1077,1032,0.28791215909827045,0.34356038522165366
order_event_is_fraud_relaxed_20260928/generated_validation_20261011,177997,193361,147,147,0.0,0.0,0.6526412334722064,0.181299093682259,0.1236684495776676,0.03568665561813881,0.0460857995075996,0.09639982284688656,0.04826654308306688,0.016065258459042997,0.006438310758046484,0.0031960943520151427,1146,618,0.0,0.0032422164060313128,0.038243225971670326,0.18103166426063852,0.123443502470209,0.03573218734839957,0.43730919703846943,0.46850911825531116,0.5054476763444615,0.09632000188748296,0.6529068615696745,0.23208954324558403,0.5151730798556396,0.73709313949745,0.7879882541473066,0.0034994969416316016,0.3234406753865299,146,102,0.8493150684931507,0.6874832124630674,445,1032,0.40059010539151646,0.5045814824492642
