run,real_events,generated_events,real_customers,generated_customers,invalid_amount_rate,invalid_gap_rate,merchant_category_tv,category_amount_tv,gap_previous_category_category_tv,history_amount_tv,category_tv,merchant_tv,amount_tv,gap_tv,real_fraud_rate,generated_fraud_rate,real_frauds,generated_frauds,invalid_generated_label_rate,label_tv,history_amount_label_tv,class_0_category_amount_tv,class_0_gap_previous_category_category_tv,class_0_history_amount_tv,class_1_category_amount_tv,class_1_gap_previous_category_category_tv,class_1_history_amount_tv,class_0_merchant_tv,class_0_merchant_category_tv,class_0_gap_category_amount_history_tv,class_1_merchant_tv,class_1_merchant_category_tv,class_1_gap_category_amount_history_tv,previous_current_fraud_tv,fraud_previous_category_current_category_tv,fraud_onset_events,real_fraud_onset_events,fraud_onset_category_amount_tv,fraud_onset_history_amount_tv,fraud_continuation_events,real_fraud_continuation_events,fraud_continuation_category_amount_tv,fraud_continuation_history_amount_tv
native_20260928/generated_validation_20261012,174879,174074,143,143,0.0,0.0,0.7336469666368658,0.20215912461999086,0.127280639791488,0.04174724967212535,0.04711118462639604,0.09745529288368546,0.024628239302875752,0.01519250086769261,0.0063758370073021915,0.0060663855601640684,1115,1056,0.0,0.00030945144713812175,0.043500039172965806,0.20227241208725183,0.12719913654433415,0.04062719622285581,0.4681344052998727,0.4423251290600915,0.4579540136591643,0.09758966588951803,0.7340830959660664,0.24496939735889942,0.4734814512841419,0.7507320967522759,0.7081761213237983,0.0012643909540719497,0.2712099109375686,184,100,0.825,0.6497826086956522,807,1004,0.42713655909200865,0.45242943961452825
native_20260929/generated_validation_20261011,174879,213168,143,143,0.0,0.0,0.7791963158541947,0.18581941299332266,0.12629453406295985,0.05454809697936878,0.04268012675471167,0.11331861252671016,0.04280359247435343,0.027875163254647214,0.0063758370073021915,0.004315844779704271,1115,920,0.0,0.002059992227597908,0.058073699992281735,0.18553625291319878,0.1264142883250845,0.05532199770261769,0.5011565367835115,0.44019545158216733,0.4602671631312371,0.11348998778621705,0.7795419604673574,0.23567527919403147,0.4924644180152077,0.775233963735621,0.7289033900005015,0.0024175629649520504,0.26895591996389345,158,100,0.8470886075949368,0.6854430379746836,709,1004,0.44162700397282517,0.48451750122219167
native_20260929/generated_validation_20261012,174879,175950,143,143,0.0,0.0,0.7792100028417165,0.18400617370967304,0.12581032133396178,0.03411504650296093,0.04522532722625359,0.1100464395630569,0.03394149544890294,0.017156662769404966,0.0063758370073021915,0.005234441602728047,1115,921,0.0,0.0011413954045741428,0.037500791230309055,0.18386373955004615,0.12588964843028616,0.034488115618861746,0.4671829186562789,0.44267508586747095,0.4820306609700929,0.11002492221808415,0.7796822240885796,0.2295888696793208,0.4691303564559871,0.7613716812004889,0.7270356873586328,0.0015537138077074924,0.2812054955181369,128,100,0.87625,0.7206250000000001,737,1004,0.4175347456848319,0.5026353203198064
numeric_digit_relaxed_20260928/generated_validation_20261011,174879,162958,143,143,0.0,0.0,0.7648136032216403,0.14145685070764216,0.14081241210451736,0.021076553388916886,0.06471995977437812,0.12055501353973647,0.051986672953570574,0.007827323600499874,0.0063758370073021915,0.0060383657138649224,1115,984,0.0,0.00033747129343723306,0.024443531165546695,0.14175847349481582,0.14119787916858756,0.02147198915789489,0.5156372730213002,0.4117901862033914,0.491599477891235,0.12040593548200115,0.7655067304746301,0.19357977696561224,0.5013225053775201,0.7402375223303802,0.7579038257173221,0.0005804390822517094,0.23259926227109612,100,100,0.72,0.56,841,1004,0.5023319326735863,0.5047372933947918
numeric_digit_relaxed_20260928/generated_validation_20261012,174879,168935,143,143,0.0,0.0,0.7643547947366776,0.141373783275542,0.1388614537405273,0.022160671510277646,0.06469813350972084,0.12000258476541828,0.049290211192340644,0.006726077787850426,0.0063758370073021915,0.004972326634504395,1115,840,0.0,0.001403510372797765,0.02491424568060854,0.14132945377786824,0.13903650868657508,0.02213518833835555,0.5213681086132029,0.41884012165851336,0.48066220524377506,0.11996407947399909,0.764980071947061,0.1925118720839609,0.5133301302583815,0.7373531923980354,0.7438655435240661,0.0016318616837661234,0.23874223602484473,86,100,0.7788372093023256,0.5725581395348838,705,1004,0.4960003955807974,0.48460060467350463
numeric_digit_relaxed_20260929/generated_validation_20261011,174879,195098,143,143,0.0,0.0,0.6303860446058667,0.14035066301249166,0.13908940225901786,0.04866960350824232,0.052227199285260734,0.08830028317625872,0.024706465938234293,0.0153888581642991,0.0063758370073021915,0.018221611702836524,1115,3555,0.0,0.011845774695534357,0.05252176942438335,0.14345866811653168,0.1419329078454496,0.04541525382128974,0.43965303574440423,0.4247303948791996,0.5877003397960401,0.08655275294127601,0.6317182539680828,0.18099125714422673,0.5938115330520394,0.7359772442022541,0.8290483448312744,0.011950580651771084,0.28446939778762337,73,100,0.7893150684931508,0.6182191780821918,3450,1004,0.43281194064322426,0.5849714186731336
numeric_digit_relaxed_20260929/generated_validation_20261012,174879,197386,143,143,0.0,0.0,0.6309318097491383,0.14038500589005404,0.13499099572312692,0.0480700155929379,0.04808877706519422,0.0897367888034081,0.02539382125990086,0.00924448265354762,0.0063758370073021915,0.02785405246572705,1115,5498,0.0,0.02147821545842487,0.05526828330362259,0.14365972967077212,0.13851872360962106,0.044362160941438605,0.43704212454212454,0.4167502787068005,0.5849617773530815,0.08670332038490114,0.6336156311413313,0.17966550880335658,0.5616752606328923,0.7180752234404031,0.8337713011626054,0.021511167785019318,0.29112916069437805,99,100,0.7373737373737373,0.5471717171717171,5361,1004,0.4317343571061771,0.5812480352791408
order_category_digit_relaxed_20260928/generated_validation_20261011,174879,188548,143,143,0.0,0.0,0.33970496005830714,0.18450704022147543,0.11543054066437916,0.03464613923825665,0.03470041605107049,0.1255220108806552,0.033773907616726044,0.012193560423446975,0.0063758370073021915,0.011816619640622016,1115,2228,0.0,0.005440782633319822,0.039103677315612276,0.18513992028734602,0.1154340135385821,0.03620499509410625,0.4723725614119567,0.40487500250797537,0.35515773493041203,0.1262308524468157,0.3406679831829274,0.222030602264587,0.39796716876927163,0.49660980106431796,0.654860372651699,0.005880382272639975,0.2295186192090849,185,100,0.8318918918918919,0.6786486486486487,1982,1004,0.44521409819852786,0.34765579458151247
order_category_digit_relaxed_20260928/generated_validation_20261012,174879,185803,143,143,0.0,0.0,0.3417839863354993,0.184091962024209,0.11384920910601352,0.03907327874366658,0.033021194087068245,0.1273175945002371,0.035075933568837384,0.012433723257439366,0.0063758370073021915,0.010306615070800794,1115,1915,0.0,0.00393077806349861,0.043808586137678754,0.1848128134939297,0.1135986896918944,0.041006039520099506,0.49599740224227507,0.4115400015625611,0.35641821946169777,0.12780130277098617,0.3422954596578087,0.22224979124928596,0.41320938074441804,0.5307637368427215,0.6670304504082192,0.004291672120999677,0.2402838001484433,174,100,0.8578160919540231,0.697816091954023,1681,1004,0.4671095510877371,0.35535727405665857
order_category_digit_relaxed_20260929/generated_validation_20261011,174879,192805,143,143,0.0,0.0,0.20840210231796974,0.16314105439559945,0.12252228909444786,0.04384910345369996,0.04422805336759564,0.10874204736135094,0.0211371512197402,0.008369928675694298,0.0063758370073021915,0.008848318249008065,1115,1706,0.0,0.0024724812417059165,0.04694444844866533,0.1637153673927283,0.12273913669452141,0.04462154592869152,0.37397153146522266,0.4256622066838407,0.35286875909082943,0.10908702850855442,0.20891699986709644,0.2064972802716974,0.47189134629032853,0.5102450333562893,0.6237831431926117,0.002500982442671725,0.25385319734328726,74,100,0.804864864864865,0.6513513513513514,1580,1004,0.3582581068132533,0.338859750869938
order_category_digit_relaxed_20260929/generated_validation_20261012,174879,176545,143,143,0.0,0.0,0.20828938954401827,0.16207752125017683,0.12402293936288594,0.04069122607294306,0.04433635182318217,0.112054449929687,0.02332499612917588,0.013990944582099957,0.0063758370073021915,0.009023195219349174,1115,1593,0.0,0.002647358212046981,0.04361771696478282,0.16253884684532716,0.12394428465454042,0.04119503828491162,0.41063287979320057,0.42376606287969987,0.35604708511809774,0.11231908396737487,0.20868855935386002,0.20606363749497575,0.4475550263343833,0.4925759840558047,0.6488534346799557,0.0026841168196622134,0.2788881034370129,80,100,0.8625,0.6874999999999999,1473,1004,0.39158572769343536,0.34221701111372577
order_category_numeric_digit_relaxed_20260928/generated_validation_20261011,174879,162958,143,143,0.0,0.0,0.27891009828816254,0.1578395162869067,0.11710358273529675,0.018290930847197746,0.03990843278478973,0.1107446345552,0.04256093135143997,0.00542139141390327,0.0063758370073021915,0.010057806305919317,1115,1639,0.0,0.0036819692986171594,0.022396729214016937,0.15874655561274156,0.11781493356675088,0.01781247013428034,0.4215931111656977,0.3987281312262889,0.5344185840224897,0.11252277737320507,0.2798919504295557,0.2074659578492805,0.4676793516773051,0.5310133872507845,0.7780694751494308,0.003668273069549495,0.2506362755533721,76,100,0.7757894736842105,0.7015789473684211,1517,1004,0.4085136054332439,0.5258681818539948
order_category_numeric_digit_relaxed_20260928/generated_validation_20261012,174879,168935,143,143,0.0,0.0,0.2783804476721724,0.15536711205449488,0.11636856092312191,0.0191684313575591,0.038968108117956896,0.10769920806570453,0.04224543524838535,0.007647779697890957,0.0063758370073021915,0.016752005209104092,1115,2830,0.0,0.010376168201801941,0.025490200529542685,0.1571089695281392,0.11839616272246067,0.018046603407665486,0.41841209433066834,0.4003835051707683,0.5599175493217766,0.11093075748788991,0.2800136797094235,0.20638614987549914,0.4522572057868133,0.5158012327877165,0.8122376154492025,0.010376799763272824,0.2636325886175301,88,100,0.8195454545454546,0.7136363636363637,2691,1004,0.4073460894437856,0.550736481794857
order_category_numeric_digit_relaxed_20260929/generated_validation_20261011,174879,195098,143,143,0.0,0.0,0.1755446763383963,0.133765757816952,0.13420855045023866,0.03274794757061554,0.054817005029083044,0.10100605341374455,0.04191902931046901,0.014485894451949278,0.0063758370073021915,0.02402382392438672,1115,4687,0.0,0.01764798691708455,0.0408463071591253,0.13193135854036608,0.13476869865021948,0.029677119232566985,0.3862103601664514,0.4299487013918784,0.6275290572535515,0.10180269514107756,0.17628752113870377,0.1733763348845589,0.5534805267120869,0.5815796196138351,0.8682917204763954,0.017705754922756722,0.31290357296599225,74,100,0.8989189189189188,0.6778378378378379,4572,1004,0.3757420013733343,0.6194530713541284
order_category_numeric_digit_relaxed_20260929/generated_validation_20261012,174879,197386,143,143,0.0,0.0,0.17020554493500906,0.13721508005722952,0.12683804606541463,0.041853240177217386,0.04318815924991659,0.0986277925399385,0.035660715930208566,0.01607948383687518,0.0063758370073021915,0.04204958811668508,1115,8300,0.0,0.03567375110938288,0.053666231053718254,0.12727385206756142,0.12340018067164685,0.034585424887085284,0.3859933673657537,0.41504472681870624,0.6091036065936496,0.09591060320137723,0.1682963596619624,0.16444050542393795,0.5382365335782592,0.5655843103355125,0.8374711567335198,0.03571192522634806,0.2910064982957449,103,100,0.7475728155339805,0.6066990291262135,8150,1004,0.37733312150172327,0.6011294698506588
order_category_relaxed_20260928/generated_validation_20261011,174879,187743,143,143,0.0,0.0,0.1762616523304612,0.11664083188077547,0.12407305061022669,0.03458878799032,0.04863921571648256,0.10413560913533237,0.048626500466651,0.019446969796067866,0.0063758370073021915,0.007281230192337397,1115,1367,0.0,0.0009053931850352237,0.039178910577947965,0.11706472971485038,0.12465223169109513,0.036316406458197996,0.3584153362118017,0.4387153998058707,0.43432029654918497,0.10455324012739012,0.17647471363320644,0.16382699326035274,0.4628714641403223,0.5155959992258259,0.6899768216353718,0.0013456054521433325,0.28913127154667473,189,100,0.7606878306878306,0.6189417989417989,1110,1004,0.31684612899752346,0.4354402210975916
order_category_relaxed_20260928/generated_validation_20261012,174879,182858,143,143,0.0,0.0,0.1763189426247836,0.119523150500068,0.12408936762701557,0.020483890632890016,0.049064778613907165,0.10399031175515294,0.04884774738144264,0.011901085446966813,0.0063758370073021915,0.005824191449102583,1115,1065,0.0,0.0005516455581995702,0.024647709643163606,0.1199296748497584,0.12423713548601803,0.022008967962686463,0.410531990983571,0.4503690016905805,0.4356089340673632,0.1043784413103025,0.17653593984577134,0.16472946878087014,0.4707678056380134,0.5173624707888587,0.6918835883653387,0.001274366223671749,0.2724959180429726,186,100,0.8324731182795698,0.5918279569892473,817,1004,0.33074678032057814,0.44910200080949153
order_category_relaxed_20260929/generated_validation_20261011,174879,209394,143,143,0.0,0.0,0.15338513678812588,0.10531774460344567,0.14607246738691865,0.054829262214974125,0.058224235009089485,0.11130368276687594,0.039152284993327166,0.03945163266006958,0.0063758370073021915,0.006905641995472649,1115,1446,0.0,0.0005298049881704574,0.058703193724534544,0.10548644184152661,0.14650601393752924,0.056529394600477345,0.32475053456878117,0.41595390829175577,0.3655856497980518,0.11183916083565872,0.1536681793617229,0.16371850182864217,0.44372724509858646,0.46812608153620006,0.5897333095747208,0.0005896055699765403,0.25332620574958425,125,100,0.796,0.6599999999999999,1278,1004,0.2962344674510098,0.3574793159131861
order_category_relaxed_20260929/generated_validation_20261012,174879,190828,143,143,0.0,0.0,0.15458352669698477,0.10329197006152468,0.14219844849115382,0.0384220812183502,0.05740939085392628,0.11128191053829561,0.036778700283694406,0.024656376288305238,0.0063758370073021915,0.006047330580417968,1115,1154,0.0,0.0003285064268842121,0.04190995543481373,0.10324226485290253,0.1423991239526361,0.039895203161549424,0.3366781905543186,0.4221820188288605,0.33934675182624324,0.11184010168049045,0.15491802818636732,0.1553970782596082,0.4232554344024683,0.45157339260594853,0.608307453416149,0.0004963155823424288,0.27769395288878473,112,100,0.7767857142857143,0.5835714285714286,1001,1004,0.29284162053086366,0.346334939960438
order_event_is_fraud_relaxed_20260928/generated_validation_20261011,174879,187743,143,143,0.0,0.0,0.6523563837401085,0.18123526885225916,0.12471447538817743,0.03353500813123173,0.046444870262999725,0.09656392836084807,0.049340159888059176,0.01428705508391432,0.0063758370073021915,0.0032651017614504937,1115,613,0.0,0.003110735245851701,0.03612292189437539,0.18095437783137874,0.1244404934868486,0.033593469284056474,0.4335058366721077,0.4716173270020281,0.5089497699955483,0.09649426950549483,0.652631884930077,0.23270320855217358,0.5218004520881645,0.7413133965866612,0.7883000692486521,0.003373742592907485,0.3256294207844883,141,100,0.8439716312056738,0.6865248226950355,445,1004,0.401470522404763,0.506866914365012
order_event_is_fraud_relaxed_20260928/generated_validation_20261012,174879,182858,143,143,0.0,0.0,0.6545865418971869,0.18197511055969345,0.12285026722666911,0.02369757902136295,0.041295632822221755,0.09761451658908499,0.04816262587814692,0.008983974098692182,0.0063758370073021915,0.0025101444836977327,1115,459,0.0,0.003865692523604464,0.02619076473372093,0.1814276943077128,0.12233076240227869,0.023543519663193714,0.4724235104669887,0.4818840579710145,0.45632045088566825,0.09761284846109963,0.6548320728278154,0.23317798062384734,0.5524233809119063,0.7401369715798627,0.7246376811594202,0.004060125466207966,0.3138083735909823,124,100,0.8267741935483871,0.7190322580645161,308,1004,0.4021317328090237,0.4688389299943085
order_event_is_fraud_relaxed_20260929/generated_validation_20261011,174879,209394,143,143,0.0,0.0,0.4114785292074825,0.1659764631689265,0.12867362757110212,0.05734939475463195,0.05150834684012413,0.09250508037656544,0.07036814786130716,0.03259383986576994,0.0063758370073021915,0.0036199700086917484,1115,758,0.0,0.002755866998610428,0.060717450090371015,0.16629944716450445,0.12873326525314147,0.058651499442114584,0.4525476006880598,0.45751033078276687,0.45180862842794156,0.0924615439345321,0.4115458574179555,0.22819288075199057,0.49933031224487384,0.6225244625341648,0.7288577317753129,0.0028177855536023425,0.3206484666943472,101,100,0.8411881188118813,0.6716831683168317,632,1004,0.43477356397196026,0.45241817539966717
order_event_is_fraud_relaxed_20260929/generated_validation_20261012,174879,190828,143,143,0.0,0.0,0.41181212821302415,0.16434482387670393,0.12949069081462813,0.040325492281695,0.053736577611537314,0.09555761161785443,0.06629108818079466,0.017942478431096986,0.0063758370073021915,0.003752069926845117,1115,716,0.0,0.0026237670804570793,0.043742064851247445,0.1645036669387946,0.129549042535093,0.04167777754934904,0.41246408271985574,0.4464452379454267,0.45341109293399606,0.0954068297562403,0.412000513945164,0.2238015010152551,0.4956822907533131,0.6162725154695994,0.7377579752092116,0.0027626904553337563,0.32472629459510477,83,100,0.9077108433734938,0.7356626506024097,608,1004,0.3846128643321451,0.43379770392115746
relaxed_20260928/generated_validation_20261011,174879,187743,143,143,0.0,0.0,0.6483987720298348,0.1843910540225825,0.12498574175572619,0.03390597413106384,0.04899518405003594,0.09275173085617625,0.04792865586394112,0.017458696874959136,0.0063758370073021915,0.005267839546614255,1115,989,0.0,0.0011079974606879204,0.037271420436987626,0.18432049815107346,0.12481615363280951,0.03484046005273677,0.4985242851547199,0.45769682726204464,0.4436427732079906,0.09262734535998074,0.6486111019421079,0.2322174634061328,0.4877699537966964,0.7313452461380114,0.7294643556600078,0.0018758747890695563,0.2785575793184488,199,100,0.8193467336683417,0.6894472361809045,726,1004,0.4309127127852228,0.41043264956702125
relaxed_20260928/generated_validation_20261012,174879,182858,143,143,0.0,0.0,0.6515197593329533,0.18253764187487476,0.12423485026738704,0.023876601120021018,0.048556267584349784,0.09140004736894286,0.04409389495032312,0.011600070204649536,0.0063758370073021915,0.004670290608012775,1115,854,0.0,0.0017055463992893712,0.026969918250467087,0.18252498293178454,0.12392087808269314,0.024513302591094507,0.49981884057971016,0.4775909215203719,0.4444387476073284,0.09136766990370504,0.6518169842681087,0.22993966900467183,0.4815534388422722,0.7163094275422439,0.6975492206726825,0.002483900197346606,0.29498222586819794,199,100,0.8193969849246231,0.644070351758794,596,1004,0.4208869221102169,0.4481269552661836
relaxed_20260929/generated_validation_20261011,174879,209394,143,143,0.0,0.0,0.4113951045028711,0.16508002971559604,0.130202557586266,0.0594540349908388,0.052243802488328016,0.0909275988513711,0.07149043407772213,0.03500720945540151,0.0063758370073021915,0.005730823232757386,1115,1200,0.0,0.0006450137745447697,0.06339623120987212,0.16585001165090096,0.1306742146466138,0.06124294623426802,0.42980539369490517,0.41382787987449576,0.40519946212460783,0.09091304263739115,0.411656635688157,0.22808384020291023,0.4789275037369208,0.6039461883408072,0.683456596444046,0.0007900400024956313,0.2795271178843568,127,100,0.8718897637795275,0.688267716535433,1037,1004,0.3905621487050832,0.3885336186594029
relaxed_20260929/generated_validation_20261012,174879,190828,143,143,0.0,0.0,0.41012481061421197,0.1636074709090758,0.1285656760214441,0.04308679718302118,0.05486848697494309,0.08789199508578334,0.06403775009623684,0.02122013529975472,0.0063758370073021915,0.005465654935334437,1115,1043,0.0,0.0009101820719677228,0.04692724910103235,0.16425244850940796,0.12894533157702331,0.044719012944947185,0.41174715785819666,0.44684543955567124,0.39821444068384976,0.08777340095602748,0.4102975852961625,0.21903527308251053,0.4604491184019881,0.5909892557257652,0.6708810639590385,0.0010633632460124165,0.30731471838930835,106,100,0.8273584905660378,0.6413207547169811,896,1004,0.4010653813318156,0.39279933836084246
row_resampling/generated_validation_20261011,174879,187294,143,143,0.0,0.0,0.04235110291089181,0.04164834244228938,0.10423009320265192,0.05196913428243118,0.018677774055356346,0.042087549115181824,0.01732974723251168,0.014886182126792935,0.0063758370073021915,0.006054652044379425,1115,1134,0.0,0.00032118496292276883,0.053847493239818876,0.041849403971441296,0.10363483919606085,0.053036826102068405,0.06341064525721082,0.5501525553012967,0.19440862196020633,0.04221972556329508,0.04254249377965305,0.1270723735296173,0.3810789221850507,0.3819757831715978,0.28196712303972904,0.0108140541156617,0.4186754192038682,1112,100,0.2580575539568345,0.5374460431654676,9,1004,0.40980522355024346,0.5478087649402391
row_resampling/generated_validation_20261012,174879,188215,143,143,0.0,0.0,0.041156697279819084,0.042042146070496625,0.10387244604344484,0.05112269934829237,0.01991165219914485,0.04086065614007822,0.016733797101223604,0.01459846248481195,0.0063758370073021915,0.005637170257418378,1115,1061,0.0,0.0007386667498837894,0.053195111100394384,0.042029560637861244,0.10343398258993616,0.05217998781772464,0.09009880169334933,0.5349132641100952,0.2200069981659979,0.04075546364048934,0.04106418068329056,0.12641275117123243,0.4019661627282833,0.40214874705730697,0.3150553648009487,0.01001644131450687,0.40322967084488204,1044,100,0.22344827586206895,0.5178927203065133,7,1004,0.5348605577689243,0.5607569721115537
transition_resampling/generated_validation_20261011,174879,186973,143,143,0.0,0.0,0.04255955321183774,0.04366795894116844,0.05405500203705657,0.055283976247687605,0.0207618438540612,0.04231052480507208,0.018739240167332565,0.013356391674917553,0.0063758370073021915,0.0050007220293839215,1115,935,0.0,0.0013751149779182357,0.056192525389563784,0.043581899678595194,0.054137458451303425,0.0552722643996583,0.0880186942359439,0.3845329981589011,0.2060850682150781,0.04220181166765739,0.042426601776739854,0.12782671383123628,0.421476703196566,0.422718879643174,0.3525232497757636,0.0014305155485908555,0.22468488882594534,87,100,0.20356321839080466,0.25862068965517243,834,1004,0.08865974949124365,0.20952162572730662
