run,position_band,real_events,generated_events,real_customers,generated_customers,merchant_category_tv,real_pair_absent_from_fit,generated_pair_absent_from_fit,real_frauds,real_fraud_rate,generated_frauds,generated_fraud_rate
order_event_is_fraud_relaxed_20260929/generated_validation_20261012,0,143,143,143,143,0.8601398601398601,0.0,0.4755244755244755,11,0.07692307692307693,25,0.17482517482517482
order_event_is_fraud_relaxed_20260929/generated_validation_20261012,1,4204,4178,143,143,0.48118548565978564,0.0,0.3839157491622786,135,0.032112274024738346,498,0.11919578745811393
order_event_is_fraud_relaxed_20260929/generated_validation_20261012,2,8976,8729,132,130,0.4468109635776743,0.0,0.3930576240119143,81,0.009024064171122994,59,0.00675907893229465
order_event_is_fraud_relaxed_20260929/generated_validation_20261012,3,52770,50784,132,128,0.4167676282171839,0.0,0.39713295526149966,458,0.00867917377297707,54,0.0010633270321361058
order_event_is_fraud_relaxed_20260929/generated_validation_20261012,4,108786,126994,128,124,0.41458275206466877,0.0,0.39534151219742664,430,0.003952714503704521,80,0.0006299510213080933
relaxed_20260928/generated_validation_20261011,0,143,143,143,143,0.9090909090909092,0.0,0.6153846153846154,11,0.07692307692307693,64,0.44755244755244755
relaxed_20260928/generated_validation_20261011,1,4204,4186,143,143,0.6598976562262046,0.0,0.6292403248924988,135,0.032112274024738346,500,0.11944577161968466
relaxed_20260928/generated_validation_20261011,2,8976,8732,132,130,0.6611256525264502,0.0,0.6510535959688502,81,0.009024064171122994,128,0.014658726523133303
relaxed_20260928/generated_validation_20261011,3,52770,50343,132,127,0.6479829563057573,0.0,0.6461871561090916,458,0.00867917377297707,139,0.002761059134338438
relaxed_20260928/generated_validation_20261011,4,108786,124339,128,124,0.6496358114459431,0.0,0.6475040011581241,430,0.003952714503704521,158,0.0012707195650600374
