gap_bin,seen_merchant,amount_vs_history,events,customers,frauds,invalid_labels,fraud_rate,event_share,source
7,0,2,918,133,4,0,0.004357298474945534,0.004761287311013719,order_category_digit_relaxed_20260929/generated_validation_20261011
7,1,-1,1,1,0,0,0.0,5.186587484764399e-06,order_category_digit_relaxed_20260929/generated_validation_20261011
7,1,0,4312,135,1,0,0.00023191094619666049,0.02236456523430409,order_category_digit_relaxed_20260929/generated_validation_20261011
7,1,1,3493,135,5,0,0.0014314342971657602,0.018116750084282048,order_category_digit_relaxed_20260929/generated_validation_20261011
7,1,2,1004,133,5,0,0.0049800796812749,0.005207333834703457,order_category_digit_relaxed_20260929/generated_validation_20261011
-1,0,-1,143,143,40,0,0.27972027972027974,0.0008099917867965675,order_category_digit_relaxed_20260929/generated_validation_20261012
0,1,0,3,3,0,0,0.0,1.6992834688039876e-05,order_category_digit_relaxed_20260929/generated_validation_20261012
0,1,1,3,3,0,0,0.0,1.6992834688039876e-05,order_category_digit_relaxed_20260929/generated_validation_20261012
0,1,2,2,2,0,0,0.0,1.132855645869325e-05,order_category_digit_relaxed_20260929/generated_validation_20261012
1,0,0,5,5,0,0,0.0,2.832139114673313e-05,order_category_digit_relaxed_20260929/generated_validation_20261012
1,0,1,3,3,0,0,0.0,1.6992834688039876e-05,order_category_digit_relaxed_20260929/generated_validation_20261012
1,0,2,5,5,1,0,0.2,2.832139114673313e-05,order_category_digit_relaxed_20260929/generated_validation_20261012
1,1,0,14,13,0,0,0.0,7.929989521085275e-05,order_category_digit_relaxed_20260929/generated_validation_20261012
1,1,1,12,11,0,0,0.0,6.79713387521595e-05,order_category_digit_relaxed_20260929/generated_validation_20261012
1,1,2,4,4,0,0,0.0,2.26571129173865e-05,order_category_digit_relaxed_20260929/generated_validation_20261012
2,0,-1,7,7,5,0,0.7142857142857143,3.964994760542638e-05,order_category_digit_relaxed_20260929/generated_validation_20261012
2,0,0,62,47,6,0,0.0967741935483871,0.0003511852502194908,order_category_digit_relaxed_20260929/generated_validation_20261012
2,0,1,56,43,2,0,0.03571428571428571,0.000317199580843411,order_category_digit_relaxed_20260929/generated_validation_20261012
2,0,2,19,16,3,0,0.15789473684210525,0.00010762128635758588,order_category_digit_relaxed_20260929/generated_validation_20261012
2,1,0,162,65,4,0,0.024691358024691357,0.0009176130731541534,order_category_digit_relaxed_20260929/generated_validation_20261012
2,1,1,106,53,2,0,0.018867924528301886,0.0006004134923107424,order_category_digit_relaxed_20260929/generated_validation_20261012
2,1,2,47,33,2,0,0.0425531914893617,0.0002662210767792914,order_category_digit_relaxed_20260929/generated_validation_20261012
3,0,-1,3,3,2,0,0.6666666666666666,1.6992834688039876e-05,order_category_digit_relaxed_20260929/generated_validation_20261012
3,0,0,336,101,23,0,0.06845238095238096,0.001903197485060466,order_category_digit_relaxed_20260929/generated_validation_20261012
3,0,1,214,88,8,0,0.037383177570093455,0.0012121555410801778,order_category_digit_relaxed_20260929/generated_validation_20261012
3,0,2,82,48,16,0,0.1951219512195122,0.0004644708148064233,order_category_digit_relaxed_20260929/generated_validation_20261012
3,1,0,719,95,9,0,0.012517385257301807,0.0040726160469002235,order_category_digit_relaxed_20260929/generated_validation_20261012
3,1,1,490,91,3,0,0.006122448979591836,0.0027754963323798464,order_category_digit_relaxed_20260929/generated_validation_20261012
3,1,2,175,64,3,0,0.017142857142857144,0.0009912486901356595,order_category_digit_relaxed_20260929/generated_validation_20261012
4,0,-1,40,36,23,0,0.575,0.00022657112917386503,order_category_digit_relaxed_20260929/generated_validation_20261012
4,0,0,1849,135,90,0,0.048674959437533805,0.010473250446061911,order_category_digit_relaxed_20260929/generated_validation_20261012
4,0,1,1265,131,39,0,0.0308300395256917,0.007165311960123481,order_category_digit_relaxed_20260929/generated_validation_20261012
4,0,2,468,116,77,0,0.16452991452991453,0.0026508822113342208,order_category_digit_relaxed_20260929/generated_validation_20261012
4,1,0,4444,124,31,0,0.006975697569756975,0.025172052451216405,order_category_digit_relaxed_20260929/generated_validation_20261012
4,1,1,2940,124,12,0,0.004081632653061225,0.01665297799427908,order_category_digit_relaxed_20260929/generated_validation_20261012
4,1,2,1219,97,30,0,0.02461033634126333,0.006904755161573536,order_category_digit_relaxed_20260929/generated_validation_20261012
5,0,-1,83,61,42,0,0.5060240963855421,0.0004701350930357699,order_category_digit_relaxed_20260929/generated_validation_20261012
5,0,0,5494,137,140,0,0.025482344375682562,0.03111954459203036,order_category_digit_relaxed_20260929/generated_validation_20261012
5,0,1,3622,134,50,0,0.013804527885146328,0.020516015746693476,order_category_digit_relaxed_20260929/generated_validation_20261012
5,0,2,1360,130,105,0,0.07720588235294118,0.0077034183919114105,order_category_digit_relaxed_20260929/generated_validation_20261012
5,1,-1,3,3,3,0,1.0,1.6992834688039876e-05,order_category_digit_relaxed_20260929/generated_validation_20261012
5,1,0,11495,130,48,0,0.004175728577642453,0.06511087824633946,order_category_digit_relaxed_20260929/generated_validation_20261012
5,1,1,8114,130,8,0,0.0009859502095144195,0.04595995355291852,order_category_digit_relaxed_20260929/generated_validation_20261012
5,1,2,3029,110,29,0,0.00957411687025421,0.017157098756690928,order_category_digit_relaxed_20260929/generated_validation_20261012
6,0,-1,326,135,83,0,0.254601226993865,0.001846554702767,order_category_digit_relaxed_20260929/generated_validation_20261012
6,0,0,21045,140,214,0,0.010168686148728914,0.11920473533659974,order_category_digit_relaxed_20260929/generated_validation_20261012
6,0,1,15521,137,68,0,0.004381161007667032,0.08791526239768897,order_category_digit_relaxed_20260929/generated_validation_20261012
6,0,2,4790,138,176,0,0.03674321503131524,0.027131892718570336,order_category_digit_relaxed_20260929/generated_validation_20261012
6,1,-1,5,5,3,0,0.6,2.832139114673313e-05,order_category_digit_relaxed_20260929/generated_validation_20261012
6,1,0,32895,131,69,0,0.0020975832193342453,0.18632643235435725,order_category_digit_relaxed_20260929/generated_validation_20261012
6,1,1,25854,133,36,0,0.001392434439545138,0.14644424934152767,order_category_digit_relaxed_20260929/generated_validation_20261012
6,1,2,8874,130,49,0,0.00552174892945684,0.050264805007221955,order_category_digit_relaxed_20260929/generated_validation_20261012
7,0,-1,104,64,1,0,0.009615384615384616,0.0005890849358520491,order_category_digit_relaxed_20260929/generated_validation_20261012
7,0,0,5146,136,10,0,0.00194325689856199,0.029148375768217733,order_category_digit_relaxed_20260929/generated_validation_20261012
7,0,1,4011,136,12,0,0.0029917726252804786,0.022719419977909314,order_category_digit_relaxed_20260929/generated_validation_20261012
7,0,2,1038,134,3,0,0.002890173410404624,0.005879520802061797,order_category_digit_relaxed_20260929/generated_validation_20261012
7,1,-1,1,1,0,0,0.0,5.664278229346625e-06,order_category_digit_relaxed_20260929/generated_validation_20261012
7,1,0,4295,131,8,0,0.0018626309662398137,0.024328074995043757,order_category_digit_relaxed_20260929/generated_validation_20261012
7,1,1,3539,132,2,0,0.0005651313930488839,0.020045880653657706,order_category_digit_relaxed_20260929/generated_validation_20261012
7,1,2,1004,129,3,0,0.00298804780876494,0.005686935342264012,order_category_digit_relaxed_20260929/generated_validation_20261012
-1,0,-1,143,143,46,0,0.32167832167832167,0.0008775267246775243,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
0,0,0,1,1,1,0,1.0,6.136550522220449e-06,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
0,1,0,5,5,1,0,0.2,3.0682752611102246e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
0,1,1,1,1,0,0,0.0,6.136550522220449e-06,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
1,0,0,12,12,2,0,0.16666666666666666,7.36386062666454e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
1,0,1,5,5,1,0,0.2,3.0682752611102246e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
1,0,2,2,2,1,0,0.5,1.2273101044440899e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
1,1,0,12,10,0,0,0.0,7.36386062666454e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
1,1,1,12,12,1,0,0.08333333333333333,7.36386062666454e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
1,1,2,3,3,0,0,0.0,1.840965156666135e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
2,0,-1,2,2,2,0,1.0,1.2273101044440899e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
2,0,0,89,62,6,0,0.06741573033707865,0.00054615299647762,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
2,0,1,43,34,4,0,0.09302325581395349,0.0002638716724554793,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
2,0,2,12,10,3,0,0.25,7.36386062666454e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
2,1,0,134,59,1,0,0.007462686567164179,0.0008222977699775402,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
2,1,1,97,50,2,0,0.020618556701030927,0.0005952454006553835,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
2,1,2,37,27,0,0,0.0,0.00022705236932215662,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
3,0,-1,9,9,6,0,0.6666666666666666,5.522895469998405e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
3,0,0,343,99,18,0,0.052478134110787174,0.0021048368291216144,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
3,0,1,183,90,26,0,0.14207650273224043,0.0011229887455663423,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
3,0,2,85,58,4,0,0.047058823529411764,0.0005216067943887383,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
3,1,0,665,95,17,0,0.02556390977443609,0.004080806097276599,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
3,1,1,466,94,13,0,0.027896995708154508,0.0028596325433547292,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
3,1,2,202,72,2,0,0.009900990099009901,0.0012395832054885308,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
4,0,-1,42,34,28,0,0.6666666666666666,0.0002577351219332589,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
4,0,0,1927,133,94,0,0.04878048780487805,0.011825132856318806,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
4,0,1,1215,128,62,0,0.05102880658436214,0.007455908884497846,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
4,0,2,534,107,39,0,0.07303370786516854,0.00327691797886572,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
4,1,-1,1,1,1,0,1.0,6.136550522220449e-06,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
4,1,0,3854,120,40,0,0.010378827192527244,0.023650265712637612,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
4,1,1,2666,119,38,0,0.014253563390847712,0.016360043692239718,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
4,1,2,1213,98,7,0,0.005770816158285243,0.007443635783453405,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
5,0,-1,92,72,36,0,0.391304347826087,0.0005645626480442813,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
5,0,0,5240,137,151,0,0.028816793893129772,0.032155524736435154,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
5,0,1,3372,131,97,0,0.028766310794780547,0.020692448360927356,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
5,0,2,1434,129,46,0,0.03207810320781032,0.008799813448864125,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
5,1,-1,1,1,1,0,1.0,6.136550522220449e-06,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
5,1,0,10905,125,55,0,0.0050435580009170105,0.066919083444814,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
5,1,1,7436,126,66,0,0.008875739644970414,0.045631389683231265,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
5,1,2,3301,114,11,0,0.003332323538321721,0.020256753273849702,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
6,0,-1,321,132,60,0,0.18691588785046728,0.0019698327176327643,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
6,0,0,19933,139,226,0,0.011337982240505693,0.12231986155942022,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
6,0,1,13512,136,129,0,0.009547069271758437,0.08291707065624271,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
6,0,2,5512,138,76,0,0.013788098693759071,0.03382466647847912,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
6,1,-1,3,3,1,0,0.3333333333333333,1.840965156666135e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
6,1,0,30800,129,84,0,0.0027272727272727275,0.18900575608438985,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
6,1,1,22471,132,89,0,0.003960660406746473,0.13789442678481573,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
6,1,2,9690,126,26,0,0.0026831785345717233,0.059463174560316155,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
7,0,-1,99,63,2,0,0.020202020202020204,0.0006075185016998245,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
7,0,0,4131,128,7,0,0.0016945049624788188,0.02535009020729268,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
7,0,1,3030,128,4,0,0.0013201320132013201,0.01859374808232796,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
7,0,2,1025,124,3,0,0.002926829268292683,0.00628996428527596,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
7,1,-1,2,2,0,0,0.0,1.2273101044440899e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
7,1,0,3206,125,3,0,0.0009357454772301934,0.01967378097423876,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
7,1,1,2529,125,0,0,0.0,0.015519336270695516,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
7,1,2,898,123,0,0,0.0,0.0055106223689539635,order_category_numeric_digit_relaxed_20260928/generated_validation_20261011
-1,0,-1,143,143,51,0,0.35664335664335667,0.0008464794151596768,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
0,0,0,2,2,0,0,0.0,1.1838872939296178e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
0,0,1,1,1,0,0,0.0,5.919436469648089e-06,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
0,1,0,4,4,1,0,0.25,2.3677745878592356e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
0,1,1,2,2,0,0,0.0,1.1838872939296178e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
0,1,2,1,1,0,0,0.0,5.919436469648089e-06,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
1,0,0,7,7,2,0,0.2857142857142857,4.143605528753663e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
1,0,1,4,4,1,0,0.25,2.3677745878592356e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
1,0,2,1,1,0,0,0.0,5.919436469648089e-06,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
1,1,0,10,9,0,0,0.0,5.9194364696480896e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
1,1,1,9,9,0,0,0.0,5.3274928226832805e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
1,1,2,2,2,0,0,0.0,1.1838872939296178e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
2,0,-1,1,1,1,0,1.0,5.919436469648089e-06,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
2,0,0,73,52,4,0,0.0547945205479452,0.0004321188622843105,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
2,0,1,46,41,2,0,0.043478260869565216,0.0002722940776038121,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
2,0,2,20,17,3,0,0.15,0.00011838872939296179,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
2,1,0,144,67,3,0,0.020833333333333332,0.0008523988516293249,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
2,1,1,116,51,4,0,0.034482758620689655,0.0006866546304791784,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
2,1,2,46,32,1,0,0.021739130434782608,0.0002722940776038121,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
3,0,-1,8,8,7,0,0.875,4.735549175718471e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
3,0,0,383,106,41,0,0.10704960835509138,0.002267144167875218,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
3,0,1,220,96,35,0,0.1590909090909091,0.0013022760233225798,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
3,0,2,96,60,8,0,0.08333333333333333,0.0005682659010862166,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
3,1,0,723,98,28,0,0.03872752420470263,0.004279752567555569,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
3,1,1,489,93,27,0,0.05521472392638037,0.002894604433657916,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
3,1,2,196,68,9,0,0.04591836734693878,0.0011602095480510255,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
4,0,-1,41,35,28,0,0.6829268292682927,0.00024269689525557167,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
4,0,0,1948,134,154,0,0.07905544147843943,0.011531062242874479,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
4,0,1,1218,133,102,0,0.08374384236453201,0.007209873620031373,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
4,0,2,475,117,41,0,0.0863157894736842,0.0028117323230828425,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
4,1,-1,1,1,1,0,1.0,5.919436469648089e-06,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
4,1,0,4063,128,96,0,0.02362786118631553,0.024050670376180187,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
4,1,1,2786,121,103,0,0.036970567121320894,0.016491550004439578,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
4,1,2,1236,105,34,0,0.02750809061488673,0.007316423476485039,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
5,0,-1,85,64,39,0,0.4588235294117647,0.0005031520999200876,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
5,0,0,5523,135,260,0,0.047075864566358865,0.0326930476218664,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
5,0,1,3471,138,192,0,0.055315471045808126,0.02054636398614852,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
5,0,2,1562,131,58,0,0.03713188220230474,0.009246159765590315,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
5,1,0,11335,132,198,0,0.017468019408910455,0.06709681238346109,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
5,1,1,7922,131,151,0,0.019060843221408736,0.04689377571255216,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
5,1,2,3443,121,33,0,0.009584664536741214,0.020380619764998373,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
6,0,-1,315,138,72,0,0.22857142857142856,0.001864622487939148,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
6,0,0,20597,136,332,0,0.01611885226003787,0.1219226329653417,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
6,0,1,14048,136,208,0,0.014806378132118452,0.08315624352561636,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
6,0,2,5550,136,84,0,0.015135135135135135,0.0328528724065469,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
6,1,-1,5,5,3,0,0.6,2.9597182348240448e-05,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
6,1,0,31752,132,166,0,0.0052280171327790375,0.18795394678426613,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
6,1,1,23399,133,165,0,0.007051583401000042,0.13850889395329566,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
6,1,2,9764,129,39,0,0.003994264645637034,0.05779737768964394,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
7,0,-1,116,67,4,0,0.034482758620689655,0.0006866546304791784,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
7,0,0,4324,131,12,0,0.0027752081406105457,0.02559564329475834,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
7,0,1,3202,131,11,0,0.003435352904434728,0.018954035575813183,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
7,0,2,1134,127,3,0,0.0026455026455026454,0.006712640956580933,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
7,1,0,3234,129,5,0,0.0015460729746444033,0.01914345754284192,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
7,1,1,2664,130,6,0,0.0022522522522522522,0.01576937875514251,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
7,1,2,975,129,2,0,0.0020512820512820513,0.005771450557906887,order_category_numeric_digit_relaxed_20260928/generated_validation_20261012
-1,0,-1,143,143,41,0,0.2867132867132867,0.0007329649714502456,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
0,0,0,6,5,3,0,0.5,3.075377502588443e-05,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
0,0,1,3,2,3,0,1.0,1.5376887512942214e-05,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
0,1,0,5,4,1,0,0.2,2.562814585490369e-05,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
0,1,1,4,3,2,0,0.5,2.0502516683922953e-05,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
1,0,0,15,15,3,0,0.2,7.688443756471107e-05,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
1,0,1,4,4,4,0,1.0,2.0502516683922953e-05,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
1,1,0,13,11,2,0,0.15384615384615385,6.66331792227496e-05,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
1,1,1,15,11,5,0,0.3333333333333333,7.688443756471107e-05,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
1,1,2,6,6,1,0,0.16666666666666666,3.075377502588443e-05,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
2,0,-1,5,4,3,0,0.6,2.562814585490369e-05,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
2,0,0,88,58,14,0,0.1590909090909091,0.00045105536704630493,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
2,0,1,57,47,9,0,0.15789473684210525,0.0002921608627459021,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
2,0,2,19,15,5,0,0.2631578947368421,9.738695424863401e-05,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
2,1,-1,1,1,1,0,1.0,5.125629170980738e-06,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
2,1,0,203,72,17,0,0.08374384236453201,0.0010405027217090898,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
2,1,1,153,70,21,0,0.13725490196078433,0.0007842212631600529,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
2,1,2,52,36,1,0,0.019230769230769232,0.0002665327168909984,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
3,0,-1,16,14,12,0,0.75,8.201006673569181e-05,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
3,0,0,386,108,52,0,0.13471502590673576,0.0019784928599985646,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
3,0,1,224,97,36,0,0.16071428571428573,0.0011481409342996853,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
3,0,2,99,63,6,0,0.06060606060606061,0.0005074372879270931,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
3,1,0,803,111,65,0,0.08094645080946451,0.0041158802242975325,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
3,1,1,522,101,66,0,0.12643678160919541,0.0026755784272519453,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
3,1,2,241,82,5,0,0.02074688796680498,0.0012352766302063578,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
4,0,-1,32,29,19,0,0.59375,0.00016402013347138362,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
4,0,0,2168,135,178,0,0.08210332103321033,0.01111236404268624,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
4,0,1,1333,134,146,0,0.10952738184546136,0.006832463684917324,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
4,0,2,585,122,43,0,0.0735042735042735,0.0029984930650237317,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
4,1,-1,1,1,1,0,1.0,5.125629170980738e-06,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
4,1,0,4652,129,291,0,0.06255374032674119,0.023844426903402393,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
4,1,1,3287,127,323,0,0.09826589595375723,0.016847943085013684,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
4,1,2,1416,117,20,0,0.014124293785310734,0.007257890906108725,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
5,0,-1,89,66,39,0,0.43820224719101125,0.0004561809962172857,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
5,0,0,6024,139,261,0,0.04332669322709164,0.030876790125987964,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
5,0,1,3766,137,198,0,0.0525756771109931,0.019303119457913458,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
5,0,2,1675,137,48,0,0.028656716417910448,0.008585428861392736,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
5,1,-1,1,1,1,0,1.0,5.125629170980738e-06,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
5,1,0,13336,131,621,0,0.04656568686262747,0.06835539062419912,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
5,1,1,9317,134,607,0,0.0651497263067511,0.04775548698602754,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
5,1,2,3943,129,50,0,0.0126806999746386,0.02021035582117705,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
6,0,-1,324,135,59,0,0.18209876543209877,0.001660703851397759,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
6,0,0,23078,137,218,0,0.009446225842794004,0.11828927000789347,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
6,0,1,15023,137,145,0,0.009651867137056513,0.07700232703564362,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
6,0,2,6354,138,51,0,0.008026440037771483,0.03256824775241161,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
6,1,-1,3,3,2,0,0.6666666666666666,1.5376887512942214e-05,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
6,1,0,38780,132,493,0,0.012712738525012894,0.19877189925063302,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
6,1,1,28923,133,420,0,0.014521315216263873,0.14824857251227588,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
6,1,2,12221,132,40,0,0.0032730545781850915,0.0626403140985556,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
7,0,-1,100,65,3,0,0.03,0.0005125629170980737,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
7,0,0,4143,132,9,0,0.002172338884866039,0.021235481655373197,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
7,0,1,2749,132,3,0,0.0010913059294288831,0.014090354591026049,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
7,0,2,1175,129,3,0,0.002553191489361702,0.006022614275902367,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
7,1,0,3556,132,5,0,0.00140607424071991,0.018226737332007505,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
7,1,1,2822,132,11,0,0.0038979447200566974,0.014464525520507643,order_category_numeric_digit_relaxed_20260929/generated_validation_20261011
