run,condition,events,customers,frauds,fraud_rate,ci_low,ci_high,bootstrap_nonempty,adequate_support
digit_relaxed_20260928/generated_synthetic_20261012,short_seen,1730,115,10,0.005780346820809248,0.0027104471864932865,0.009752759748127544,500,False
digit_relaxed_20260928/generated_synthetic_20261012,short_new,842,130,57,0.06769596199524941,0.042420937883332656,0.09236262775079335,500,True
digit_relaxed_20260928/generated_synthetic_20261012,first_transaction,147,147,64,0.43537414965986393,0.35374149659863946,0.5170068027210885,500,True
digit_relaxed_20260928/generated_synthetic_20261012,short_sequence_le_100_RETROSPECTIVE,522,19,292,0.5593869731800766,0.28990895747381784,0.8574056030952582,500,True
digit_relaxed_20260928/generated_synthetic_20261012,long_sequence_gt_100_RETROSPECTIVE,180982,128,1529,0.008448353979953808,0.005996863349294297,0.01129491854790358,500,True
digit_relaxed_20260928/generated_validation_20261011,all,194267,147,1467,0.00755146267765498,0.005429069487558991,0.010359685762229709,500,True
digit_relaxed_20260928/generated_validation_20261011,positive_gap_le_5s,44,36,2,0.045454545454545456,0.0,0.11243686868686863,500,False
digit_relaxed_20260928/generated_validation_20261011,positive_gap_le_300s,2793,131,42,0.015037593984962405,0.00964880618347381,0.02166332243434081,500,True
digit_relaxed_20260928/generated_validation_20261011,seen_merchant,123161,142,435,0.0035319622283027908,0.002009980665182204,0.0054018507746707595,500,True
digit_relaxed_20260928/generated_validation_20261011,new_merchant,71106,147,1032,0.014513543160914692,0.010412670910588005,0.02049263840664928,500,True
digit_relaxed_20260928/generated_validation_20261011,amount_gt_3x_prior20median,27240,145,388,0.014243759177679883,0.009046322722264246,0.020530325068120192,500,True
digit_relaxed_20260928/generated_validation_20261011,previous_fraud,1458,109,1219,0.836076817558299,0.7745593273915137,0.8779101298958315,500,True
digit_relaxed_20260928/generated_validation_20261011,previous_normal,192662,138,190,0.0009861830563370048,0.0008108528013883084,0.001168743490250879,500,True
digit_relaxed_20260928/generated_validation_20261011,short_seen,1971,113,11,0.005580923389142567,0.00213611322364638,0.009491610738255033,500,False
digit_relaxed_20260928/generated_validation_20261011,short_new,822,124,31,0.037712895377128956,0.021158189279940304,0.05839612372790007,500,True
digit_relaxed_20260928/generated_validation_20261011,first_transaction,147,147,58,0.3945578231292517,0.3129251700680272,0.47619047619047616,500,True
digit_relaxed_20260928/generated_validation_20261011,short_sequence_le_100_RETROSPECTIVE,405,14,230,0.5679012345679012,0.24592307692307694,0.8864857178968656,500,True
digit_relaxed_20260928/generated_validation_20261011,long_sequence_gt_100_RETROSPECTIVE,193862,133,1237,0.006380827599013731,0.004356259937458096,0.008738930614957346,500,True
digit_relaxed_20260928/generated_validation_20261012,all,190450,147,1751,0.00919401417694933,0.006103893805059486,0.012130127587138453,500,True
digit_relaxed_20260928/generated_validation_20261012,positive_gap_le_5s,55,41,2,0.03636363636363636,0.0,0.0873569794050343,500,False
digit_relaxed_20260928/generated_validation_20261012,positive_gap_le_300s,2923,135,72,0.024632227163872734,0.014101273506124511,0.036159970873445337,500,True
digit_relaxed_20260928/generated_validation_20261012,seen_merchant,121822,141,531,0.004358818604193003,0.002580352173834528,0.006530662510961919,500,True
digit_relaxed_20260928/generated_validation_20261012,new_merchant,68628,147,1220,0.017777000641137727,0.01159559615758533,0.02357770159844416,500,True
digit_relaxed_20260928/generated_validation_20261012,amount_gt_3x_prior20median,27726,145,515,0.018574623097453655,0.011712218267213791,0.025199885071311705,500,True
digit_relaxed_20260928/generated_validation_20261012,previous_fraud,1737,111,1525,0.8779504893494531,0.8330891002230789,0.9036443389980137,500,True
digit_relaxed_20260928/generated_validation_20261012,previous_normal,188566,136,171,0.0009068442879416226,0.0007331204492270522,0.00106458833220609,500,True
digit_relaxed_20260928/generated_validation_20261012,short_seen,2036,116,18,0.008840864440078585,0.0035569534426880154,0.014617454352821522,500,False
digit_relaxed_20260928/generated_validation_20261012,short_new,887,128,54,0.060879368658399095,0.03211957032995461,0.08957121173792057,500,True
digit_relaxed_20260928/generated_validation_20261012,first_transaction,147,147,55,0.3741496598639456,0.2889455782312925,0.4489795918367347,500,True
digit_relaxed_20260928/generated_validation_20261012,short_sequence_le_100_RETROSPECTIVE,573,19,359,0.6265270506108203,0.37719535281627714,0.9408894545114888,500,True
digit_relaxed_20260928/generated_validation_20261012,long_sequence_gt_100_RETROSPECTIVE,189877,128,1392,0.0073310616873028325,0.004529470554445592,0.010161904976942776,500,True
digit_relaxed_20260929/generated_synthetic_20261011,all,182192,147,1581,0.008677658733643628,0.0056619981589576445,0.012195893647126938,500,True
digit_relaxed_20260929/generated_synthetic_20261011,positive_gap_le_5s,33,26,1,0.030303030303030304,0.0,0.10922619047619038,500,False
digit_relaxed_20260929/generated_synthetic_20261011,positive_gap_le_300s,2484,136,82,0.033011272141706925,0.016874901322379617,0.054390819332038244,500,True
digit_relaxed_20260929/generated_synthetic_20261011,seen_merchant,111475,142,409,0.0036689840771473425,0.0013712710424628217,0.006699063365028859,500,True
digit_relaxed_20260929/generated_synthetic_20261011,new_merchant,70717,147,1172,0.01657310123449807,0.011516682295744561,0.021889507682447473,500,True
digit_relaxed_20260929/generated_synthetic_20261011,amount_gt_3x_prior20median,23680,143,484,0.02043918918918919,0.012506758503348285,0.02963171062429637,500,True
digit_relaxed_20260929/generated_synthetic_20261011,previous_fraud,1574,89,1455,0.9243964421855146,0.8914864439301617,0.9445487001778904,500,True
digit_relaxed_20260929/generated_synthetic_20261011,previous_normal,180471,140,75,0.0004155792343368187,0.0003325261672043566,0.0005124800584026479,500,True
digit_relaxed_20260929/generated_synthetic_20261011,short_seen,1718,116,25,0.014551804423748545,0.005198030392709173,0.027066604667269904,500,True
digit_relaxed_20260929/generated_synthetic_20261011,short_new,766,131,57,0.07441253263707572,0.0364557922096355,0.1137005382049727,500,True
digit_relaxed_20260929/generated_synthetic_20261011,first_transaction,147,147,51,0.3469387755102041,0.26853741496598643,0.42857142857142855,500,True
digit_relaxed_20260929/generated_synthetic_20261011,short_sequence_le_100_RETROSPECTIVE,183,10,81,0.4426229508196721,0.11844532279314889,0.9533823529411762,500,True
digit_relaxed_20260929/generated_synthetic_20261011,long_sequence_gt_100_RETROSPECTIVE,182009,137,1500,0.008241350702437792,0.005297497602783289,0.011712493705172787,500,True
digit_relaxed_20260929/generated_synthetic_20261012,all,178106,147,1016,0.005704468125722884,0.003953897248253666,0.00756386526209256,500,True
digit_relaxed_20260929/generated_synthetic_20261012,positive_gap_le_5s,45,35,2,0.044444444444444446,0.0,0.125,500,False
digit_relaxed_20260929/generated_synthetic_20261012,positive_gap_le_300s,2439,131,57,0.023370233702337023,0.01307701067819804,0.0362273531236388,500,True
digit_relaxed_20260929/generated_synthetic_20261012,seen_merchant,108972,142,160,0.0014682670777814485,0.0009744985125017184,0.0021147582480357694,500,True
digit_relaxed_20260929/generated_synthetic_20261012,new_merchant,69134,147,856,0.012381751381375301,0.008694224469630857,0.01623189851334209,500,True
digit_relaxed_20260929/generated_synthetic_20261012,amount_gt_3x_prior20median,22756,147,306,0.013447002988222887,0.008869904613615814,0.018570483381911394,500,True
digit_relaxed_20260929/generated_synthetic_20261012,previous_fraud,1006,84,898,0.8926441351888668,0.853947819025068,0.9157672948016295,500,True
digit_relaxed_20260929/generated_synthetic_20261012,previous_normal,176953,137,79,0.00044644623148519665,0.00034805724594596203,0.0005547858998928231,500,True
digit_relaxed_20260929/generated_synthetic_20261012,short_seen,1700,116,8,0.004705882352941176,0.0018480718085106384,0.008283296012548876,500,False
digit_relaxed_20260929/generated_synthetic_20261012,short_new,739,124,49,0.06630581867388363,0.03785873202282666,0.10081416990835075,500,True
digit_relaxed_20260929/generated_synthetic_20261012,first_transaction,147,147,39,0.2653061224489796,0.1869047619047619,0.3333333333333333,500,True
digit_relaxed_20260929/generated_synthetic_20261012,short_sequence_le_100_RETROSPECTIVE,393,14,155,0.3944020356234097,0.15249575551782682,0.886608542319749,500,True
digit_relaxed_20260929/generated_synthetic_20261012,long_sequence_gt_100_RETROSPECTIVE,177713,133,861,0.004844890356923804,0.0031278223076149692,0.0065640070515131516,500,True
digit_relaxed_20260929/generated_validation_20261011,all,196919,147,1906,0.00967910663775461,0.00617668641040519,0.013475605199723588,500,True
digit_relaxed_20260929/generated_validation_20261011,positive_gap_le_5s,47,37,5,0.10638297872340426,0.028209728867623608,0.2039021164021164,500,False
digit_relaxed_20260929/generated_validation_20261011,positive_gap_le_300s,2927,140,107,0.036556200888281515,0.02058592115904844,0.0548164996707438,500,True
digit_relaxed_20260929/generated_validation_20261011,seen_merchant,124676,145,517,0.004146748371779653,0.002122133604866416,0.006512198542267013,500,True
digit_relaxed_20260929/generated_validation_20261011,new_merchant,72243,147,1389,0.019226776296665422,0.01292482333910627,0.026107429597284484,500,True
digit_relaxed_20260929/generated_validation_20261011,amount_gt_3x_prior20median,25600,147,614,0.023984375,0.015564953903347415,0.03374033113644118,500,True
digit_relaxed_20260929/generated_validation_20261011,previous_fraud,1897,89,1771,0.933579335793358,0.9020412982164766,0.9501932206257541,500,True
digit_relaxed_20260929/generated_validation_20261011,previous_normal,194875,138,88,0.0004515715202052598,0.0003575006807165627,0.0005511216678650906,500,True
digit_relaxed_20260929/generated_validation_20261011,short_seen,2079,116,26,0.012506012506012507,0.004331902214714715,0.021528501911713592,500,True
digit_relaxed_20260929/generated_validation_20261011,short_new,848,134,81,0.09551886792452831,0.05528233151183971,0.1412058155323434,500,True
digit_relaxed_20260929/generated_validation_20261011,first_transaction,147,147,47,0.3197278911564626,0.2413265306122449,0.4013605442176871,500,True
digit_relaxed_20260929/generated_validation_20261011,short_sequence_le_100_RETROSPECTIVE,225,10,159,0.7066666666666667,0.3216127583899708,1.0,500,True
digit_relaxed_20260929/generated_validation_20261011,long_sequence_gt_100_RETROSPECTIVE,196694,137,1747,0.008881816425513743,0.005525735788381616,0.01278955279930029,500,True
digit_relaxed_20260929/generated_validation_20261012,all,181584,147,1351,0.007440082826680764,0.00468827461030625,0.010535868214295332,500,True
digit_relaxed_20260929/generated_validation_20261012,positive_gap_le_5s,39,29,1,0.02564102564102564,0.0,0.0854255319148936,500,False
digit_relaxed_20260929/generated_validation_20261012,positive_gap_le_300s,2641,135,91,0.03445664521014767,0.018898826571479132,0.054519639566490447,500,True
digit_relaxed_20260929/generated_validation_20261012,seen_merchant,112346,142,291,0.0025902123796129814,0.0013079166938518342,0.004010530193840668,500,True
digit_relaxed_20260929/generated_validation_20261012,new_merchant,69238,147,1060,0.015309512117623271,0.009792928020781095,0.021740886107348662,500,True
digit_relaxed_20260929/generated_validation_20261012,amount_gt_3x_prior20median,23165,146,447,0.019296352255557953,0.011916351186641772,0.02785065277266422,500,True
digit_relaxed_20260929/generated_validation_20261012,previous_fraud,1340,84,1231,0.9186567164179105,0.8875761786512648,0.9414937962915851,500,True
digit_relaxed_20260929/generated_validation_20261012,previous_normal,180097,137,82,0.00045531019395103747,0.0003442443839245626,0.0005713418342106248,500,True
digit_relaxed_20260929/generated_validation_20261012,short_seen,1830,117,25,0.01366120218579235,0.0052519160724848815,0.024677584219568952,500,True
digit_relaxed_20260929/generated_validation_20261012,short_new,811,129,66,0.08138101109741061,0.04794933760118973,0.12022602105659548,500,True
digit_relaxed_20260929/generated_validation_20261012,first_transaction,147,147,38,0.2585034013605442,0.19047619047619047,0.3333333333333333,500,True
digit_relaxed_20260929/generated_validation_20261012,short_sequence_le_100_RETROSPECTIVE,365,14,263,0.7205479452054795,0.42885416666666665,0.9925682773109243,500,True
digit_relaxed_20260929/generated_validation_20261012,long_sequence_gt_100_RETROSPECTIVE,181219,133,1088,0.0060037854750329715,0.0035385218656862863,0.009031649634575294,500,True
native_20260928/generated_synthetic_20261011,all,196276,147,1014,0.005166194542379099,0.0038417319601775973,0.006771395204334028,500,True
native_20260928/generated_synthetic_20261011,positive_gap_le_5s,55,41,0,0.0,0.0,0.0,500,False
native_20260928/generated_synthetic_20261011,positive_gap_le_300s,3412,129,51,0.014947245017584994,0.007451236504818736,0.02657776224596968,500,True
native_20260928/generated_synthetic_20261011,seen_merchant,127677,133,252,0.0019737305857750417,0.0013414304320404009,0.0026536393493843836,500,True
native_20260928/generated_synthetic_20261011,new_merchant,68599,147,762,0.011108033644805318,0.008368127383503026,0.01429990391196415,500,True
native_20260928/generated_synthetic_20261011,amount_gt_3x_prior20median,28009,144,255,0.009104216501838694,0.006008403618139591,0.012757476709566853,500,True
native_20260928/generated_synthetic_20261011,previous_fraud,995,107,749,0.7527638190954774,0.6921007260629902,0.8072036596772637,500,True
native_20260928/generated_synthetic_20261011,previous_normal,195134,135,205,0.0010505601279121013,0.0008436572728688862,0.001265545618596424,500,True
native_20260928/generated_synthetic_20261011,short_seen,2428,115,8,0.0032948929159802307,0.000810046851744806,0.006974143440505463,500,False
native_20260928/generated_synthetic_20261011,short_new,984,126,43,0.04369918699186992,0.02068694610410555,0.07438174695732783,500,True
native_20260928/generated_synthetic_20261011,first_transaction,147,147,60,0.40816326530612246,0.32653061224489793,0.4897959183673469,500,True
native_20260928/generated_synthetic_20261011,short_sequence_le_100_RETROSPECTIVE,314,21,153,0.4872611464968153,0.3079703404428576,0.7772575801480466,500,True
native_20260928/generated_synthetic_20261011,long_sequence_gt_100_RETROSPECTIVE,195962,126,861,0.004393708984394934,0.0030723558900897247,0.0059494038860550885,500,True
native_20260928/generated_synthetic_20261012,all,184678,147,1190,0.006443647862766545,0.00486880557611778,0.008304336063430248,500,True
native_20260928/generated_synthetic_20261012,positive_gap_le_5s,58,38,0,0.0,0.0,0.0,500,False
native_20260928/generated_synthetic_20261012,positive_gap_le_300s,2990,134,43,0.014381270903010033,0.008272351256761056,0.021158473464131133,500,True
native_20260928/generated_synthetic_20261012,seen_merchant,116659,139,258,0.0022115739034279398,0.0015929448810027016,0.003000114444177132,500,True
native_20260928/generated_synthetic_20261012,new_merchant,68019,147,932,0.013702053837898234,0.010564182158780445,0.017248857086498096,500,True
native_20260928/generated_synthetic_20261012,amount_gt_3x_prior20median,25719,144,282,0.010964656479645398,0.007221332883926145,0.015448161326724188,500,True
native_20260928/generated_synthetic_20261012,previous_fraud,1178,122,914,0.7758913412563667,0.7249639508627249,0.8121652546695228,500,True
native_20260928/generated_synthetic_20261012,previous_normal,183353,135,208,0.0011344237618146416,0.0009353754423578366,0.0013551867451194078,500,True
native_20260928/generated_synthetic_20261012,short_seen,2058,118,8,0.003887269193391642,0.0014351530069807116,0.006922585169700735,500,False
native_20260928/generated_synthetic_20261012,short_new,932,129,35,0.03755364806866953,0.02015422405259749,0.056913715948741214,500,True
native_20260928/generated_synthetic_20261012,first_transaction,147,147,68,0.46258503401360546,0.3741496598639456,0.54421768707483,500,True
native_20260928/generated_synthetic_20261012,short_sequence_le_100_RETROSPECTIVE,466,18,230,0.49356223175965663,0.295082943290074,0.8099047669157107,500,True
native_20260928/generated_synthetic_20261012,long_sequence_gt_100_RETROSPECTIVE,184212,129,960,0.0052113868803335284,0.0038023302342690486,0.006688746300975707,500,True
native_20260928/generated_validation_20261011,all,189389,147,1293,0.006827218053846844,0.0046979003535662965,0.009433238677175784,500,True
native_20260928/generated_validation_20261011,positive_gap_le_5s,53,34,0,0.0,0.0,0.0,500,False
native_20260928/generated_validation_20261011,positive_gap_le_300s,3162,128,76,0.02403542061986085,0.008583104660635424,0.04418135698545026,500,True
native_20260928/generated_validation_20261011,seen_merchant,121482,133,380,0.003128035429117071,0.0020465351000906007,0.004545974376826346,500,True
native_20260928/generated_validation_20261011,new_merchant,67907,147,913,0.013444858409295065,0.009187467732261756,0.01790587078649939,500,True
native_20260928/generated_validation_20261011,amount_gt_3x_prior20median,25378,143,309,0.012175900386161242,0.00749177008525496,0.017853863971181026,500,True
native_20260928/generated_validation_20261011,previous_fraud,1286,113,1013,0.7877138413685848,0.7247667602444081,0.8316699635272261,500,True
native_20260928/generated_validation_20261011,previous_normal,187956,141,213,0.0011332439507118687,0.0009237819143906548,0.0013906009331501944,500,True
native_20260928/generated_validation_20261011,short_seen,2189,118,18,0.008222932846048425,0.0021434934537972574,0.016781067397379588,500,False
native_20260928/generated_validation_20261011,short_new,973,124,58,0.05960945529290853,0.021847423714442295,0.10462554545707205,500,True
native_20260928/generated_validation_20261011,first_transaction,147,147,67,0.4557823129251701,0.37057823129251705,0.54421768707483,500,True
native_20260928/generated_validation_20261011,short_sequence_le_100_RETROSPECTIVE,394,19,101,0.2563451776649746,0.08607889331883534,0.5264777657266807,500,True
native_20260928/generated_validation_20261011,long_sequence_gt_100_RETROSPECTIVE,188995,128,1192,0.006307045159924866,0.004348425997064609,0.008851936568030669,500,True
native_20260928/generated_validation_20261012,all,184841,147,1063,0.00575088860155485,0.004195712823247293,0.007584485256202059,500,True
native_20260928/generated_validation_20261012,positive_gap_le_5s,59,38,1,0.01694915254237288,0.0,0.05660377358490566,500,False
native_20260928/generated_validation_20261012,positive_gap_le_300s,3049,131,36,0.011807149885208265,0.0059913148162268,0.01841866007287153,500,True
native_20260928/generated_validation_20261012,seen_merchant,117075,139,228,0.0019474695707879565,0.0013398622974223479,0.0026655397412188955,500,True
native_20260928/generated_validation_20261012,new_merchant,67766,147,835,0.012321813298704364,0.009107844908676655,0.016156957450595578,500,True
native_20260928/generated_validation_20261012,amount_gt_3x_prior20median,24305,144,219,0.009010491668380992,0.006321808477807982,0.012555166489520295,500,True
native_20260928/generated_validation_20261012,previous_fraud,1048,125,809,0.7719465648854962,0.7065187703221992,0.8175413705770981,500,True
native_20260928/generated_validation_20261012,previous_normal,183646,133,187,0.0010182633980593098,0.0008132976235936093,0.0012434517335082873,500,True
native_20260928/generated_validation_20261012,short_seen,2116,117,6,0.002835538752362949,0.0008974546394716939,0.00525381356782407,500,False
native_20260928/generated_validation_20261012,short_new,933,129,30,0.03215434083601286,0.016354431644255436,0.05052627621983309,500,True
native_20260928/generated_validation_20261012,first_transaction,147,147,67,0.4557823129251701,0.3673469387755102,0.5306122448979592,500,True
native_20260928/generated_validation_20261012,short_sequence_le_100_RETROSPECTIVE,358,20,217,0.6061452513966481,0.38375300369685766,0.887075299436993,500,True
native_20260928/generated_validation_20261012,long_sequence_gt_100_RETROSPECTIVE,184483,127,846,0.0045857883924264025,0.0031024458634525665,0.006207762349940961,500,True
native_20260929/generated_synthetic_20261011,all,196396,147,949,0.00483207397299334,0.0035115377226973936,0.006667830580225954,500,True
native_20260929/generated_synthetic_20261011,positive_gap_le_5s,53,37,0,0.0,0.0,0.0,500,False
native_20260929/generated_synthetic_20261011,positive_gap_le_300s,2955,130,31,0.010490693739424704,0.005376091552313568,0.017138080612510216,500,True
native_20260929/generated_synthetic_20261011,seen_merchant,127853,137,141,0.0011028290302143868,0.0008120682212996279,0.0015182882394010303,500,True
native_20260929/generated_synthetic_20261011,new_merchant,68543,147,808,0.011788220533096012,0.008552053678501013,0.016130582625053715,500,True
native_20260929/generated_synthetic_20261011,amount_gt_3x_prior20median,29590,138,194,0.006556269009800608,0.004383213670899217,0.01008038324234812,500,True
native_20260929/generated_synthetic_20261011,previous_fraud,936,106,760,0.811965811965812,0.7608723242978123,0.8570732116571936,500,True
native_20260929/generated_synthetic_20261011,previous_normal,195313,137,137,0.000701438204318197,0.0005702797284809061,0.000836176578786667,500,True
native_20260929/generated_synthetic_20261011,short_seen,2068,115,3,0.0014506769825918763,0.0,0.0033027842444301085,500,False
native_20260929/generated_synthetic_20261011,short_new,887,130,28,0.03156708004509583,0.016908603029535108,0.05105166809877832,500,True
native_20260929/generated_synthetic_20261011,first_transaction,147,147,52,0.35374149659863946,0.272108843537415,0.4421768707482993,500,True
native_20260929/generated_synthetic_20261011,short_sequence_le_100_RETROSPECTIVE,399,21,261,0.6541353383458647,0.4655865102639296,0.808709219858156,500,True
native_20260929/generated_synthetic_20261011,long_sequence_gt_100_RETROSPECTIVE,195997,126,688,0.0035102578100685215,0.002401657589686727,0.004761901702892092,500,True
native_20260929/generated_synthetic_20261012,all,187736,147,934,0.004975071376827033,0.0036268657931738074,0.006383369174297905,500,True
native_20260929/generated_synthetic_20261012,positive_gap_le_5s,59,34,0,0.0,0.0,0.0,500,False
native_20260929/generated_synthetic_20261012,positive_gap_le_300s,2871,128,29,0.010101010101010102,0.005119108728077822,0.0161309458527203,500,True
native_20260929/generated_synthetic_20261012,seen_merchant,119721,134,162,0.0013531460646001954,0.0008782238087871577,0.0018902066611902852,500,True
native_20260929/generated_synthetic_20261012,new_merchant,68015,147,772,0.01135043740351393,0.008316072879704662,0.014335634531783997,500,True
native_20260929/generated_synthetic_20261012,amount_gt_3x_prior20median,28405,145,180,0.0063369125154022175,0.004367407522137662,0.008448440874774763,500,True
