run,field,label,real_eligible,real_valid,real_invalid_or_missing,real_mean,real_median,real_p90,real_p99,generated_eligible,generated_valid,generated_invalid_or_missing,generated_mean,generated_median,generated_p90,generated_p99,ks_distance,wasserstein_raw,wasserstein_log1p
reference_0,amount,all,174879,174879,0,73.51870670577941,49.24,145.66200000000012,576.6466,194353,194353,0,67.80365180882211,47.82,128.12,522.2444000000003,0.02799125200728181,6.05540346514378,0.06909595208432971
reference_0,amount,normal,173764,173764,0,70.66304643079117,49.0,142.46700000000013,502.52699999999953,193280,193280,0,65.06894707160598,47.58,126.02100000000006,470.81249999999795,0.027693024467912664,5.934997080828482,0.06823556445697565
reference_0,amount,fraud,1115,1115,0,518.5509506726457,354.81,1015.556,1174.708399999999,1073,1073,0,560.4073159366262,665.33,1034.068,1179.1508,0.06815391237843682,43.11956362238224,0.1202679556694847
reference_0,gap_seconds,all,174736,174736,0,35011.03925350243,17414.0,83743.0,258628.3,194210,194210,0,31515.143875186655,16547.0,75381.20000000001,215674.19000000003,0.020355774879633803,3500.9524235658173,0.06486864678353955
reference_0,gap_seconds,normal,173632,173632,0,35099.068449364175,17493.5,83890.9,259034.9800000001,193148,193148,0,31576.79207654234,16608.0,75455.60000000003,215776.18,0.02047839524879469,3527.355024792523,0.06547121940767554
reference_0,gap_seconds,fraud,1104,1104,0,21166.215579710144,4621.0,69545.7,153423.19000000006,1062,1062,0,20303.065913371,4168.0,70937.1,122070.90000000072,0.0413084418242856,1412.4171170064674,0.1294181330969345
reference_0,amount_history_ratio,all,174164,174164,0,1.90471369091963,0.9973168138701762,4.065168581512355,14.887856814978589,193638,193638,0,1.9371757395148896,0.9973453275064085,4.049064468968378,14.90125918162552,0.008384760265832902,0.06350207340830326,0.006424722660253775
reference_0,amount_history_ratio,normal,173104,173104,0,1.850781960140394,0.9935237944098503,3.987259867543118,13.6885806413832,192620,192620,0,1.88652467484701,0.9936849220218564,3.9730595860382887,13.755587217272103,0.008079320905744036,0.06426539854872182,0.006405404371500457
reference_0,amount_history_ratio,fraud,1060,1060,0,10.71207060111665,6.918094039715335,24.517344753689713,73.48543735138317,1018,1018,0,11.521073653392175,7.840421727845998,25.702724054061452,76.92779336804179,0.04515698558030917,0.9450690102497231,0.06810210754899056
reference_1,amount,all,174879,174879,0,73.51870670577941,49.24,145.66200000000012,576.6466,177995,177995,0,70.72455518413439,47.4,135.06600000000006,551.1853999999997,0.019328253561909786,4.179610852749166,0.059645482802057774
reference_1,amount,normal,173764,173764,0,70.66304643079117,49.0,142.46700000000013,502.52699999999953,176851,176851,0,67.73287637615846,47.12,132.33,488.435,0.019314492380360926,4.342289247899442,0.06028350732488493
