run,field,label,real_eligible,real_valid,real_invalid_or_missing,real_mean,real_median,real_p90,real_p99,generated_eligible,generated_valid,generated_invalid_or_missing,generated_mean,generated_median,generated_p90,generated_p99,ks_distance,wasserstein_raw,wasserstein_log1p
real_train,amount,all,174879,174879,0,73.51870670577941,49.24,145.66200000000012,576.6466,916567,916567,0,69.54485569521923,47.07,134.7,538.9433999999998,0.018768615090756058,4.487156875307569,0.06411273694705676
real_train,amount,normal,173764,173764,0,70.66304643079117,49.0,142.46700000000013,502.52699999999953,911353,911353,0,66.88200075053246,46.84,132.42,481.04,0.01866647241821945,4.305240999480537,0.06325761027353245
real_train,amount,fraud,1115,1115,0,518.5509506726457,354.81,1015.556,1174.708399999999,5214,5214,0,534.9842194092827,434.46000000000004,1024.124,1183.2589999999998,0.03615928829075221,17.724789925708812,0.05891671914626245
real_train,gap_seconds,all,174736,174736,0,35011.03925350243,17414.0,83743.0,258628.3,915879,915879,0,32190.240792724802,16428.0,77349.0,230064.8799999999,0.017605060654841576,2822.9598512081943,0.06800806258492538
real_train,gap_seconds,normal,173632,173632,0,35099.068449364175,17493.5,83890.9,259034.9800000001,910717,910717,0,32250.32988842857,16486.0,77463.0,230307.0,0.01783472559056387,2850.900095137053,0.06900710072963478
real_train,gap_seconds,fraud,1104,1104,0,21166.215579710144,4621.0,69545.7,153423.19000000006,5162,5162,0,21588.892289810152,4862.5,70091.90000000001,156732.60000000044,0.02825869368686451,1294.6856340088318,0.08660268591289512
real_train,amount_history_ratio,all,174164,174164,0,1.90471369091963,0.9973168138701762,4.065168581512355,14.887856814978589,913127,913127,0,1.9355017340353198,0.9976198976555991,4.083209908044399,15.233868212128328,0.0085922656270071,0.042238521329272215,0.005919900142836915
real_train,amount_history_ratio,normal,173104,173104,0,1.850781960140394,0.9935237944098503,3.987259867543118,13.6885806413832,908185,908185,0,1.8882288546043617,0.9937970490816019,4.0073075832175755,14.114042240081018,0.008567806647311826,0.04754943141724549,0.006386291042238238
real_train,amount_history_ratio,fraud,1060,1060,0,10.71207060111665,6.918094039715335,24.517344753689713,73.48543735138317,4942,4942,0,10.622778141563623,7.454408300462722,23.91915552256804,60.67258905298403,0.026749921733619453,0.538271827604668,0.03741882932366558
real_validation,amount,all,174879,174879,0,73.51870670577941,49.24,145.66200000000012,576.6466,174879,174879,0,73.51870670577941,49.24,145.66200000000012,576.6466,0.0,0.0,0.0
real_validation,amount,normal,173764,173764,0,70.66304643079117,49.0,142.46700000000013,502.52699999999953,173764,173764,0,70.66304643079117,49.0,142.46700000000013,502.52699999999953,0.0,0.0,0.0
real_validation,amount,fraud,1115,1115,0,518.5509506726457,354.81,1015.556,1174.708399999999,1115,1115,0,518.5509506726457,354.81,1015.556,1174.708399999999,0.0,0.0,0.0
real_validation,gap_seconds,all,174736,174736,0,35011.03925350243,17414.0,83743.0,258628.3,174736,174736,0,35011.03925350243,17414.0,83743.0,258628.3,0.0,0.0,0.0
real_validation,gap_seconds,normal,173632,173632,0,35099.068449364175,17493.5,83890.9,259034.9800000001,173632,173632,0,35099.068449364175,17493.5,83890.9,259034.9800000001,0.0,0.0,0.0
real_validation,gap_seconds,fraud,1104,1104,0,21166.215579710144,4621.0,69545.7,153423.19000000006,1104,1104,0,21166.215579710144,4621.0,69545.7,153423.19000000006,0.0,0.0,0.0
real_validation,amount_history_ratio,all,174164,174164,0,1.90471369091963,0.9973168138701762,4.065168581512355,14.887856814978589,174164,174164,0,1.90471369091963,0.9973168138701762,4.065168581512355,14.887856814978589,0.0,0.0,0.0
