model,metric,draws,nonempty,mean,minimum,maximum
ARGN AUTO + category first,class_1_merchant_tv,4,4,0.45015548731984767,0.4232554344024683,0.4707678056380134
ARGN AUTO + category first,class_1_gap_category_amount_history_tv,4,4,0.644975293247895,0.5897333095747208,0.6918835883653387
ARGN AUTO + category first,previous_fraud_fraud_rate,4,4,0.8401209989163618,0.7758784425451092,0.8881167477414872
ARGN AUTO + category first,previous_normal_fraud_rate,4,4,0.000807767221784575,0.0005908918245895,0.0010238795125012
ARGN AUTO + category first,positive_gap_le_5s_fraud_rate,4,4,0.01360062893081755,0.0,0.0188679245283018
ARGN AUTO + category first,positive_gap_le_300s_fraud_rate,4,4,0.023299859938528726,0.0148712368516503,0.0316395014381591
ARGN AUTO + category first,short_sequence_le_100_RETROSPECTIVE_fraud_rate,4,4,0.6095496404879432,0.3767313019390582,0.756
ARGN AUTO + category first,fraud_amount_generated_mean,4,4,3434.7911730288483,3102.49661971831,3633.328771031456
ARGN AUTO + category first,fraud_amount_ks_distance,4,4,0.40257104331954596,0.3708920187793427,0.4136303022409119
ARGN AUTO + category first,fraud_amount_wasserstein_log1p,4,4,1.1047310704305113,0.9653725895986064,1.2426872813761642
ARGN AUTO + category first,fraud_gap_seconds_wasserstein_log1p,4,4,0.2793305465696062,0.1882354317831416,0.4331051006165866
ARGN AUTO + category first,fraud_amount_history_ratio_wasserstein_log1p,4,4,0.8227069975289352,0.7006248080157247,0.9206264680248808
ARGN AUTO + fraud first,generated_fraud_rate,4,4,0.0032868215451712247,0.0025101444836977,0.0037520699268451
ARGN AUTO + fraud first,merchant_category_tv,4,4,0.5325583957644505,0.4114785292074825,0.6545865418971869
ARGN AUTO + fraud first,class_1_category_amount_tv,4,4,0.4427352576367529,0.4124640827198557,0.4724235104669887
ARGN AUTO + fraud first,class_1_history_amount_tv,4,4,0.4676224855607885,0.4518086284279415,0.5089497699955483
ARGN AUTO + fraud first,class_1_merchant_tv,4,4,0.5173091089995644,0.4956822907533131,0.5524233809119063
ARGN AUTO + fraud first,class_1_gap_category_amount_history_tv,4,4,0.7448883643481492,0.7246376811594202,0.7883000692486521
ARGN AUTO + fraud first,previous_fraud_fraud_rate,4,4,0.7828692834708857,0.6859688195991092,0.8648648648648649
ARGN AUTO + fraud first,previous_normal_fraud_rate,4,4,0.0005889101984619,0.0004368834942257,0.0007540227918094
ARGN AUTO + fraud first,positive_gap_le_5s_fraud_rate,4,4,0.0,0.0,0.0
ARGN AUTO + fraud first,positive_gap_le_300s_fraud_rate,4,4,0.013445156200951002,0.0051717768747691,0.0175816289917473
ARGN AUTO + fraud first,short_sequence_le_100_RETROSPECTIVE_fraud_rate,4,4,0.6202961699594789,0.3130193905817174,0.8181818181818182
ARGN AUTO + fraud first,fraud_amount_generated_mean,4,4,3413.1864830322334,2640.4897821350764,4026.087025139665
ARGN AUTO + fraud first,fraud_amount_ks_distance,4,4,0.38738003709319224,0.3006535947712418,0.4395470601498109
ARGN AUTO + fraud first,fraud_amount_wasserstein_log1p,4,4,1.2380931063002494,1.0776248843243967,1.4793335161358605
ARGN AUTO + fraud first,fraud_gap_seconds_wasserstein_log1p,4,4,0.28602227485212056,0.1578588089164518,0.5714185708618946
ARGN AUTO + fraud first,fraud_amount_history_ratio_wasserstein_log1p,4,4,0.9086367778576374,0.8656943767739353,0.9688483123008484
"ARGN gap DIGIT, cap relaxed",generated_fraud_rate,4,4,0.0085132339555942,0.0075957971055538,0.0094344026347864
"ARGN gap DIGIT, cap relaxed",merchant_category_tv,4,4,0.7558197918894458,0.6579139234645113,0.8539629166047902
"ARGN gap DIGIT, cap relaxed",class_1_category_amount_tv,4,4,0.5142506810390369,0.4344657072872014,0.5922198846813153
"ARGN gap DIGIT, cap relaxed",class_1_history_amount_tv,4,4,0.367042200702761,0.3421134524762159,0.4020453482935952
"ARGN gap DIGIT, cap relaxed",class_1_merchant_tv,4,4,0.4560325899565858,0.4322259282355954,0.4752935196610521
"ARGN gap DIGIT, cap relaxed",class_1_gap_category_amount_history_tv,4,4,0.6737370656163592,0.6358417800302303,0.7101488234377435
"ARGN gap DIGIT, cap relaxed",previous_fraud_fraud_rate,4,4,0.8929598581686438,0.8391123439667129,0.9331860850358916
"ARGN gap DIGIT, cap relaxed",previous_normal_fraud_rate,4,4,0.0007012237479969,0.0004453736160669,0.0009895005963746
"ARGN gap DIGIT, cap relaxed",positive_gap_le_5s_fraud_rate,4,4,0.055378639427230474,0.0285714285714285,0.108695652173913
"ARGN gap DIGIT, cap relaxed",positive_gap_le_300s_fraud_rate,4,4,0.02809944010924377,0.0156774916013437,0.0357643758765778
"ARGN gap DIGIT, cap relaxed",short_sequence_le_100_RETROSPECTIVE_fraud_rate,4,4,0.6616338642506615,0.6068601583113457,0.7346368715083799
"ARGN gap DIGIT, cap relaxed",fraud_amount_generated_mean,4,4,2577.8838434187787,2006.4440179186768,3119.249829576691
"ARGN gap DIGIT, cap relaxed",fraud_amount_ks_distance,4,4,0.3247951154965102,0.2803609179757749,0.3630393677105392
"ARGN gap DIGIT, cap relaxed",fraud_amount_wasserstein_log1p,4,4,1.241709734485792,1.0910926898057454,1.4344397644143128
"ARGN gap DIGIT, cap relaxed",fraud_gap_seconds_wasserstein_log1p,4,4,0.27465140180309633,0.1491458514911101,0.4346068922638969
"ARGN gap DIGIT, cap relaxed",fraud_amount_history_ratio_wasserstein_log1p,4,4,0.8128942234096921,0.7478786284329344,0.8943734755886056
ARGN gap DIGIT + category first,generated_fraud_rate,4,4,0.00999868704494495,0.008848318249008,0.011816619640622
ARGN gap DIGIT + category first,merchant_category_tv,4,4,0.27454510956394856,0.2082893895440182,0.3417839863354993
ARGN gap DIGIT + category first,class_1_category_amount_tv,4,4,0.4382435937281637,0.3739715314652226,0.495997402242275
ARGN gap DIGIT + category first,class_1_history_amount_tv,4,4,0.35512294965025915,0.3528687590908294,0.3564182194616977
ARGN gap DIGIT + category first,class_1_merchant_tv,4,4,0.4326557305346003,0.3979671687692716,0.4718913462903285
ARGN gap DIGIT + category first,class_1_gap_category_amount_history_tv,4,4,0.6486318502331214,0.6237831431926117,0.6670304504082192
ARGN gap DIGIT + category first,previous_fraud_fraud_rate,4,4,0.9089342646738816,0.8842714360862703,0.9305064782096584
ARGN gap DIGIT + category first,previous_normal_fraud_rate,4,4,0.000696415496677,0.0003875075930541,0.0009936353626769
ARGN gap DIGIT + category first,positive_gap_le_5s_fraud_rate,4,4,0.04143136239525465,0.02,0.0961538461538461
ARGN gap DIGIT + category first,positive_gap_le_300s_fraud_rate,4,4,0.0333860205625057,0.026957163958641,0.0388962765957446
ARGN gap DIGIT + category first,short_sequence_le_100_RETROSPECTIVE_fraud_rate,4,4,0.5428760777672861,0.2346368715083799,0.7018469656992085
ARGN gap DIGIT + category first,fraud_amount_generated_mean,4,4,2917.786838941647,2598.384229765013,3122.8061707470183
ARGN gap DIGIT + category first,fraud_amount_ks_distance,4,4,0.3398281961990627,0.3035417813111031,0.3568222621184919
ARGN gap DIGIT + category first,fraud_amount_wasserstein_log1p,4,4,1.07205974254712,0.9070110743954412,1.1927544707725843
ARGN gap DIGIT + category first,fraud_gap_seconds_wasserstein_log1p,4,4,0.26032780635027364,0.1765710129175963,0.3648897195115723
ARGN gap DIGIT + category first,fraud_amount_history_ratio_wasserstein_log1p,4,4,0.7461201057396218,0.6715480334294858,0.788207799724838
"ARGN gap+amount DIGIT, cap relaxed",generated_fraud_rate,4,4,0.014271589129233174,0.0049723266345043,0.027854052465727
"ARGN gap+amount DIGIT, cap relaxed",merchant_category_tv,4,4,0.6976215630783307,0.6303860446058667,0.7648136032216403
"ARGN gap+amount DIGIT, cap relaxed",class_1_category_amount_tv,4,4,0.478425135480258,0.4370421245421245,0.5213681086132029
"ARGN gap+amount DIGIT, cap relaxed",class_1_history_amount_tv,4,4,0.5362309500710329,0.480662205243775,0.5877003397960401
"ARGN gap+amount DIGIT, cap relaxed",class_1_merchant_tv,4,4,0.5425348573302083,0.5013225053775201,0.5938115330520394
"ARGN gap+amount DIGIT, cap relaxed",class_1_gap_category_amount_history_tv,4,4,0.791147253808817,0.7438655435240661,0.8337713011626054
"ARGN gap+amount DIGIT, cap relaxed",previous_fraud_fraud_rate,4,4,0.9172850436669325,0.8514492753623188,0.9768586005830904
"ARGN gap+amount DIGIT, cap relaxed",previous_normal_fraud_rate,4,4,0.000506887966086825,0.0003813822756505,0.0006178713097636
"ARGN gap+amount DIGIT, cap relaxed",positive_gap_le_5s_fraud_rate,4,4,0.12051953412183511,0.0,0.3278688524590163
"ARGN gap+amount DIGIT, cap relaxed",positive_gap_le_300s_fraud_rate,4,4,0.055773254883284495,0.0100847115772488,0.115527113506231
"ARGN gap+amount DIGIT, cap relaxed",short_sequence_le_100_RETROSPECTIVE_fraud_rate,4,4,0.6494545963589624,0.4977578475336323,0.7878787878787878
"ARGN gap+amount DIGIT, cap relaxed",fraud_amount_generated_mean,4,4,463.1299901253535,373.8951428571429,539.1553839662447
"ARGN gap+amount DIGIT, cap relaxed",fraud_amount_ks_distance,4,4,0.17774617915990176,0.0851096281240467,0.2818225496476618
"ARGN gap+amount DIGIT, cap relaxed",fraud_amount_wasserstein_log1p,4,4,0.3690555723969567,0.1870533606207551,0.587745921063846
"ARGN gap+amount DIGIT, cap relaxed",fraud_gap_seconds_wasserstein_log1p,4,4,0.3686911727913842,0.2136638748918378,0.5106708519709904
"ARGN gap+amount DIGIT, cap relaxed",fraud_amount_history_ratio_wasserstein_log1p,4,4,1.1094413046982365,1.0513559354407478,1.15675379977965
ARGN gap+amount DIGIT + category first,generated_fraud_rate,4,4,0.023220805889023748,0.0100578063059193,0.042049588116685
ARGN gap+amount DIGIT + category first,merchant_category_tv,4,4,0.22576019180843504,0.170205544935009,0.2789100982881625
ARGN gap+amount DIGIT + category first,class_1_category_amount_tv,4,4,0.40305223325714273,0.3859933673657537,0.4215931111656977
ARGN gap+amount DIGIT + category first,class_1_history_amount_tv,4,4,0.5827421992978669,0.5344185840224897,0.6275290572535515
ARGN gap+amount DIGIT + category first,class_1_merchant_tv,4,4,0.5029134044386161,0.4522572057868133,0.5534805267120869
ARGN gap+amount DIGIT + category first,class_1_gap_category_amount_history_tv,4,4,0.8240174919521371,0.7780694751494308,0.8682917204763954
ARGN gap+amount DIGIT + category first,previous_fraud_fraud_rate,4,4,0.9623453896830927,0.9335384615384617,0.9832307877910484
ARGN gap+amount DIGIT + category first,previous_normal_fraud_rate,4,4,0.000483926628924175,0.0003889066991806,0.0005451062163277
ARGN gap+amount DIGIT + category first,positive_gap_le_5s_fraud_rate,4,4,0.20565590275188306,0.0909090909090909,0.34
ARGN gap+amount DIGIT + category first,positive_gap_le_300s_fraud_rate,4,4,0.10392260995159627,0.0451719850808122,0.1904176904176904
ARGN gap+amount DIGIT + category first,short_sequence_le_100_RETROSPECTIVE_fraud_rate,4,4,0.6922397133467988,0.5105042016806722,0.8686868686868687
ARGN gap+amount DIGIT + category first,fraud_amount_generated_mean,4,4,602.2326785312794,545.3591885295912,650.8789780243227
ARGN gap+amount DIGIT + category first,fraud_amount_ks_distance,4,4,0.13517877099878328,0.1137722060646188,0.1597185613102169
ARGN gap+amount DIGIT + category first,fraud_amount_wasserstein_log1p,4,4,0.3069527961364855,0.2364848032913719,0.4082354049882616
ARGN gap+amount DIGIT + category first,fraud_gap_seconds_wasserstein_log1p,4,4,0.34832343352416145,0.1850017724371681,0.547545028221158
ARGN gap+amount DIGIT + category first,fraud_amount_history_ratio_wasserstein_log1p,4,4,1.1945408129095778,1.152990453799542,1.221783181307117
"CPAR, pinned implementation",generated_fraud_rate,2,2,0.0141397242381502,0.0138679192529217,0.0144115292233787
"CPAR, pinned implementation",merchant_category_tv,2,2,0.9206956477540936,0.9204831404126824,0.9209081550955048
"CPAR, pinned implementation",class_1_category_amount_tv,2,2,0.8905726103446381,0.8808229813664596,0.9003222393228165
"CPAR, pinned implementation",class_1_history_amount_tv,2,2,0.7505081510287839,0.742152430421957,0.7588638716356106
"CPAR, pinned implementation",class_1_merchant_tv,2,2,0.7059619098133492,0.6942499638362506,0.7176738557904478
"CPAR, pinned implementation",class_1_gap_category_amount_history_tv,2,2,0.9451686431594568,0.944164078674948,0.9461732076439656
"CPAR, pinned implementation",previous_fraud_fraud_rate,2,2,0.024524749670948448,0.020242914979757,0.0288065843621399
"CPAR, pinned implementation",previous_normal_fraud_rate,2,2,0.012664563273351,0.0124021260787563,0.0129270004679457
"CPAR, pinned implementation",positive_gap_le_5s_fraud_rate,2,0,,,
"CPAR, pinned implementation",positive_gap_le_300s_fraud_rate,2,2,0.0,0.0,0.0
"CPAR, pinned implementation",short_sequence_le_100_RETROSPECTIVE_fraud_rate,2,2,0.019482922141983702,0.0165309056061332,0.0224349386778342
"CPAR, pinned implementation",fraud_amount_generated_mean,2,2,69.44850326420891,68.48059523809523,70.41641129032259
"CPAR, pinned implementation",fraud_amount_ks_distance,2,2,0.7193734372093985,0.7149583600256246,0.7237885143931724
"CPAR, pinned implementation",fraud_amount_wasserstein_log1p,2,2,2.10931093074457,2.0736912299268693,2.1449306315622705
"CPAR, pinned implementation",fraud_gap_seconds_wasserstein_log1p,2,2,1.6677769166620227,1.619796460715886,1.7157573726081596
"CPAR, pinned implementation",fraud_amount_history_ratio_wasserstein_log1p,2,2,1.1980134261760895,1.1958534240810526,1.2001734282711265
Row resampling,generated_fraud_rate,2,2,0.0058459111508988495,0.0056371702574183,0.0060546520443794
Row resampling,merchant_category_tv,2,2,0.0417539000953554,0.041156697279819,0.0423511029108918
Row resampling,class_1_category_amount_tv,2,2,0.07675472347528005,0.0634106452572108,0.0900988016933493
Row resampling,class_1_history_amount_tv,2,2,0.2072078100631021,0.1944086219602063,0.2200069981659979
Row resampling,class_1_merchant_tv,2,2,0.39152254245666696,0.3810789221850507,0.4019661627282833
Row resampling,class_1_gap_category_amount_history_tv,2,2,0.29851124392033884,0.281967123039729,0.3150553648009487
Row resampling,previous_fraud_fraud_rate,2,2,0.0072670287090645,0.0065975494816211,0.0079365079365079
Row resampling,previous_normal_fraud_rate,2,2,0.00578025378336705,0.0055825593146927,0.0059779482520414
Row resampling,positive_gap_le_5s_fraud_rate,2,2,0.00909090909090905,0.0,0.0181818181818181
Row resampling,positive_gap_le_300s_fraud_rate,2,2,0.024217096838293102,0.0232790156301962,0.02515517804639
Row resampling,short_sequence_le_100_RETROSPECTIVE_fraud_rate,2,2,0.0051020408163265,0.0,0.010204081632653
Row resampling,fraud_amount_generated_mean,2,2,533.4022980092655,525.899066918002,540.9055291005291
Row resampling,fraud_amount_ks_distance,2,2,0.03524568547581775,0.0315989230905778,0.0388924478610577
Row resampling,fraud_amount_wasserstein_log1p,2,2,0.05973959458595325,0.0504075848888487,0.0690716042830578
Row resampling,fraud_gap_seconds_wasserstein_log1p,2,2,0.1108641855219828,0.098244138823592,0.1234842322203736
Row resampling,fraud_amount_history_ratio_wasserstein_log1p,2,2,0.26775968500950503,0.2416993599492536,0.2938200100697565
First-order resampling,generated_fraud_rate,2,2,0.0051748729162699,0.0050007220293839,0.0053490238031559
First-order resampling,merchant_category_tv,2,2,0.04191960520885575,0.0412796572058738,0.0425595532118377
First-order resampling,class_1_category_amount_tv,2,2,0.08394154685968525,0.0798643994834266,0.0880186942359439
First-order resampling,class_1_history_amount_tv,2,2,0.2097077658481044,0.2060850682150781,0.2133304634811307
First-order resampling,class_1_merchant_tv,2,2,0.40398771412356216,0.3864987250505584,0.421476703196566
First-order resampling,class_1_gap_category_amount_history_tv,2,2,0.3503988755694717,0.3482745013631798,0.3525232497757636
First-order resampling,previous_fraud_fraud_rate,2,2,0.896394470721527,0.8948497854077253,0.8979391560353287
First-order resampling,previous_normal_fraud_rate,2,2,0.00048462321159075,0.0004679985798663,0.0005012478433152
First-order resampling,positive_gap_le_5s_fraud_rate,2,2,0.024643874643874603,0.0185185185185185,0.0307692307692307
First-order resampling,positive_gap_le_300s_fraud_rate,2,2,0.025874918405474102,0.0215803452855245,0.0301694915254237
First-order resampling,short_sequence_le_100_RETROSPECTIVE_fraud_rate,2,2,0.04437869822485205,0.0,0.0887573964497041
First-order resampling,fraud_amount_generated_mean,2,2,532.7538605169341,509.21629946524064,556.2914215686275
First-order resampling,fraud_amount_ks_distance,2,2,0.04460944181994035,0.0288434330111988,0.0603754506286819
First-order resampling,fraud_amount_wasserstein_log1p,2,2,0.0812501482117996,0.0581480046302054,0.1043522917933938
First-order resampling,fraud_gap_seconds_wasserstein_log1p,2,2,0.12548134198303723,0.0958868581792702,0.1550758257868043
First-order resampling,fraud_amount_history_ratio_wasserstein_log1p,2,2,0.2008406408586335,0.1894684711274155,0.2122128105898515
