kappa,trial,name,variant,group,gap_conditioned_mark_tv,transition_conditioned_mark_tv,short_gap_repeat_curve_l1,gap_repeat_mi_error,gap_lag1_acf_error,amount_lag1_acf_error,gap_ks,gap_scaled_w1,gap_zero_rate_error,mark_sparse_tv,amount_ks,amount_scaled_w1,length_scaled_w1,null_centered_shape_l1,generated_repeat_level,reference_repeat_level
0,0,G,A,0,0.019650259562443567,0.049280762543602065,0.007015743241052266,2.319614665773926e-05,0.0166672936917584,0.0045671512874596995,0.021457763480836767,0.05177132638410179,0.0,0.013638365759358,0.032996968507675604,0.06276216663267108,0.015980419726708,0.0024813330848368,0.3168471724695194,0.3121599775075561
0,0,G,A,1,0.05554437152263297,0.12747078649848173,0.0170811136432391,0.0002709822512033764,0.0222098656533582,0.007647238295889567,0.0260768063901041,0.051735162283193394,0.0,0.040911030119617796,0.04371066218254816,0.07391575575873789,0.0359627026949664,0.013528843216245368,0.31499670366810345,0.3101793213785747
0,0,G,A,pooled,0.0171159765344184,0.045718036914198935,0.006428465634160034,2.3892393832712584e-05,0.017291520033482166,0.004805927171953467,0.021280772786879534,0.05158223760330263,0.0,0.011340987642362433,0.03393995970138583,0.0637730772209264,0.015150947804831302,0.002252303374898067,0.3166697064440482,0.3119710563295204
0,0,G,B,0,0.019650259562443567,0.049280762543602065,0.007015743241052266,2.319614665773926e-05,0.0166672936917584,0.0045671512874596995,0.021457763480836767,0.05177132638410179,0.0,0.013638365759358,0.032996968507675604,0.06276216663267108,0.015980419726708,0.0024813330848368,0.3168471724695194,0.3121599775075561
0,0,G,B,1,0.05554437152263297,0.12747078649848173,0.0170811136432391,0.0002709822512033764,0.0222098656533582,0.007647238295889567,0.0260768063901041,0.051735162283193394,0.0,0.040911030119617796,0.04371066218254816,0.07391575575873789,0.0359627026949664,0.013528843216245368,0.31499670366810345,0.3101793213785747
0,0,G,B,pooled,0.0171159765344184,0.045718036914198935,0.006428465634160034,2.3892393832712584e-05,0.017291520033482166,0.004805927171953467,0.021280772786879534,0.05158223760330263,0.0,0.011340987642362433,0.03393995970138583,0.0637730772209264,0.015150947804831302,0.002252303374898067,0.3166697064440482,0.3119710563295204
0,0,G,P,0,0.019650259562443567,0.049280762543602065,0.007015743241052266,2.319614665773926e-05,0.0166672936917584,0.0045671512874596995,0.021457763480836767,0.05177132638410179,0.0,0.013638365759358,0.032996968507675604,0.06276216663267108,0.015980419726708,0.0024813330848368,0.3168471724695194,0.3121599775075561
0,0,G,P,1,0.05554437152263297,0.12747078649848173,0.0170811136432391,0.0002709822512033764,0.0222098656533582,0.007647238295889567,0.0260768063901041,0.051735162283193394,0.0,0.040911030119617796,0.04371066218254816,0.07391575575873789,0.0359627026949664,0.013528843216245368,0.31499670366810345,0.3101793213785747
0,0,G,P,pooled,0.0171159765344184,0.045718036914198935,0.006428465634160034,2.3892393832712584e-05,0.017291520033482166,0.004805927171953467,0.021280772786879534,0.05158223760330263,0.0,0.011340987642362433,0.03393995970138583,0.0637730772209264,0.015150947804831302,0.002252303374898067,0.3166697064440482,0.3119710563295204
0,0,U,A,0,0.02221996731540307,0.05028375595808657,0.006183498627838134,4.2045217112339766e-05,0.0164573509621877,0.004402792172077467,0.021688053805466664,0.05177221245913433,0.0,0.016385018967610465,0.03304854290398326,0.06272360331097417,0.015980419726708,0.0037180739930096998,0.31640461907930206,0.3121599775075561
0,0,U,A,1,0.05477152990990634,0.12389060143355558,0.016947907890567635,0.00012671531917130604,0.0229995789296302,0.008926021275895667,0.0268471163287734,0.05195972043547553,0.0,0.03987195876651226,0.04422058022345746,0.0737650265341925,0.0359627026949664,0.012122181822047266,0.3149149816155017,0.3101793213785747
0,0,U,A,pooled,0.018286176151391133,0.046063188890855034,0.005199150780079467,4.184970742520356e-05,0.017184029382945568,0.0046896895150674665,0.021487008208168765,0.05158354956332306,0.0,0.0135154421863243,0.034056040326999264,0.06370399092793279,0.015150947804831302,0.0035600511979639996,0.3162594772481598,0.3119710563295204
0,0,U,B,0,0.02221996731540307,0.05028375595808657,0.006183498627838134,4.2045217112339766e-05,0.0164573509621877,0.004402792172077467,0.021688053805466664,0.05177221245913433,0.0,0.016385018967610465,0.03304854290398326,0.06272360331097417,0.015980419726708,0.0037180739930096998,0.31640461907930206,0.3121599775075561
0,0,U,B,1,0.05477152990990634,0.12389060143355558,0.016947907890567635,0.00012671531917130604,0.0229995789296302,0.008926021275895667,0.0268471163287734,0.05195972043547553,0.0,0.03987195876651226,0.04422058022345746,0.0737650265341925,0.0359627026949664,0.012122181822047266,0.3149149816155017,0.3101793213785747
0,0,U,B,pooled,0.018286176151391133,0.046063188890855034,0.005199150780079467,4.184970742520356e-05,0.017184029382945568,0.0046896895150674665,0.021487008208168765,0.05158354956332306,0.0,0.0135154421863243,0.034056040326999264,0.06370399092793279,0.015150947804831302,0.0035600511979639996,0.3162594772481598,0.3119710563295204
0,0,U,P,0,0.02221996731540307,0.05028375595808657,0.006183498627838134,4.2045217112339766e-05,0.0164573509621877,0.004402792172077467,0.021688053805466664,0.05177221245913433,0.0,0.016385018967610465,0.03304854290398326,0.06272360331097417,0.015980419726708,0.0037180739930096998,0.31640461907930206,0.3121599775075561
0,0,U,P,1,0.05477152990990634,0.12389060143355558,0.016947907890567635,0.00012671531917130604,0.0229995789296302,0.008926021275895667,0.0268471163287734,0.05195972043547553,0.0,0.03987195876651226,0.04422058022345746,0.0737650265341925,0.0359627026949664,0.012122181822047266,0.3149149816155017,0.3101793213785747
0,0,U,P,pooled,0.018286176151391133,0.046063188890855034,0.005199150780079467,4.184970742520356e-05,0.017184029382945568,0.0046896895150674665,0.021487008208168765,0.05158354956332306,0.0,0.0135154421863243,0.034056040326999264,0.06370399092793279,0.015150947804831302,0.0035600511979639996,0.3162594772481598,0.3119710563295204
0,1,G,A,0,0.020441476008202366,0.0478937867668974,0.005873702865823234,6.187829167312416e-05,0.024566841904463232,0.0038405140076125666,0.026872234445862037,0.05515477985861167,0.0,0.013568167755244366,0.03345272720620476,0.06480005683697423,0.015980419726708,0.004070244456888167,0.31724395849578324,0.3121599775075561
0,1,G,A,1,0.05482491409852574,0.12823537364075957,0.014016581523914898,0.00019017100009035434,0.029348251359617033,0.009999003247893233,0.030571223537893367,0.054924445033002096,0.0,0.0381929896103698,0.04514704856514284,0.07679429921043561,0.0359627026949664,0.010411323336147067,0.31427935998725515,0.3101793213785747
0,1,G,A,pooled,0.018505670170284833,0.04525063165605527,0.005626506608560267,5.472290770126473e-05,0.025097881608891936,0.004164293251463467,0.026728115283719902,0.054984133705194865,0.0,0.012647563414485133,0.03438086160978627,0.06591752986811074,0.015150947804831302,0.0037606048228893997,0.31694345141668034,0.3119710563295204
0,1,G,B,0,0.020441476008202366,0.0478937867668974,0.005873702865823234,6.187829167312416e-05,0.024566841904463232,0.0038405140076125666,0.026872234445862037,0.05515477985861167,0.0,0.013568167755244366,0.03345272720620476,0.06480005683697423,0.015980419726708,0.004070244456888167,0.31724395849578324,0.3121599775075561
0,1,G,B,1,0.05482491409852574,0.12823537364075957,0.014016581523914898,0.00019017100009035434,0.029348251359617033,0.009999003247893233,0.030571223537893367,0.054924445033002096,0.0,0.0381929896103698,0.04514704856514284,0.07679429921043561,0.0359627026949664,0.010411323336147067,0.31427935998725515,0.3101793213785747
0,1,G,B,pooled,0.018505670170284833,0.04525063165605527,0.005626506608560267,5.472290770126473e-05,0.025097881608891936,0.004164293251463467,0.026728115283719902,0.054984133705194865,0.0,0.012647563414485133,0.03438086160978627,0.06591752986811074,0.015150947804831302,0.0037606048228893997,0.31694345141668034,0.3119710563295204
