kappa,trial,name,variant,group,observed_repeat,predicted_repeat,repeat_mean_bias,repeat_brier,train_mean_brier,mark_nll,uniform_mark_nll,curve_l1
0,2,U,B,0,0.31215997750755603,0.3145531601468272,0.0023931826392711852,0.1589444590951423,0.21474220839988342,3.346240799296786,4.1588830833596715,0.0027516167220930964
0,2,U,B,1,0.31017932137857473,0.3103972444358639,0.00021792305728918215,0.159677026280404,0.21397090418691228,3.3579357298167336,4.1588830833596715,0.0028975623807394207
0,2,U,P,pooled,0.3119710563295204,0.31415675590459463,0.0021856995750742514,0.15901433364509818,0.21466778354492125,3.347356298357196,4.1588830833596715,0.0024025979785719993
0,2,U,P,0,0.31215997750755603,0.3145531601468272,0.0023931826392711852,0.1589444590951423,0.21474220839988342,3.346240799296786,4.1588830833596715,0.0027516167220930964
0,2,U,P,1,0.31017932137857473,0.3103972444358639,0.00021792305728918215,0.159677026280404,0.21397090418691228,3.3579357298167336,4.1588830833596715,0.0028975623807394207
0,2,G,A,pooled,0.3119710563295204,0.31420008783994297,0.0022290315104225855,0.15903300742528692,0.21466778354492125,3.347395954231374,4.1588830833596715,0.002419889732588795
0,2,G,A,0,0.31215997750755603,0.3145976379118547,0.0024376604042986583,0.15896452572539627,0.21474220839988342,3.346275154023161,4.1588830833596715,0.0027755162103254606
0,2,G,A,1,0.31017932137857473,0.3104297092831202,0.0002503879045454571,0.15968249022266312,0.21397090418691228,3.3580256619590263,4.1588830833596715,0.002935838070863347
0,2,G,B,pooled,0.3119710563295204,0.31390653557412423,0.001935479244603855,0.15903365118848972,0.21466778354492125,3.3474026967620083,4.1588830833596715,0.0021263374667703093
0,2,G,B,0,0.31215997750755603,0.3145976379118547,0.0024376604042986583,0.15896452572539627,0.21474220839988342,3.346275154023161,4.1588830833596715,0.0027755162103254606
0,2,G,B,1,0.31017932137857473,0.3073520972307531,0.002827224147821661,0.15968923945822558,0.21397090418691228,3.3580963508821275,4.1588830833596715,0.0056658217319443165
