kappa,trial,name,variant,tape,group,gap_conditioned_mark_tv,transition_conditioned_mark_tv,short_gap_repeat_curve_l1,gap_repeat_mi_error,gap_lag1_acf_error,amount_lag1_acf_error,gap_ks,gap_scaled_w1,gap_zero_rate_error,mark_sparse_tv,amount_ks,amount_scaled_w1,length_scaled_w1,null_centered_shape_l1,generated_repeat_level,reference_repeat_level
0,0,U,A,20264401,pooled,0.0184519051133966,0.0463165335362437,0.0075316000525193,4.607268894039429e-05,0.0153312582498748,0.0064396080688446,0.0224115118208444,0.0520086267530092,0.0,0.0138247736439508,0.0306572284592193,0.060188925468775,0.0151509478048313,0.0036792943991519,0.3195026563820397,0.3119710563295204
0,0,U,A,20264401,0,0.0222305017481853,0.0524063771836736,0.0098615030768757,5.942507551468434e-05,0.0137569292262616,0.0060747035623183,0.0226171561496634,0.0522135275274308,0.0,0.0153733063217349,0.0283497395129501,0.0584940076608437,0.015980419726708,0.0035076622815235,0.3220214805844318,0.3121599775075561
0,0,U,A,20264401,1,0.0570631290265974,0.1223475064506326,0.0128834883360555,5.829296090621814e-05,0.0287189508223074,0.0092961611838997,0.0263768363154874,0.0506839957137915,0.0,0.0434934819683082,0.050993137558609,0.0749174462965015,0.0359627026949664,0.0109933510865169,0.2977657086461242,0.3101793213785747
0,0,U,A,20264402,pooled,0.0168551581659599,0.0459621307356369,0.0049044788427664,4.337364420577361e-05,0.0201065977885545,0.0040879880994335,0.0208540788117985,0.0514978186531826,0.0,0.0127942619421675,0.0347269468641996,0.0652869995834621,0.0151509478048313,0.0039317829733513,0.3168492966802346,0.3119710563295204
0,0,U,A,20264402,0,0.0200293549881846,0.0497177704735069,0.0045346329080541,3.063168134275222e-05,0.0196031181310169,0.0028504751753312,0.0214259992981291,0.0516846297229384,0.0,0.0144231657700059,0.0353623544761677,0.0650734457031587,0.015980419726708,0.0035778503060897,0.3154650306042332,0.3121599775075561
0,0,U,A,20264402,1,0.0631148125062758,0.1273194785200282,0.021906463940614,0.0001714226562412,0.0239925695449968,0.0145584440108014,0.0256935076877228,0.0520183892122416,0.0,0.0514675603567058,0.0312083942457202,0.069737208863537,0.0359627026949664,0.0143253907869297,0.3285811862453724,0.3101793213785747
0,0,U,A,20264403,pooled,0.0195514651748169,0.0459109024006845,0.0031613734449527,3.610278912944277e-05,0.0161142321104074,0.0035414723769243,0.0211954339918634,0.0512442032837774,0.0,0.0139272909728546,0.0367839456575789,0.0656360477315613,0.0151509478048313,0.0030690762213888,0.3124264786822052,0.3119710563295204
0,0,U,A,20264403,0,0.0244000452098393,0.0487271202170792,0.0041543598985846,3.607889447958273e-05,0.0160120055292846,0.0042831977785829,0.0210210059686075,0.0514184801270338,0.0,0.0193585848110906,0.035433534722832,0.0646033565689201,0.015980419726708,0.0040687093914159,0.3117273460492412,0.3121599775075561
0,0,U,A,20264403,1,0.0441366481968458,0.122004819330006,0.0160537713950334,0.0001504303403665,0.0162872164215864,0.0029234586329859,0.02847100498311,0.0531767763803935,0.0,0.0246548339745228,0.0504602088660432,0.076640424442539,0.0359627026949664,0.0110478035926952,0.3183980499550085,0.3101793213785747
0,0,U,B,20264401,pooled,0.0184519051133966,0.0463165335362437,0.0075316000525193,4.607268894039429e-05,0.0153312582498748,0.0064396080688446,0.0224115118208444,0.0520086267530092,0.0,0.0138247736439508,0.0306572284592193,0.060188925468775,0.0151509478048313,0.0036792943991519,0.3195026563820397,0.3119710563295204
