family,kappa,index,variant,tape,group,entities,events,gap_conditioned_mark_tv,transition_conditioned_mark_tv,short_gap_repeat_curve_l1,gap_repeat_mi_error,gap_lag1_acf_error,amount_lag1_acf_error,gap_ks,gap_scaled_w1,gap_zero_rate_error,mark_sparse_tv,amount_ks,amount_scaled_w1,length_scaled_w1,repeat_level_reference_weighted,reference_repeat_level,null_centered_shape_l1
argn_original,0,20260920,raw,20261001,pooled,2048,48920,0.017036293554549675,0.14551860505630623,0.24973195232436604,1.7458893045627826e-05,0.018791870354638904,0.0038325199776327147,0.006571928688206885,0.04173740430683098,0.0,0.00921526921959245,0.005589373571317613,0.01243395465112218,0.015150947804831307,0.06223910400515434,0.3119710563295204,0.0009445429925102359
argn_original,0,20260920,raw,20261001,0,1834,43810,0.015932303639076387,0.1474408275752797,0.25058141891828634,3.622910232260724e-05,0.018760211748074948,0.0035617448998246583,0.006493362964781313,0.043976937589062584,0.0,0.007576702981766594,0.005637203925190626,0.011967252110175481,0.015980419726708005,0.061578558589269736,0.3121599775075561,0.0016358244053805457
argn_original,0,20260920,raw,20261001,1,214,5110,0.0434551540154573,0.18971888243932444,0.24251756294598092,0.00026397165124775093,0.019509313750307414,0.006792389943075454,0.010243965761759566,0.044040130053718055,0.0,0.02270733776427977,0.014582269163618267,0.026954045358826447,0.03596270269496643,0.06766175843259382,0.31017932137857473,0.007079517343253416
argn_original,0,20260920,raw,20261002,pooled,2048,48920,0.014913614336963203,0.15007578745699413,0.2543960846189455,1.779486496765242e-05,0.0172453344046907,0.0024647078042114336,0.006420171940402897,0.035958862818171684,2.1334698754053594e-05,0.008624433600759988,0.00547811262980713,0.013385424193084564,0.015150947804831307,0.057574971710574865,0.3119710563295204,0.0025055199431650173
argn_original,0,20260920,raw,20261002,0,1834,43810,0.016426479458919393,0.15206069143706216,0.25470313548882534,3.0187781253139507e-05,0.01660158034931826,0.003051992117642414,0.007411873415326786,0.036889916860154255,2.38231370306842e-05,0.008637111816505026,0.005567570687481593,0.014042580915150258,0.015980419726708005,0.05745684201873071,0.3121599775075561,0.003003531230694646
argn_original,0,20260920,raw,20261002,1,214,5110,0.0413839917424864,0.19110430655158123,0.2515847360944251,3.721280953033915e-05,0.023091889705603635,0.0027813337778227125,0.009763891557556276,0.05457177490492357,0.0,0.015408577414174441,0.013607220927508434,0.01671238263674877,0.03596270269496643,0.058594585284149646,0.31017932137857473,0.007976907776811995
argn_original,0,20260920,raw,20261003,pooled,2048,48920,0.015826511791142545,0.15461536480874608,0.2535404481094481,2.6058739187153192e-05,0.010477602992526647,0.007736316107215973,0.007980089075597885,0.03831402432392823,2.1334698754053594e-05,0.01067972225865167,0.005371581153307492,0.011774953336176624,0.015150947804831307,0.05843060822007228,0.3119710563295204,0.0030078834879990173
argn_original,0,20260920,raw,20261003,0,1834,43810,0.01530766885183797,0.14945512505469324,0.2528968619554232,1.5603906432099646e-05,0.010779801739566788,0.005451825728059651,0.0072337184808025645,0.036897807065592085,2.38231370306842e-05,0.007916561722998256,0.005270480701575986,0.01249345757144941,0.015980419726708005,0.05926311555213286,0.3121599775075561,0.0030120865271857046
argn_original,0,20260920,raw,20261003,1,214,5110,0.03989355468491911,0.19769875539776727,0.2589363639242804,0.0007831212120855405,0.008247597879901425,0.027635244106267984,0.020980232581444463,0.05335088886268477,0.0,0.02093258395783372,0.011680826843304515,0.026362830996447956,0.03596270269496643,0.051242957454294344,0.31017932137857473,0.015819464626946018
argn_original,0,20260920,level,20261001,pooled,2048,48920,0.04061157850199142,0.0859065993158365,0.09111458096242303,1.2431775822870387e-05,0.020437023344838087,0.004352858188259497,0.00591526285512789,0.039269655440233066,0.0,0.03761943079307374,0.005875555092167972,0.01273939373115896,0.015150947804831307,0.4030856372919434,0.3119710563295204,0.0025652498880551645
argn_original,0,20260920,level,20261001,0,1834,43810,0.03025358787714297,0.08819482358114794,0.09040339431112271,3.512594673217128e-05,0.01898367369870739,0.006189915156581616,0.006093963810854752,0.03916519970779457,0.0,0.026204321910374674,0.005888288152535948,0.013314553282251415,0.015980419726708005,0.40256337181867874,0.3121599775075561,0.004389932149020483
argn_original,0,20260920,level,20261001,1,214,5110,0.05499509159311146,0.14557739462054986,0.09750841288513033,3.371112968832493e-05,0.03232415661650258,0.011689154756939438,0.014153440968859177,0.05523316911768067,0.0,0.042123943987356735,0.012835593186013489,0.02397955656619355,0.03596270269496643,0.4076877342637051,0.31017932137857473,0.016431364104880927
argn_original,0,20260920,level,20261002,pooled,2048,48920,0.04332151459063544,0.08133694660681183,0.08897846200395396,2.943753065317125e-05,0.014321469192579941,0.003938241951709307,0.005257986300340578,0.03064048742480164,0.0,0.0400162749845252,0.005335021869381951,0.0114532002855157,0.015150947804831307,0.40094951833347436,0.3119710563295204,0.0036152378714984588
argn_original,0,20260920,level,20261002,0,1834,43810,0.03340773285953459,0.08518583711273287,0.0883901260577101,5.8649312017415947e-05,0.01500566107640812,0.006154739783640168,0.00628371534010691,0.03299867181714217,0.0,0.02932656512354286,0.00544596259205965,0.011793394296241964,0.015980419726708005,0.40055010356526616,0.3121599775075561,0.004703830100346041
argn_original,0,20260920,level,20261002,1,214,5110,0.07399065685823948,0.15653524590739523,0.09382755837151405,0.0004967269394710513,0.007888777804411815,0.01553936030054853,0.011709731333815254,0.03378740525752207,0.0,0.06012265735772883,0.011682802042305762,0.017465055141838118,0.03596270269496643,0.40400687975008875,0.31017932137857473,0.012560942387348131
argn_original,0,20260920,level,20261003,pooled,2048,48920,0.043757600373258994,0.08581593347783467,0.09419873273809995,1.3803561038466285e-05,0.005036806746869543,0.0034859092243353556,0.006601331506375208,0.035174729963953294,0.0,0.040622436805212596,0.004676183018047286,0.010178865472875992,0.015150947804831307,0.40616978906762036,0.3119710563295204,0.0034737226033115408
argn_original,0,20260920,level,20261003,0,1834,43810,0.034729872086422364,0.08941803971157518,0.09510042504924991,1.3043893576998654e-05,0.006040560139548359,0.004009001116210414,0.007421453574993686,0.038144125520271306,0.0,0.030290098787683874,0.004686752495693169,0.01042206674763866,0.015980419726708005,0.40726040255680596,0.3121599775075561,0.003752178194982494
