family,kappa,index,variant,group,observed_repeat,predicted_repeat,repeat_mean_bias,repeat_brier,train_mean_brier,mark_nll,uniform_mark_nll,curve_l1
argn_original,1,20260921,direct,1,0.3202453169788681,0.3199842683836599,0.000261048595208202,0.1854805297953254,0.21769513517791528,3.408762744610146,4.1588830833596715,0.008594474739875088
argn_continued,1,20260920,raw,pooled,0.31773817169090296,0.019444162026047707,0.29829400966485525,0.3050155756139132,0.21678207081612183,4.110508918762207,4.1588830833596715,0.2982940103737029
argn_continued,1,20260920,raw,0,0.3174738173894707,0.0194209236651659,0.2980528937243048,0.3048022141554353,0.21668530928625124,4.111144542694092,4.1588830833596715,0.298052892085329
argn_continued,1,20260920,raw,1,0.3202453169788681,0.01966453157365322,0.3005807854052149,0.3070391030252632,0.21769513517791528,4.104483127593994,4.1588830833596715,0.30058078451455733
argn_continued,1,20260920,level,pooled,0.31773817169090296,0.3166631181775937,0.0010750535133092765,0.21433370676516028,0.21678207081612183,3.464972625910265,4.1588830833596715,0.01514288529483541
argn_continued,1,20260920,level,0,0.3174738173894707,0.31628055765019486,0.0011932597392758648,0.21441887471279916,0.21668530928625124,3.4661541908801743,4.1588830833596715,0.0022852832807753287
argn_continued,1,20260920,level,1,0.3202453169788681,0.32029133537864873,4.6018399780634045e-05,0.21352597102017132,0.21769513517791528,3.453766623092522,4.1588830833596715,0.15594725468154647
argn_continued,1,20260920,gap,pooled,0.31773817169090296,0.3168738331678823,0.0008643385230206468,0.21144972186740965,0.21678207081612183,3.457654966336686,4.1588830833596715,0.0027575789492388335
argn_continued,1,20260920,gap,0,0.3174738173894707,0.31627721868139713,0.001196598708073593,0.21442342255612243,0.21668530928625124,3.4661671704739025,4.1588830833596715,0.0027934792467263735
argn_continued,1,20260920,gap,1,0.3202453169788681,0.3225321454798779,0.0022868285010098077,0.18324704224717345,0.21769513517791528,3.376924929499022,4.1588830833596715,0.009640223266002907
argn_continued,1,20260920,direct,pooled,0.31773817169090296,0.3167647113289152,0.0009734603619877547,0.21370825948289487,0.21678207081612183,3.46226791747555,4.1588830833596715,0.0029973556468571297
argn_continued,1,20260920,direct,0,0.3174738173894707,0.31641630263609194,0.0010575147533787854,0.21669029852335944,0.21668530928625124,3.4707764772710687,4.1588830833596715,0.003059172318446436
argn_continued,1,20260920,direct,1,0.3202453169788681,0.32006903135611064,0.00017628562275745496,0.1854264986478239,0.21769513517791528,3.381572443699893,4.1588830833596715,0.007602805362737193
argn_continued,1,20260921,raw,pooled,0.31773817169090296,0.07371114939451218,0.24402702229639078,0.2613549824501135,0.21678207081612183,3.8157389163970947,4.1588830833596715,0.24402702330837378
argn_continued,1,20260921,raw,0,0.3174738173894707,0.07387495785951614,0.24359885952995458,0.26101928504373034,0.21668530928625124,3.816189765930176,4.1588830833596715,0.24359885988281238
argn_continued,1,20260921,raw,1,0.3202453169788681,0.07215757668018341,0.2480877402986847,0.26453874819947154,0.21769513517791528,3.8114614486694336,4.1588830833596715,0.24808773996423797
argn_continued,1,20260921,level,pooled,0.31773817169090296,0.31650932908577406,0.0012288426051288992,0.1954683412284105,0.21678207081612183,3.520755688189251,4.1588830833596715,0.01091488582516531
argn_continued,1,20260921,level,0,0.3174738173894707,0.3167497344099828,0.00072408297948795,0.19537095878588895,0.21668530928625124,3.5222331191282796,4.1588830833596715,0.003150830226142135
argn_continued,1,20260921,level,1,0.3202453169788681,0.31422931672158755,0.0060160002572805515,0.19639191966301728,0.21769513517791528,3.5067436823432665,4.1588830833596715,0.13444498203943991
argn_continued,1,20260921,gap,pooled,0.31773817169090296,0.316702936982161,0.00103523470874195,0.19308003342989946,0.21678207081612183,3.514724248655987,4.1588830833596715,0.0020824993613158837
argn_continued,1,20260921,gap,0,0.3174738173894707,0.3167489242432837,0.0007248931461870112,0.19536255129802113,0.21668530928625124,3.5222149018807722,4.1588830833596715,0.0016723371604840196
argn_continued,1,20260921,gap,1,0.3202453169788681,0.3162667922158168,0.003978524763051272,0.17143255545525332,0.21769513517791528,3.4436826358108203,4.1588830833596715,0.009409114820094931
argn_continued,1,20260921,direct,pooled,0.31773817169090296,0.3167566589413839,0.0009815127495190756,0.21371376027052755,0.21678207081612183,3.5589643722925235,4.1588830833596715,0.00317276794765459
argn_continued,1,20260921,direct,0,0.3174738173894707,0.3164163386402411,0.0010574787492296234,0.21669068225238255,0.21668530928625124,3.568156912000957,4.1588830833596715,0.003106469595212227
argn_continued,1,20260921,direct,1,0.3202453169788681,0.3199842683836599,0.000261048595208202,0.1854805297953254,0.21769513517791528,3.471782009495455,4.1588830833596715,0.008594474739875088
U,1,0,raw,pooled,0.31773817169090296,0.31575441360473633,0.0019837580861666315,0.15760732744224437,0.21678207081612183,3.3207640647888184,4.1588830833596715,0.0023811751461332476
U,1,0,raw,0,0.3174738173894707,0.3150468170642853,0.0024270003251854466,0.1593791722516985,0.21668530928625124,3.3264119625091553,4.1588830833596715,0.0024270141954045514
U,1,0,raw,1,0.3202453169788681,0.3224651515483856,0.0022198345695175203,0.14080309032198354,0.21769513517791528,3.2671988010406494,4.1588830833596715,0.009097413245272407
U,1,0,level,pooled,0.31773817169090296,0.31676568875722566,0.0009724829336772989,0.15760304029868102,0.21678207081612183,3.3207492376194705,4.1588830833596715,0.0021206187055708417
U,1,0,level,0,0.3174738173894707,0.3163541467836223,0.001119670605848444,0.1593750656884641,0.21668530928625124,3.3263973587579714,4.1588830833596715,0.0015515769750911006
U,1,0,level,1,0.3202453169788681,0.32066876699098035,0.00042345001211224753,0.14079709054836823,0.21769513517791528,3.267182262459524,4.1588830833596715,0.008696136593226725
U,1,0,gap,pooled,0.31773817169090296,0.31677759167297714,0.0009605800179258162,0.15760025105795236,0.21678207081612183,3.3207456438964154,4.1588830833596715,0.0015383813066941225
U,1,0,gap,0,0.3174738173894707,0.31635575024759244,0.0011180671418782873,0.1593755914450227,0.21668530928625124,3.326399837164925,4.1588830833596715,0.001541140099035708
U,1,0,gap,1,0.3202453169788681,0.320778350261704,0.0005330332828358819,0.14076286175933944,0.21769513517791528,3.2671210804465964,4.1588830833596715,0.007701307600805181
U,1,0,direct,pooled,0.31773817169090296,0.3167828029520659,0.0009553687388370591,0.21372774324070692,0.21678207081612183,3.44835053370041,4.1588830833596715,0.003126324286461509
U,1,0,direct,0,0.3174738173894707,0.3164155493297163,0.0010582680597544525,0.2166903001934842,0.21668530928625124,3.456847901685101,4.1588830833596715,0.002920033337272829
U,1,0,direct,1,0.3202453169788681,0.3202658489391125,2.0531960244374314e-05,0.18563075119540162,0.21769513517791528,3.3677612034436204,4.1588830833596715,0.008952545600180328
U,1,1,raw,pooled,0.31773817169090296,0.3133496642112732,0.004388507479629766,0.15813240031417578,0.21678207081612183,3.3213951587677,4.1588830833596715,0.004388501305308883
U,1,1,raw,0,0.3174738173894707,0.3124529719352722,0.005020845454198508,0.15980761600780602,0.21668530928625124,3.326730966567993,4.1588830833596715,0.005020844471436188
U,1,1,raw,1,0.3202453169788681,0.32185399532318115,0.0016086783443130526,0.14224459705220796,0.21769513517791528,3.27079176902771,4.1588830833596715,0.013072142175722654
U,1,1,level,pooled,0.31773817169090296,0.316690173028774,0.0010479986621289572,0.15811874271548193,0.21678207081612183,3.3213256710026133,4.1588830833596715,0.002505047751162634
U,1,1,level,0,0.3174738173894707,0.316353041255754,0.0011207761337167499,0.1597915896443362,0.21668530928625124,3.3266548296065475,4.1588830833596715,0.0013804827203295973
U,1,1,level,1,0.3202453169788681,0.3198875423606572,0.0003577746182109043,0.14225340490013003,0.21769513517791528,3.270783747492062,4.1588830833596715,0.013600924514700526
U,1,1,gap,pooled,0.31773817169090296,0.3167164429945591,0.001021728696343871,0.15808626966930533,0.21678207081612183,3.3212343191710088,4.1588830833596715,0.001293793672437498
U,1,1,gap,0,0.3174738173894707,0.3163547047544348,0.001119112635035946,0.15979227671341678,0.21668530928625124,3.3266556563974023,4.1588830833596715,0.0013361324200441178
U,1,1,gap,1,0.3202453169788681,0.3201471809068633,9.813607200481744e-05,0.1419064401802216,0.21769513517791528,3.269818170434325,4.1588830833596715,0.006475948343805592
U,1,1,direct,pooled,0.31773817169090296,0.3167828029520659,0.0009553687388370591,0.21372774324070692,0.21678207081612183,3.447460165271593,4.1588830833596715,0.003126324286461509
U,1,1,direct,0,0.3174738173894707,0.3164155493297163,0.0010582680597544525,0.2166903001934842,0.21668530928625124,3.455848353320837,4.1588830833596715,0.002920033337272829
U,1,1,direct,1,0.3202453169788681,0.3202658489391125,2.0531960244374314e-05,0.18563075119540162,0.21769513517791528,3.3679063012781363,4.1588830833596715,0.008952545600180328
