family,kappa,index,variant,group,observed_repeat,predicted_repeat,repeat_mean_bias,repeat_brier,train_mean_brier,mark_nll,uniform_mark_nll,curve_l1
argn_continued,0,20260920,raw,pooled,0.3119710563295204,0.06761408597230911,0.24435697035721127,0.25876521266076846,0.21466778354492125,3.820936918258667,4.1588830833596715,0.24435697456011002
argn_continued,0,20260920,raw,0,0.31215997750755603,0.06780970841646194,0.24435026909109409,0.2587132057909626,0.21474220839988342,3.8197154998779297,4.1588830833596715,0.24435027568531223
argn_continued,0,20260920,raw,1,0.31017932137857473,0.06575880944728851,0.24442051193128622,0.2592584476029251,0.21397090418691228,3.832520008087158,4.1588830833596715,0.24442050691911812
argn_continued,0,20260921,raw,pooled,0.3119710563295204,0.09565609693527222,0.21631495939424816,0.24920375859503818,0.21466778354492125,3.839524984359741,4.1588830833596715,0.21631496873243714
argn_continued,0,20260921,raw,0,0.31215997750755603,0.09610112011432648,0.21605885739322955,0.24897234556639652,0.21474220839988342,3.8375914096832275,4.1588830833596715,0.21605884570302994
argn_continued,0,20260921,raw,1,0.31017932137857473,0.0914352685213089,0.21874405285726584,0.2513984877187532,0.21397090418691228,3.857870578765869,4.1588830833596715,0.2187440483533797
argn_continued,1,20260920,raw,pooled,0.31773817169090296,0.019428100436925888,0.29831007125397707,0.30502223855903665,0.21678207081612183,4.110515594482422,4.1588830833596715,0.2983100707815324
argn_continued,1,20260920,raw,0,0.3174738173894707,0.01940491423010826,0.29806890315936246,0.30480872203434217,0.21668530928625124,4.111147880554199,4.1588830833596715,0.2980689018756534
argn_continued,1,20260920,raw,1,0.3202453169788681,0.0196479931473732,0.3005973238314949,0.3070472366237175,0.21769513517791528,4.104523181915283,4.1588830833596715,0.30059732498054614
argn_continued,1,20260921,raw,pooled,0.31773817169090296,0.07352953404188156,0.2442086376490214,0.2614623270640848,0.21678207081612183,3.8157331943511963,4.1588830833596715,0.24420862633586318
argn_continued,1,20260921,raw,0,0.3174738173894707,0.07369320094585419,0.24378061644361654,0.2611266364717182,0.21668530928625124,3.816188335418701,4.1588830833596715,0.24378061675695845
argn_continued,1,20260921,raw,1,0.3202453169788681,0.07197742909193039,0.2482678878869377,0.2646460281890762,0.21769513517791528,3.8114147186279297,4.1588830833596715,0.24826788390474366
