family,kappa,variant,group,entities,events,gap_conditioned_mark_tv,transition_conditioned_mark_tv,short_gap_repeat_curve_l1,gap_repeat_mi_error,gap_lag1_acf_error,amount_lag1_acf_error,gap_ks,gap_scaled_w1,gap_zero_rate_error,mark_sparse_tv,amount_ks,amount_scaled_w1,length_scaled_w1,repeat_level_reference_weighted,reference_repeat_level,null_centered_shape_l1
argn_continued,1,level,0,1834.0,43810.0,0.03846177616946716,0.0767791533634402,0.07760739042007815,5.577897723236702e-05,0.024659107713210407,0.0061135554091600154,0.005998838210560936,0.032312540044514275,0.0,0.035952829257495426,0.005401750018082925,0.01187215136301766,0.015980419726708005,0.39508120780954886,0.3174738173894708,0.005123388526299853
argn_continued,1,level,1,214.0,5110.0,0.07027903792868499,0.1640329872652804,0.16336392210435527,0.08056747928637491,0.022998911910347742,0.014989001770112344,0.018674919221071534,0.04266319826121992,0.0,0.05214533697603366,0.020437629924548246,0.03179127625801417,0.03596270269496643,0.39091028044421877,0.32024531697886804,0.15793662279478846
argn_continued,1,level,pooled,2048.0,48920.0,0.04442340809043246,0.07876736307682163,0.07700225287799489,0.0006914627787741775,0.024471122127946957,0.004000345610763453,0.005873114737040293,0.031955795842730395,0.0,0.04129269596956547,0.005292111024344126,0.012492237185865526,0.015150947804831305,0.39463446753995507,0.317738171690903,0.013761733681857133
argn_continued,1,raw,0,1834.0,43810.0,0.01693629596736416,0.165037027715811,0.273441138180023,3.64831505165105e-05,0.025846551304962273,0.006195484279460842,0.005532461831506574,0.031241961925071324,0.0,0.010585734412974203,0.005382728485708292,0.011817216091577959,0.015980419726708005,0.04403267920944767,0.3174738173894708,0.0019955430822822333
argn_continued,1,raw,1,214.0,5110.0,0.047223564816305075,0.2043986894545419,0.2760931202069209,0.08068997345806557,0.0261876037751745,0.014193692006178803,0.0209651827496177,0.0471416401612851,0.0,0.02498428383326286,0.020479146607354032,0.03200282666829489,0.03596270269496643,0.04423867560052949,0.32024531697886804,0.15979969080636883
argn_continued,1,raw,pooled,2048.0,48920.0,0.016321056022744185,0.15979594967870017,0.27368190526746167,0.0007103309871967575,0.02584843935942562,0.0041479406736725745,0.0062274517100301225,0.03207520640833917,0.0,0.010611443677313393,0.005295517947211392,0.012484398391988656,0.015150947804831305,0.04405626642344127,0.317738171690903,0.015427965698071373
argn_original,0,direct,0,1834.0,43810.0,0.01964702614198189,0.05786786040237995,0.006154257694888351,2.8743040335166592e-05,0.015509256507515563,0.005395189436612731,0.006319762842588168,0.036413357257972456,7.941045676894734e-06,0.01440995038988893,0.005383113726095031,0.012034626650303434,0.015980419726708005,0.31749529007597704,0.3121599775075561,0.0036464737478363
argn_original,0,direct,1,214.0,5110.0,0.04864808960749894,0.1284473404748431,0.0111906513119999,0.00019078228253132916,0.016148461075678598,0.008669865773575466,0.01366797496724619,0.04022260558314195,3.4041394335511986e-05,0.030852220861251767,0.01273887094124733,0.02214207487025506,0.03596270269496643,0.3117010790867866,0.31017932137857473,0.00914246248658483
argn_original,0,direct,pooled,2048.0,48920.0,0.020795785707695084,0.056312430690605465,0.005277824562660038,2.0621533666874175e-05,0.015366808924733218,0.0039795878305947845,0.005803751293259061,0.03459696901621861,1.0667349377026797e-05,0.01579882891482898,0.005346395598957073,0.011614073073908214,0.015150947804831305,0.3168888353806263,0.3119710563295204,0.0028572293346224016
argn_original,0,gap,0,1834.0,43810.0,0.041139599664805994,0.08594451656028168,0.08554001647448221,5.223101658081104e-05,0.014788929985272342,0.005502587651386071,0.006376982355042267,0.036429328967345645,3.970522838447367e-06,0.03799661376313721,0.00540088877494066,0.012056038377560427,0.015980419726708005,0.39769999398203826,0.3121599775075561,0.004918526431378423
argn_original,0,gap,1,214.0,5110.0,0.05905911272002337,0.14435408156194426,0.08403421515251462,0.0003317014441096457,0.018570066603170152,0.009120963431078162,0.013627636334774504,0.04038108802039821,3.4041394335511986e-05,0.045947945922218354,0.013023353769558951,0.022068223031800217,0.03596270269496643,0.3942135365310894,0.31017932137857473,0.01307248067430438
argn_original,0,gap,pooled,2048.0,48920.0,0.05209518090763021,0.08367100883217654,0.0853762870445659,3.6916234684000684e-05,0.015049271197530968,0.004033640201599132,0.005826506170947913,0.034887869994990404,7.111566251351198e-06,0.049178676438766965,0.005349802521824339,0.011614307966534135,0.015150947804831305,0.3973473433740862,0.3119710563295204,0.003927479746263211
argn_original,0,level,0,1834.0,43810.0,0.04113692314043054,0.08581838365735085,0.08540387965509817,3.283326260614998e-05,0.014576937453357362,0.00551571093792507,0.006364292812993204,0.03647087749446729,3.970522838447367e-06,0.03788124198030105,0.00540088877494066,0.012054054581995294,0.015980419726708005,0.39756385716265424,0.3121599775075561,0.0039788253702512
argn_original,0,level,1,214.0,5110.0,0.05874850753112209,0.14371770201326847,0.08352197835119463,0.0002225111131161239,0.018892478677846644,0.009143079736547285,0.013923309252150093,0.04020647162423805,3.4041394335511986e-05,0.0457649233160241,0.012874851307935947,0.022001966596606973,0.03596270269496643,0.39370129972976936,0.31017932137857473,0.012912740600161893
argn_original,0,level,pooled,2048.0,48920.0,0.05181538529750713,0.08367241348561057,0.08519766926418453,2.218685500506975e-05,0.01488613470282974,0.004042661679767148,0.005812283038445211,0.03494930008837188,7.111566251351198e-06,0.04892925508775022,0.005349802521824339,0.011611819177240077,0.015150947804831305,0.3971687255937049,0.3119710563295204,0.0032418443901130046
argn_original,0,raw,0,1834.0,43810.0,0.01641230500113733,0.16011661671890767,0.26660800066956897,1.8244552380248286e-05,0.014776685791209838,0.003889377808449282,0.007686038421992947,0.03956577359228702,2.38231370306842e-05,0.00915419930350886,0.005489571398975508,0.01286692266275931,0.015980419726708005,0.04555197683798706,0.3121599775075561,0.0019464102665024804
argn_original,0,raw,1,214.0,5110.0,0.042009790613814574,0.2016059655186505,0.2642903725470977,0.00028512353112230773,0.019216845280050635,0.01377483815742484,0.013972684137687824,0.05155413387678184,0.0,0.019784401611795704,0.013756865170832633,0.023841512824063996,0.03596270269496643,0.045888948831477046,0.31017932137857473,0.00963750400303883
argn_original,0,raw,pooled,2048.0,48920.0,0.015291853851986467,0.15758284987228197,0.2663791249168861,1.4522011637588516e-05,0.015189228377487951,0.00461887580929428,0.00766074013494238,0.039221338542326574,2.1334698754053594e-05,0.008647333141150465,0.005527386038285805,0.012529884159704333,0.015150947804831305,0.04559193141263426,0.3119710563295204,0.0017122221578276039
