family,kappa,variant,group,observed_repeat,predicted_repeat,repeat_mean_bias,repeat_brier,train_mean_brier,mark_nll,uniform_mark_nll,curve_l1
U,0,direct,0,0.31215997750755603,0.3172704970765818,0.005110519569025751,0.21474671167354223,0.21474220839988342,3.473966240535657,4.1588830833596715,0.005110519569071484
U,0,direct,1,0.31017932137857473,0.3118370113081976,0.001657689929622841,0.21394141926868956,0.21397090418691228,3.4816805468209155,4.1588830833596715,0.00639087528517763
U,0,direct,pooled,0.3119710563295204,0.3167522342054133,0.004781177875892939,0.214669900364622,0.21466778354492125,3.474702055203239,4.1588830833596715,0.0047811778759492465
U,0,gap,0,0.31215997750755603,0.3145128180014748,0.002352840493918734,0.15888415099600395,0.21474220839988342,3.346369267881665,4.1588830833596715,0.0028510850382636793
U,0,gap,1,0.31017932137857473,0.3098911336882303,0.00028818769034447134,0.1598853819166274,0.21397090418691228,3.3588664200588187,4.1588830833596715,0.0029672248406500297
U,0,gap,pooled,0.3119710563295204,0.3140719872928064,0.0021009309632860074,0.15897965153354915,0.21466778354492125,3.3475612853534775,4.1588830833596715,0.002435518985078392
U,0,level,0,0.31215997750755603,0.3145121741872322,0.0023521966796761495,0.15888216457707016,0.21474220839988342,3.3463618829495343,4.1588830833596715,0.002594759851874349
U,0,level,1,0.31017932137857473,0.30988669673386277,0.0002926246447119696,0.159889338106746,0.21397090418691228,3.358876642568883,4.1588830833596715,0.003454777042646346
U,0,level,pooled,0.3119710563295204,0.31407098167699193,0.002099925347471554,0.1589782319392582,0.21466778354492125,3.3475555798742676,4.1588830833596715,0.002272103482093948
U,0,raw,0,0.31215997750755603,0.31487756967544556,0.0027175921678895265,0.15888856656129835,0.21474220839988342,3.346377372741699,4.1588830833596715,0.0030062660821834238
U,0,raw,1,0.31017932137857473,0.3117828369140625,0.001603515535487765,0.15990399874000918,0.21397090418691228,3.358888864517212,4.1588830833596715,0.0033549219821859947
U,0,raw,pooled,0.3119710563295204,0.3145824074745178,0.0026113511449974425,0.1589854216592684,0.21466778354492125,3.3475708961486816,4.1588830833596715,0.0027963709285838017
U,1,direct,0,0.3174738173894707,0.3164155493297163,0.0010582680597544525,0.2166903001934842,0.21668530928625124,3.4563481275029693,4.1588830833596715,0.002920033337272829
U,1,direct,1,0.3202453169788681,0.3202658489391125,2.0531960244374314e-05,0.18563075119540162,0.21769513517791528,3.3678337523608786,4.1588830833596715,0.008952545600180328
U,1,direct,pooled,0.31773817169090296,0.3167828029520659,0.0009553687388370591,0.21372774324070692,0.21678207081612183,3.4479053494860015,4.1588830833596715,0.003126324286461509
U,1,gap,0,0.3174738173894707,0.31635522750101364,0.0011185898884571166,0.15958393407921972,0.21668530928625124,3.3265277467811636,4.1588830833596715,0.001438636259539913
U,1,gap,1,0.3202453169788681,0.32046276558428366,0.0003155846774203497,0.14133465096978054,0.21769513517791528,3.268469625440461,4.1588830833596715,0.0070886279723053865
U,1,gap,pooled,0.31773817169090296,0.3167470173337681,0.0009911543571348436,0.15784326036362883,0.21678207081612183,3.320989981533712,4.1588830833596715,0.00141608748956581
U,1,level,0,0.3174738173894707,0.3163535940196881,0.001120223369782597,0.15958332766640015,0.21668530928625124,3.3265260941822596,4.1588830833596715,0.001466029847710349
U,1,level,1,0.3202453169788681,0.32027815467581877,0.0003906123151615759,0.14152524772424913,0.21769513517791528,3.2689830049757926,4.1588830833596715,0.011148530553963625
U,1,level,pooled,0.31773817169090296,0.31672793089299983,0.001010240797903128,0.1578608915070815,0.21678207081612183,3.3210374543110417,4.1588830833596715,0.002312833228366738
U,1,raw,0,0.3174738173894707,0.31374989449977875,0.0037239228896919774,0.15959339412975226,0.21668530928625124,3.326571464538574,4.1588830833596715,0.0037239293334203694
U,1,raw,1,0.3202453169788681,0.3221595734357834,0.0019142564569152865,0.14152384368709575,0.21769513517791528,3.2689952850341797,4.1588830833596715,0.01108477771049753
U,1,raw,pooled,0.31773817169090296,0.31455203890800476,0.003186132782898199,0.15786986387821006,0.21678207081612183,3.3210796117782593,4.1588830833596715,0.0033848382257210654
argn_continued,0,direct,0,0.31215997750755603,0.3172707963664164,0.005110818858860416,0.21474677426914235,0.21474220839988342,3.5753768595185353,4.1588830833596715,0.005110818858812316
argn_continued,0,direct,1,0.31017932137857473,0.3118274459081597,0.00164812452958496,0.21394118899659761,0.21397090418691228,3.5844925301868678,4.1588830833596715,0.0065468538727237145
argn_continued,0,direct,pooled,0.3119710563295204,0.3167515925702664,0.004780536240746036,0.21466993502558543,0.21466778354492125,3.5762463407051213,4.1588830833596715,0.0047805362407070204
argn_continued,0,gap,0,0.31215997750755603,0.3140215863476084,0.0018616088400523756,0.2015114302249007,0.21474220839988342,3.5561022551278167,4.1588830833596715,0.0026049457367879475
argn_continued,0,gap,1,0.31017932137857473,0.30631332809813316,0.003865993280441571,0.20267961569950785,0.21397090418691228,3.5693233369586013,4.1588830833596715,0.0061161450981999585
argn_continued,0,gap,pooled,0.3119710563295204,0.3132863485606014,0.0013152922310810111,0.20162285541011973,0.21466778354492125,3.557363323274796,4.1588830833596715,0.0019357791303104802
argn_continued,0,level,0,0.31215997750755603,0.3140183098213747,0.0018583323138186558,0.20150641358269372,0.21474220839988342,3.556090189749038,4.1588830833596715,0.0019860058456344903
