family,kappa,variant,group,observed_repeat,predicted_repeat,repeat_mean_bias,repeat_brier,train_mean_brier,mark_nll,uniform_mark_nll,curve_l1
argn_continued,0,level,1,0.31017932137857473,0.30634524854514356,0.003834072833431179,0.20270307655271835,0.21397090418691228,3.5693738229838186,4.1588830833596715,0.007144685891490496
argn_continued,0,level,pooled,0.3119710563295204,0.31328642923178895,0.0013153729022685468,0.20162055504051707,0.21466778354492125,3.557357224244621,4.1588830833596715,0.0013488292590606078
argn_continued,0,raw,0,0.31215997750755603,0.08090206980705261,0.23125790770050342,0.25452374947109596,0.21474220839988342,3.8303561210632324,4.1588830833596715,0.23125791642363966
argn_continued,0,raw,1,0.31017932137857473,0.0777038000524044,0.23247552132617033,0.25588855878329175,0.21397090418691228,3.8466272354125977,4.1588830833596715,0.23247551943450093
argn_continued,0,raw,pooled,0.3119710563295204,0.08059700578451157,0.2313740505450088,0.25465392925307895,0.21466778354492125,3.8319079875946045,4.1588830833596715,0.23137405520806864
argn_continued,1,direct,0,0.3174738173894707,0.3164163206381665,0.0010574967513042044,0.216690490387871,0.21668530928625124,3.519466694636013,4.1588830833596715,0.0030828209568293315
argn_continued,1,direct,1,0.3202453169788681,0.32002664986988527,0.00021866710898282848,0.18545351422157463,0.21769513517791528,3.4266772265976737,4.1588830833596715,0.00809864005130614
argn_continued,1,direct,pooled,0.31773817169090296,0.31676068513514954,0.0009774865557534151,0.2137110098767112,0.21678207081612183,3.510616144884037,4.1588830833596715,0.00308506179725586
argn_continued,1,gap,0,0.3174738173894707,0.3165130714623404,0.000960745927130302,0.20489298692707178,0.21668530928625124,3.4941910361773374,4.1588830833596715,0.0022329082036051965
argn_continued,1,gap,1,0.3202453169788681,0.31939946884784737,0.00313267663203054,0.17733979885121337,0.21769513517791528,3.410303782654921,4.1588830833596715,0.009524669043048918
argn_continued,1,gap,pooled,0.31773817169090296,0.31678838507502166,0.0009497866158812984,0.20226487764865456,0.21678207081612183,3.4861896074963363,4.1588830833596715,0.0024200391552773584
argn_continued,1,level,0,0.3174738173894707,0.3165151460300888,0.0009586713593819074,0.20489491674934407,0.21668530928625124,3.494193655004227,4.1588830833596715,0.002718056753458732
argn_continued,1,level,1,0.3202453169788681,0.3172603260501181,0.003031009328530593,0.2049589453415943,0.21769513517791528,3.480255152717894,4.1588830833596715,0.14519611836049318
argn_continued,1,level,pooled,0.31773817169090296,0.31658622363168387,0.0011519480592190878,0.2049010239967854,0.21678207081612183,3.492864157049758,4.1588830833596715,0.013028885560000359
argn_continued,1,raw,0,0.3174738173894707,0.04664794076234102,0.2708258766271297,0.28291074959958284,0.21668530928625124,3.963667154312134,4.1588830833596715,0.2708258759840707
argn_continued,1,raw,1,0.3202453169788681,0.045911054126918316,0.2743342628519498,0.28578892561236735,0.21769513517791528,3.957972288131714,4.1588830833596715,0.27433426223939766
argn_continued,1,raw,pooled,0.31773817169090296,0.04657765571027994,0.271160515980623,0.28318527903201335,0.21678207081612183,3.963123917579651,4.1588830833596715,0.27116051684103837
argn_original,0,direct,0,0.31215997750755603,0.3172707963664164,0.005110818858860416,0.21474677426914235,0.21474220839988342,3.576296563348818,4.1588830833596715,0.005110818858812316
argn_original,0,direct,1,0.31017932137857473,0.3118274459081597,0.00164812452958496,0.21394118899659761,0.21397090418691228,3.584406326845943,4.1588830833596715,0.0065468538727237145
argn_original,0,direct,pooled,0.3119710563295204,0.3167515925702664,0.004780536240746036,0.21466993502558543,0.21466778354492125,3.577070097962449,4.1588830833596715,0.0047805362407070204
argn_original,0,gap,0,0.31215997750755603,0.31454524428905406,0.0023852667814980577,0.19081831031019375,0.21474220839988342,3.5235710445818373,4.1588830833596715,0.0030204768056841724
argn_original,0,gap,1,0.31017932137857473,0.30860064050155844,0.0015786808770163197,0.19124038514422798,0.21397090418691228,3.534198266282173,4.1588830833596715,0.005230575106718602
argn_original,0,gap,pooled,0.3119710563295204,0.3139782293821976,0.0020071730526772247,0.19085856912831878,0.21466778354492125,3.524584702234722,4.1588830833596715,0.002450653730918995
argn_original,0,level,0,0.31215997750755603,0.3145432370472932,0.0023832595397371703,0.1908125929954534,0.21474220839988342,3.5235574919280825,4.1588830833596715,0.002401231471775438
argn_original,0,level,1,0.31017932137857473,0.30863545144789983,0.0015438699306748738,0.19126362848241646,0.21397090418691228,3.534254985899609,4.1588830833596715,0.006275358965508529
argn_original,0,level,pooled,0.3119710563295204,0.3139797339744031,0.002008677644882717,0.1908556141712578,0.21466778354492125,3.5245778523700384,4.1588830833596715,0.0020086776448780437
argn_original,0,raw,0,0.31215997750755603,0.05052855424582958,0.26163142326172645,0.27300071194445874,0.21474220839988342,3.907065987586975,4.1588830833596715,0.26163142450881305
argn_original,0,raw,1,0.31017932137857473,0.049546925351023674,0.26063239602755106,0.27235747074550504,0.21397090418691228,3.9161529541015625,4.1588830833596715,0.26063239748959904
argn_original,0,raw,pooled,0.3119710563295204,0.05043492279946804,0.26153613353005234,0.27293935758653204,0.21466778354492125,3.90793240070343,4.1588830833596715,0.26153613418627913
argn_original,1,direct,0,0.3174738173894707,0.3164163206381665,0.0010574967513042044,0.216690490387871,0.21668530928625124,3.4792051353997704,4.1588830833596715,0.0030828209568293315
argn_original,1,direct,1,0.3202453169788681,0.32002664986988527,0.00021866710898282848,0.18545351422157463,0.21769513517791528,3.385710305780777,4.1588830833596715,0.00809864005130614
argn_original,1,direct,pooled,0.31773817169090296,0.31676068513514954,0.0009774865557534151,0.2137110098767112,0.21678207081612183,3.4702873060535175,4.1588830833596715,0.00308506179725586
argn_original,1,gap,0,0.3174738173894707,0.31610584820345355,0.0013679691860171428,0.21224399686432582,0.21668530928625124,3.4695020878735865,4.1588830833596715,0.0029038842293526764
argn_original,1,gap,1,0.3202453169788681,0.31958613062579333,0.0006591863530747422,0.18207526089312276,0.21769513517791528,3.3782972889062224,4.1588830833596715,0.008334447924839661
argn_original,1,gap,pooled,0.31773817169090296,0.31643780842890845,0.0013003632619945082,0.20936640844494775,0.21678207081612183,3.4608026888152135,4.1588830833596715,0.0029600807387852096
argn_original,1,level,0,0.3174738173894707,0.31610845740758425,0.0013653599818864715,0.21223935730018306,0.21668530928625124,3.469490938759323,4.1588830833596715,0.002508916852278905
argn_original,1,level,1,0.3202453169788681,0.3172996041207008,0.002945712858167332,0.21286756079979907,0.21769513517791528,3.4560591279541573,4.1588830833596715,0.15835185940884636
argn_original,1,level,pooled,0.31773817169090296,0.31622207270756614,0.0015160989833368221,0.21229927731530185,0.21678207081612183,3.468209770623504,4.1588830833596715,0.01586317328636503
argn_original,1,raw,0,0.3174738173894707,0.020378380082547665,0.29709543730692306,0.30415122942189277,0.21668530928625124,4.105725526809692,4.1588830833596715,0.2970954360371475
argn_original,1,raw,1,0.3202453169788681,0.02044056821614504,0.29980474876272306,0.3066965379389176,0.21769513517791528,4.100440502166748,4.1588830833596715,0.29980474868757034
argn_original,1,raw,pooled,0.31773817169090296,0.02038431353867054,0.2973538581522324,0.3043940089112067,0.21678207081612183,4.105221509933472,4.1588830833596715,0.2973538587537894
