family,kappa,index,variant,group,repeat_curve_mean,repeat_curve_tape_min,repeat_curve_tape_max,null_shape_mean,null_shape_tape_min,null_shape_tape_max,mark_tv_mean,passes_relation,passes_null_shape,passes_distribution_cost,passes_generation_screen,delta_gap_ks,delta_mark_sparse_tv,delta_amount_ks,delta_length_scaled_w1
argn_continued,0,20260920,level,0,0.09302932216688857,0.0906351996794694,0.0961259185324311,0.005187158171266067,0.0043174679269358,0.0061522941546772,0.028868572932756503,False,True,False,False,3.9705228384478986e-05,0.0196554788199788,0.0,0.0
argn_continued,0,20260920,level,1,0.09366416503323131,0.0892433722068221,0.0993519827613857,0.014980816978917634,0.0114363418635697,0.016990044866994,0.048181996002763905,False,True,False,False,-0.0002883613133125,0.0242904305942157,0.0004067993183646,0.0
argn_continued,0,20260920,level,pooled,0.0930878322872974,0.090850201506893,0.0953882977936563,0.004047769180756667,0.002883550888396,0.0059200283256387,0.040107097295107336,False,True,False,False,0.0001493428912783,0.0314404344331704,0.0,0.0
argn_continued,0,20260920,raw,0,0.2510560830818516,0.2495067500068126,0.2519445208099231,0.002783122444355267,0.0019972410401324,0.0038095509204349,0.009213094112777634,False,True,True,False,0.0,0.0,0.0,0.0
argn_continued,0,20260920,raw,1,0.2487224322557701,0.2406933582070997,0.2538113441376,0.0092565404436537,0.0063509085424031,0.011758121102653,0.0238915654085482,False,True,True,False,0.0,0.0,0.0,0.0
argn_continued,0,20260920,raw,pooled,0.2508422252273755,0.2497848433050382,0.2519517493190487,0.0022249949322025,0.0010107437894436,0.0034265425949892,0.0086666628619369,False,True,True,False,0.0,0.0,0.0,0.0
argn_continued,0,20260921,direct,0,0.0058405131998514334,0.0045110962040989,0.0079016979040802,0.003928261392073967,0.0031333674222714,0.0045517049811561,0.016531221922458133,True,True,True,True,1.5211732468703096e-05,0.0075791329635331,-3.7316607055899376e-06,0.0
argn_continued,0,20260921,direct,1,0.011841329365430331,0.0091118484525129,0.0133140835605323,0.010605966538499233,0.0087967289189314,0.0124868762650878,0.0272803234925918,True,True,True,True,0.0014779334246271,0.0001338551525733,-9.951002563485243e-06,0.0
argn_continued,0,20260921,direct,pooled,0.005452774945618,0.0039260396772187,0.0082708634570431,0.0030811575529592,0.0019655922393474,0.0044317156880264,0.014080070632722534,True,True,True,True,5.6892530010806304e-05,0.0034305706075019,-6.813845734532364e-06,0.0
argn_continued,0,20260921,gap,0,0.24086783188701943,0.2378545028298792,0.2454344996575896,0.004271688256720467,0.003918523090794,0.0046982646052861,0.11243921191001487,False,True,False,False,0.0001427955964639,0.1034871229510899,-1.5205541077553328e-05,0.0
