dataset,model,variant,generation_seed,reused,gap_tv,mark_tv,root_tv,root_amount_joint_tv,merchant_amount_joint_tv,gap_root_transition_joint_tv,unambiguous_gap_root_transition_tv,amount_ks,length_ks,generated_events,generated_entities,generated_max_length,unknown_mark_rate,unknown_root_rate,invalid_amount_rate,invalid_gap_rate,noninteger_gap_rate,generated_unambiguous_fraction,daily_gap_mark_joint_tv,daily_gap_count_joint_tv
sparkov,ARGN,raw,20261022,True,0.07601806330376973,0.058693004275032545,0.04225505805736573,0.22469967580519207,0.3192521061669932,0.19486482422966514,0.1940135028778115,0.020935940102163597,0.16873937074829937,126034,128,3123,0.0,0.0,0.0,0.0,0.0,0.9928200403475609,,
sparkov,CPAR_tail,raw,20261021,True,0.4079333339507446,0.059527879042794093,0.04644145965102769,0.49425894315826807,0.5048436127008366,0.4282857812124149,0.3713211035853513,0.30024571697462304,0.09566326530612246,165024,128,3112,0.0,0.0,0.0,0.0,0.0,0.4717882786726179,,
sparkov,CPAR_tail,raw,20261022,True,0.4085640345135236,0.05780478084796328,0.045411306461188634,0.4946183370498292,0.5051579259409292,0.4283269008677455,0.3720797965824998,0.30144554245455324,0.09566326530612246,165024,128,3112,0.0,0.0,0.0,0.0,0.0,0.4710544828255385,,
sparkov,U_amount,raw,20261021,False,0.028717682819144386,0.05431525496059626,0.023781158061908184,0.09371979452107318,0.14628824041023913,0.1508082802591556,0.15080360997335096,0.04913647123207293,0.09566326530612246,165024,128,3112,0.0,0.0,0.0,0.0,0.0,0.9999272268581408,,
sparkov,U_amount,raw,20261022,False,0.030093424660546146,0.052033889095925254,0.02164813498647674,0.0818201922718707,0.13974091925806292,0.1509682982435533,0.1509577086194129,0.037202126293753524,0.09566326530612246,165024,128,3112,0.0,6.059724646112081e-06,0.0,0.0,0.0,0.9999818067145352,,
sparkov,U_amount,gap,20261021,False,0.028741940533097428,0.05446934644876595,0.02402354704775269,0.09530744237835453,0.14733390975249938,0.1508771672565899,0.15087658236721005,0.050475670378863746,0.09566326530612246,165024,128,3112,0.0,0.0,0.0,0.0,0.0,0.9999090335726761,,
sparkov,U_amount,gap,20261022,False,0.030202584373334833,0.05195954230676862,0.0214784626963856,0.08142612755801479,0.13965475815572315,0.15095128415441117,0.150940713186189,0.03686884143821739,0.09566326530612246,165024,128,3112,0.0,6.059724646112081e-06,0.0,0.0,0.0,0.9999818067145352,,
sparkov,G_amount,raw,20261021,False,0.11451199930973607,0.05602791622725297,0.025590587612976105,0.08037515573114792,0.13877668847257613,0.18614556218728553,0.1861226858787448,0.032891356170102914,0.09566326530612246,165024,128,3112,0.0,0.0,0.0,0.0,0.0,0.9999636134290705,,
sparkov,G_amount,raw,20261022,False,0.11372362360626237,0.05261001136448747,0.023460226980314337,0.07268960083797366,0.13643160846570992,0.18584482804806599,0.18582649165199427,0.02363383686414028,0.09566326530612246,165024,128,3112,0.0,6.059724646112081e-06,0.0,0.0,0.0,0.9999636134290705,,
sparkov,G_amount,gap,20261021,False,0.11462115902252473,0.056046095401191307,0.025590587612976105,0.0803630362818557,0.1387703819291427,0.1861698199012386,0.186146944475385,0.03286105754687235,0.09566326530612246,165024,128,3112,0.0,0.0,0.0,0.0,0.0,0.9999636134290705,,
sparkov,G_amount,gap,20261022,False,0.1138509766045158,0.05263967350164252,0.023502645052837112,0.07265930221474311,0.13647326664276355,0.1858910518483028,0.18587271767071847,0.023490863864437384,0.09566326530612246,165024,128,3112,0.0,6.059724646112081e-06,0.0,0.0,0.0,0.9999636134290705,,
