kappa,trial,name,variant,group,observed_repeat,predicted_repeat,repeat_mean_bias,repeat_brier,train_mean_brier,mark_nll,uniform_mark_nll,curve_l1
0,0,U,raw,pooled,0.3119710563295204,0.3067771792411804,0.00519387708833996,0.1583832740924134,0.21466778354492125,3.3459274768829346,4.1588830833596715,0.00519390196029202
0,0,U,raw,0,0.31215997750755603,0.3072926998138428,0.004867277693713257,0.1583419879270284,0.21474220839988342,3.345046043395996,4.1588830833596715,0.0048673150431329
0,0,U,raw,1,0.31017932137857473,0.3018880784511566,0.008291242927418119,0.15877483350507374,0.21397090418691228,3.35429048538208,4.1588830833596715,0.008675905234968173
0,0,U,gap,pooled,0.3119710563295204,0.3140495349599679,0.0020784786304475222,0.15835133103731427,0.21466778354492125,3.3458641279239436,4.1588830833596715,0.0025320329146878862
0,0,U,gap,0,0.31215997750755603,0.31447964091787983,0.0023196634103238023,0.15831399288359718,0.21474220839988342,3.3450027124988737,4.1588830833596715,0.0028719606070138947
0,0,U,gap,1,0.31017932137857473,0.30997039526047193,0.00020892611810280348,0.15870544737151407,0.21397090418691228,3.354033821446031,4.1588830833596715,0.0031178382183617006
0,0,U,direct,pooled,0.3119710563295204,0.3167522342054133,0.004781177875892939,0.214669900364622,0.21466778354492125,3.4748655566661464,4.1588830833596715,0.0047811778759492465
0,0,U,direct,0,0.31215997750755603,0.3172704970765818,0.005110519569025751,0.21474671167354223,0.21474220839988342,3.4742986246460794,4.1588830833596715,0.005110519569071484
0,0,U,direct,1,0.31017932137857473,0.3118370113081976,0.001657689929622841,0.21394141926868956,0.21397090418691228,3.480242359445625,4.1588830833596715,0.00639087528517763
0,0,G,raw,pooled,0.3119710563295204,0.30665478110313416,0.0053162752263862245,0.15837943461655044,0.21466778354492125,3.3459393978118896,4.1588830833596715,0.005316260970105703
0,0,G,raw,0,0.31215997750755603,0.30718082189559937,0.004979155611956665,0.15833606048994253,0.21474220839988342,3.345036506652832,4.1588830833596715,0.004979101207295571
0,0,G,raw,1,0.31017932137857473,0.30166542530059814,0.00851389607797659,0.15879079632527052,0.21397090418691228,3.354503870010376,4.1588830833596715,0.008548372959496234
0,0,G,gap,pooled,0.3119710563295204,0.3141165354921186,0.0021454791625982184,0.15834906503338478,0.21466778354492125,3.3458699797358307,4.1588830833596715,0.00249554149181995
0,0,G,gap,0,0.31215997750755603,0.3145514088327281,0.0023914313251720554,0.15830928380516712,0.21474220839988342,3.3449872023779617,4.1588830833596715,0.002828873180590049
0,0,G,gap,1,0.31017932137857473,0.3099921817711323,0.00018713960744243252,0.15872635157018364,0.21397090418691228,3.3542422705633808,4.1588830833596715,0.0030742230785305805
0,0,G,direct,pooled,0.3119710563295204,0.3167522342054133,0.004781177875892939,0.214669900364622,0.21466778354492125,3.4748701725982634,4.1588830833596715,0.0047811778759492465
0,0,G,direct,0,0.31215997750755603,0.3172704970765818,0.005110519569025751,0.21474671167354223,0.21474220839988342,3.474295495254433,4.1588830833596715,0.005110519569071484
0,0,G,direct,1,0.31017932137857473,0.3118370113081976,0.001657689929622841,0.21394141926868956,0.21397090418691228,3.480320432294725,4.1588830833596715,0.00639087528517763
0,0,C,raw,pooled,0.3119710563295204,0.31058186292648315,0.0013891934030372255,0.15907321316696593,0.21466778354492125,3.3488223552703857,4.1588830833596715,0.0018862807936304504
0,0,C,raw,0,0.31215997750755603,0.31106358766555786,0.0010963898419981688,0.15905525006097612,0.21474220839988342,3.348003387451172,4.1588830833596715,0.0018530343217290838
0,0,C,raw,1,0.31017932137857473,0.3060131371021271,0.00416618427644766,0.15924357588206298,0.21397090418691228,3.3565866947174072,4.1588830833596715,0.005723727264916316
0,0,C,gap,pooled,0.3119710563295204,0.3144153336870753,0.002444277357554925,0.15909592272832665,0.21466778354492125,3.3488383591884783,4.1588830833596715,0.002615917652113341
0,0,C,gap,0,0.31215997750755603,0.3148050316379333,0.0026450541303772446,0.15907912958276751,0.21474220839988342,3.3480292199310964,4.1588830833596715,0.002887430362754298
0,0,C,gap,1,0.31017932137857473,0.3107194249164224,0.0005401035378476693,0.15925518949845505,0.21397090418691228,3.3565122637380282,4.1588830833596715,0.0026329825416473687
0,0,C,direct,pooled,0.3119710563295204,0.3167522342054133,0.004781177875892939,0.214669900364622,0.21466778354492125,3.475249728358595,4.1588830833596715,0.0047811778759492465
0,0,C,direct,0,0.31215997750755603,0.3172704970765818,0.005110519569025751,0.21474671167354223,0.21474220839988342,3.474696237694388,4.1588830833596715,0.005110519569071484
0,0,C,direct,1,0.31017932137857473,0.3118370113081976,0.001657689929622841,0.21394141926868956,0.21397090418691228,3.4804990528567465,4.1588830833596715,0.00639087528517763
0,1,U,raw,pooled,0.3119710563295204,0.3120095431804657,3.848685094531845e-05,0.15876059666377956,0.21466778354492125,3.3469231128692627,4.1588830833596715,0.00143646809552706
0,1,U,raw,0,0.31215997750755603,0.31233224272727966,0.00017226521972363296,0.1587492568547019,0.21474220839988342,3.3458242416381836,4.1588830833596715,0.0018199326007680547
0,1,U,raw,1,0.31017932137857473,0.30894938111305237,0.0012299402655223668,0.15886814380313552,0.21397090418691228,3.35734224319458,4.1588830833596715,0.004343182746012779
0,1,U,gap,pooled,0.3119710563295204,0.31412258969729595,0.002151533367775571,0.15876975323806156,0.21466778354492125,3.3469401133207044,4.1588830833596715,0.002469186180758764
0,1,U,gap,0,0.31215997750755603,0.31458977480467826,0.002429797297122227,0.15876108721020527,0.21474220839988342,3.3458481092427146,4.1588830833596715,0.00283029320506849
0,1,U,gap,1,0.31017932137857473,0.3096917900687863,0.00048753130978845816,0.15885194214434223,0.21397090418691228,3.357296717558805,4.1588830833596715,0.003087399762170353
0,1,U,direct,pooled,0.3119710563295204,0.3167522342054133,0.004781177875892939,0.214669900364622,0.21466778354492125,3.4745329977771195,4.1588830833596715,0.0047811778759492465
0,1,U,direct,0,0.31215997750755603,0.3172704970765818,0.005110519569025751,0.21474671167354223,0.21474220839988342,3.4737311377271123,4.1588830833596715,0.005110519569071484
0,1,U,direct,1,0.31017932137857473,0.3118370113081976,0.001657689929622841,0.21394141926868956,0.21397090418691228,3.482137866073537,4.1588830833596715,0.00639087528517763
0,1,G,raw,pooled,0.3119710563295204,0.31224480271339417,0.00027374638387378525,0.15878424916037376,0.21466778354492125,3.347003698348999,4.1588830833596715,0.0013813911239444854
0,1,G,raw,0,0.31215997750755603,0.3125452399253845,0.00038526241782849135,0.1587743791795177,0.21474220839988342,3.3459088802337646,4.1588830833596715,0.0017733902491405583
0,1,G,raw,1,0.31017932137857473,0.3093954622745514,0.0007838591040233434,0.1588778563983175,0.21397090418691228,3.3573877811431885,4.1588830833596715,0.004049843488240363
0,1,G,gap,pooled,0.3119710563295204,0.3141781509235188,0.0022070945939984266,0.15879373814764536,0.21466778354492125,3.347021049314955,4.1588830833596715,0.0025256302758642018
0,1,G,gap,0,0.31215997750755603,0.31463186676085775,0.002471889253301718,0.15878658490485434,0.21474220839988342,3.3459324794987415,4.1588830833596715,0.0028885527406676275
0,1,G,gap,1,0.31017932137857473,0.3098750943154116,0.00030422706316313164,0.15886157974833073,0.21397090418691228,3.3573450828962264,4.1588830833596715,0.0031713910396438958
0,1,G,direct,pooled,0.3119710563295204,0.3167522342054133,0.004781177875892939,0.214669900364622,0.21466778354492125,3.474532268227935,4.1588830833596715,0.0047811778759492465
0,1,G,direct,0,0.31215997750755603,0.3172704970765818,0.005110519569025751,0.21474671167354223,0.21474220839988342,3.4737384655000043,4.1588830833596715,0.005110519569071484
0,1,G,direct,1,0.31017932137857473,0.3118370113081976,0.001657689929622841,0.21394141926868956,0.21397090418691228,3.4820607206046272,4.1588830833596715,0.00639087528517763
0,1,C,raw,pooled,0.3119710563295204,0.31263187527656555,0.000660818947045172,0.15962675962531944,0.21466778354492125,3.349879741668701,4.1588830833596715,0.0014463301499962585
0,1,C,raw,0,0.31215997750755603,0.3130851686000824,0.0009251910925263673,0.15966054782172281,0.21474220839988342,3.348890781402588,4.1588830833596715,0.0018401014590230733
0,1,C,raw,1,0.31017932137857473,0.30833226442337036,0.0018470569552043736,0.15930631120839367,0.21397090418691228,3.3592584133148193,4.1588830833596715,0.004398454915173146
0,1,C,gap,pooled,0.3119710563295204,0.314388227057765,0.0024171707282445998,0.15963963900791026,0.21466778354492125,3.349895877918592,4.1588830833596715,0.002543241820857974
0,1,C,gap,0,0.31215997750755603,0.3148131358642274,0.002653158356671348,0.15967519234536784,0.21474220839988342,3.348912797263984,4.1588830833596715,0.002912418782750401
0,1,C,gap,1,0.31017932137857473,0.3103583773213883,0.0001790559428135885,0.1593024499325098,0.21397090418691228,3.3592194486626004,4.1588830833596715,0.003477446974428674
0,1,C,direct,pooled,0.3119710563295204,0.3167522342054133,0.004781177875892939,0.214669900364622,0.21466778354492125,3.474801080811599,4.1588830833596715,0.0047811778759492465
0,1,C,direct,0,0.31215997750755603,0.3172704970765818,0.005110519569025751,0.21474671167354223,0.21474220839988342,3.474004094989966,4.1588830833596715,0.005110519569071484
0,1,C,direct,1,0.31017932137857473,0.3118370113081976,0.001657689929622841,0.21394141926868956,0.21397090418691228,3.482359721758447,4.1588830833596715,0.00639087528517763
0,2,U,raw,pooled,0.3119710563295204,0.3144720792770386,0.0025010229475181944,0.1590150371324216,0.21466778354492125,3.3473546504974365,4.1588830833596715,0.002501040723224619
0,2,U,raw,0,0.31215997750755603,0.31477227807044983,0.002612300562893799,0.15894374833518374,0.21474220839988342,3.3462369441986084,4.1588830833596715,0.0026123004040053146
0,2,U,raw,1,0.31017932137857473,0.3116251826286316,0.0014458612500568568,0.15969114253759698,0.21397090418691228,3.3579559326171875,4.1588830833596715,0.003653652338477094
0,2,U,gap,pooled,0.3119710563295204,0.31415675590459463,0.0021856995750742514,0.15901433364509818,0.21466778354492125,3.347356298357196,4.1588830833596715,0.0024025979785719993
0,2,U,gap,0,0.31215997750755603,0.3145531601468272,0.0023931826392711852,0.1589444590951423,0.21474220839988342,3.346240799296786,4.1588830833596715,0.0027516167220930964
0,2,U,gap,1,0.31017932137857473,0.3103972444358639,0.00021792305728918215,0.159677026280404,0.21397090418691228,3.3579357298167336,4.1588830833596715,0.0028975623807394207
