kappa,trial,name,variant,tape,group,bin,reference,generated
0,0,U,gap,20263002,0,0,0.3104568241191838,0.31401203487658114
0,0,U,gap,20263002,0,1,0.3129886595759668,0.3263685239491691
0,0,U,gap,20263002,0,2,0.3101617354245991,0.3285971795143675
0,0,U,gap,20263002,0,3,0.3123306948109059,0.3270727789447671
0,0,U,gap,20263002,0,4,0.31486420099656115,0.3220923076923077
0,0,U,gap,20263002,1,0,0.30737564322469985,0.3695219123505976
0,0,U,gap,20263002,1,1,0.2966818477553676,0.30124223602484473
0,0,U,gap,20263002,1,2,0.31898238747553814,0.3296903460837887
0,0,U,gap,20263002,1,3,0.3202592087312415,0.3528773072747014
0,0,U,gap,20263002,1,4,0.30789648307896483,0.3065049614112459
0,0,U,gap,20263003,pooled,0,0.310053451973242,0.3207986688851914
0,0,U,gap,20263003,pooled,1,0.3114509155645982,0.31963270660253607
0,0,U,gap,20263003,pooled,2,0.3109352336507536,0.3206948076204707
0,0,U,gap,20263003,pooled,3,0.3132337927514038,0.3174080175727622
0,0,U,gap,20263003,pooled,4,0.31417782572824776,0.32317895683453235
0,0,U,gap,20263003,0,0,0.3104568241191838,0.323397913561848
0,0,U,gap,20263003,0,1,0.3129886595759668,0.32085626911314985
0,0,U,gap,20263003,0,2,0.3101617354245991,0.3206742274477162
0,0,U,gap,20263003,0,3,0.3123306948109059,0.31872168482919067
0,0,U,gap,20263003,0,4,0.31486420099656115,0.3222933132605696
0,0,U,gap,20263003,1,0,0.30737564322469985,0.29906542056074764
0,0,U,gap,20263003,1,1,0.2966818477553676,0.30935251798561153
0,0,U,gap,20263003,1,2,0.31898238747553814,0.32087511394712853
0,0,U,gap,20263003,1,3,0.3202592087312415,0.30597014925373134
0,0,U,gap,20263003,1,4,0.30789648307896483,0.3308108108108108
0,0,U,direct,20263001,pooled,0,0.310053451973242,0.31952530228392295
0,0,U,direct,20263001,pooled,1,0.3114509155645982,0.3147775542141739
0,0,U,direct,20263001,pooled,2,0.3109352336507536,0.3268156424581006
0,0,U,direct,20263001,pooled,3,0.3132337927514038,0.30826167410471317
0,0,U,direct,20263001,pooled,4,0.31417782572824776,0.31598103010918716
0,0,U,direct,20263001,0,0,0.3104568241191838,0.3194392289397922
0,0,U,direct,20263001,0,1,0.3129886595759668,0.31672065786194864
0,0,U,direct,20263001,0,2,0.3101617354245991,0.32780731936190177
0,0,U,direct,20263001,0,3,0.3123306948109059,0.3071680662042108
0,0,U,direct,20263001,0,4,0.31486420099656115,0.31669324175150254
0,0,U,direct,20263001,1,0,0.30737564322469985,0.32025450689289503
0,0,U,direct,20263001,1,1,0.2966818477553676,0.29782608695652174
0,0,U,direct,20263001,1,2,0.31898238747553814,0.3185378590078329
0,0,U,direct,20263001,1,3,0.3202592087312415,0.31752577319587627
0,0,U,direct,20263001,1,4,0.30789648307896483,0.3096280087527352
0,0,U,direct,20263002,pooled,0,0.310053451973242,0.3225098727512067
0,0,U,direct,20263002,pooled,1,0.3114509155645982,0.3153005464480874
0,0,U,direct,20263002,pooled,2,0.3109352336507536,0.32358248646595117
0,0,U,direct,20263002,pooled,3,0.3132337927514038,0.32486468573953386
0,0,U,direct,20263002,pooled,4,0.31417782572824776,0.3214760638297872
0,0,U,direct,20263002,0,0,0.3104568241191838,0.3204086656819301
0,0,U,direct,20263002,0,1,0.3129886595759668,0.31809290953545233
0,0,U,direct,20263002,0,2,0.3101617354245991,0.32487525214990975
0,0,U,direct,20263002,0,3,0.3123306948109059,0.3257846153846154
0,0,U,direct,20263002,0,4,0.31486420099656115,0.3219734251968504
0,0,U,direct,20263002,1,0,0.30737564322469985,0.3397177419354839
0,0,U,direct,20263002,1,1,0.2966818477553676,0.29175257731958765
0,0,U,direct,20263002,1,2,0.31898238747553814,0.31261261261261264
0,0,U,direct,20263002,1,3,0.3202592087312415,0.3168103448275862
0,0,U,direct,20263002,1,4,0.30789648307896483,0.3169642857142857
0,0,U,direct,20263003,pooled,0,0.310053451973242,0.32257706808605013
0,0,U,direct,20263003,pooled,1,0.3114509155645982,0.31699346405228757
0,0,U,direct,20263003,pooled,2,0.3109352336507536,0.3256073722423904
0,0,U,direct,20263003,pooled,3,0.3132337927514038,0.3196874656102124
0,0,U,direct,20263003,pooled,4,0.31417782572824776,0.3197648123021257
0,0,U,direct,20263003,0,0,0.3104568241191838,0.32344176806555747
0,0,U,direct,20263003,0,1,0.3129886595759668,0.3183201460742544
0,0,U,direct,20263003,0,2,0.3101617354245991,0.32576228998133167
0,0,U,direct,20263003,0,3,0.3123306948109059,0.3187069813176008
0,0,U,direct,20263003,0,4,0.31486420099656115,0.3204691638289822
0,0,U,direct,20263003,1,0,0.30737564322469985,0.3153526970954357
0,0,U,direct,20263003,1,1,0.2966818477553676,0.30569948186528495
0,0,U,direct,20263003,1,2,0.31898238747553814,0.3242506811989101
0,0,U,direct,20263003,1,3,0.3202592087312415,0.3280757097791798
0,0,U,direct,20263003,1,4,0.30789648307896483,0.31366120218579235
0,0,G,raw,20263001,pooled,0,0.310053451973242,0.30563002680965146
0,0,G,raw,20263001,pooled,1,0.3114509155645982,0.3031998209890356
0,0,G,raw,20263001,pooled,2,0.3109352336507536,0.310428531416301
0,0,G,raw,20263001,pooled,3,0.3132337927514038,0.3077844311377245
0,0,G,raw,20263001,pooled,4,0.31417782572824776,0.3009024873431653
0,0,G,raw,20263001,0,0,0.3104568241191838,0.30340866525159194
0,0,G,raw,20263001,0,1,0.3129886595759668,0.3032797106871181
0,0,G,raw,20263001,0,2,0.3101617354245991,0.31424391263454904
0,0,G,raw,20263001,0,3,0.3123306948109059,0.30832927423283
0,0,G,raw,20263001,0,4,0.31486420099656115,0.303293743112526
0,0,G,raw,20263001,1,0,0.30737564322469985,0.3244962884411453
0,0,G,raw,20263001,1,1,0.2966818477553676,0.3025027203482046
0,0,G,raw,20263001,1,2,0.31898238747553814,0.27845884413309985
0,0,G,raw,20263001,1,3,0.3202592087312415,0.30318602261048305
0,0,G,raw,20263001,1,4,0.30789648307896483,0.279651795429815
0,0,G,raw,20263002,pooled,0,0.310053451973242,0.30437636761487963
0,0,G,raw,20263002,pooled,1,0.3114509155645982,0.3074154852780807
0,0,G,raw,20263002,pooled,2,0.3109352336507536,0.31118483412322273
0,0,G,raw,20263002,pooled,3,0.3132337927514038,0.31286095068858283
0,0,G,raw,20263002,pooled,4,0.31417782572824776,0.30817051509769094
0,0,G,raw,20263002,0,0,0.3104568241191838,0.2993614931237721
0,0,G,raw,20263002,0,1,0.3129886595759668,0.30936128717698685
0,0,G,raw,20263002,0,2,0.3101617354245991,0.31191786621507195
0,0,G,raw,20263002,0,3,0.3123306948109059,0.31105334818665675
0,0,G,raw,20263002,0,4,0.31486420099656115,0.3093445253672386
0,0,G,raw,20263002,1,0,0.30737564322469985,0.3453815261044177
0,0,G,raw,20263002,1,1,0.2966818477553676,0.2908902691511387
0,0,G,raw,20263002,1,2,0.31898238747553814,0.30490018148820325
0,0,G,raw,20263002,1,3,0.3202592087312415,0.3286486486486486
0,0,G,raw,20263002,1,4,0.30789648307896483,0.29768467475192945
0,0,G,raw,20263003,pooled,0,0.310053451973242,0.3081781914893617
0,0,G,raw,20263003,pooled,1,0.3114509155645982,0.3020515058926233
0,0,G,raw,20263003,pooled,2,0.3109352336507536,0.3062692702980473
0,0,G,raw,20263003,pooled,3,0.3132337927514038,0.30403695963040367
0,0,G,raw,20263003,pooled,4,0.31417782572824776,0.30697412823397074
0,0,G,raw,20263003,0,0,0.3104568241191838,0.31038332713062894
0,0,G,raw,20263003,0,1,0.3129886595759668,0.30426285574691586
0,0,G,raw,20263003,0,2,0.3101617354245991,0.3064029151483602
0,0,G,raw,20263003,0,3,0.3123306948109059,0.30582464745554877
0,0,G,raw,20263003,0,4,0.31486420099656115,0.30710341365461846
0,0,G,raw,20263003,1,0,0.30737564322469985,0.2897196261682243
0,0,G,raw,20263003,1,1,0.2966818477553676,0.2835209825997953
0,0,G,raw,20263003,1,2,0.31898238747553814,0.30510018214936246
0,0,G,raw,20263003,1,3,0.3202592087312415,0.28846153846153844
0,0,G,raw,20263003,1,4,0.30789648307896483,0.30585683297180044
0,0,G,gap,20263001,pooled,0,0.310053451973242,0.31946458449525933
0,0,G,gap,20263001,pooled,1,0.3114509155645982,0.31731843575418994
0,0,G,gap,20263001,pooled,2,0.3109352336507536,0.32592661749603213
0,0,G,gap,20263001,pooled,3,0.3132337927514038,0.323481295670193
0,0,G,gap,20263001,pooled,4,0.31417782572824776,0.3161837611545665
0,0,G,gap,20263001,0,0,0.3104568241191838,0.31736526946107785
0,0,G,gap,20263001,0,1,0.3129886595759668,0.3181478715459298
0,0,G,gap,20263001,0,2,0.3101617354245991,0.3299895506792059
0,0,G,gap,20263001,0,3,0.3123306948109059,0.32442980851323333
0,0,G,gap,20263001,0,4,0.31486420099656115,0.31800907196273137
0,0,G,gap,20263001,1,0,0.30737564322469985,0.33719704952581664
0,0,G,gap,20263001,1,1,0.2966818477553676,0.31004366812227074
0,0,G,gap,20263001,1,2,0.31898238747553814,0.2918492550394391
0,0,G,gap,20263001,1,3,0.3202592087312415,0.3154639175257732
0,0,G,gap,20263001,1,4,0.30789648307896483,0.3
0,0,G,gap,20263002,pooled,0,0.310053451973242,0.31978972730259553
0,0,G,gap,20263002,pooled,1,0.3114509155645982,0.32351979064442266
0,0,G,gap,20263002,pooled,2,0.3109352336507536,0.32663316582914576
0,0,G,gap,20263002,pooled,3,0.3132337927514038,0.32848901708453515
0,0,G,gap,20263002,pooled,4,0.31417782572824776,0.3203463203463203
0,0,G,gap,20263002,0,0,0.3104568241191838,0.31439813107094555
0,0,G,gap,20263002,0,1,0.3129886595759668,0.3252894576477757
0,0,G,gap,20263002,0,2,0.3101617354245991,0.32662997459779847
0,0,G,gap,20263002,0,3,0.3123306948109059,0.32612189393002844
0,0,G,gap,20263002,0,4,0.31486420099656115,0.3215652388594001
0,0,G,gap,20263002,1,0,0.30737564322469985,0.3637274549098196
0,0,G,gap,20263002,1,1,0.2966818477553676,0.3084886128364389
0,0,G,gap,20263002,1,2,0.31898238747553814,0.32666060054595086
0,0,G,gap,20263002,1,3,0.3202592087312415,0.3491891891891892
0,0,G,gap,20263002,1,4,0.30789648307896483,0.30947136563876654
0,0,G,gap,20263003,pooled,0,0.310053451973242,0.3209931279095544
0,0,G,gap,20263003,pooled,1,0.3114509155645982,0.3176110929140736
0,0,G,gap,20263003,pooled,2,0.3109352336507536,0.3211146437254535
0,0,G,gap,20263003,pooled,3,0.3132337927514038,0.31938035596572184
0,0,G,gap,20263003,pooled,4,0.31417782572824776,0.32152894884766725
0,0,G,gap,20263003,0,0,0.3104568241191838,0.3232849522391763
0,0,G,gap,20263003,0,1,0.3129886595759668,0.3196871562996456
0,0,G,gap,20263003,0,2,0.3101617354245991,0.32096706961233845
0,0,G,gap,20263003,0,3,0.3123306948109059,0.3207986281234689
0,0,G,gap,20263003,0,4,0.31486420099656115,0.3204967385850477
0,0,G,gap,20263003,1,0,0.30737564322469985,0.3017689906347555
0,0,G,gap,20263003,1,1,0.2966818477553676,0.30020491803278687
0,0,G,gap,20263003,1,2,0.31898238747553814,0.3224043715846995
0,0,G,gap,20263003,1,3,0.3202592087312415,0.3070362473347548
0,0,G,gap,20263003,1,4,0.30789648307896483,0.3304442036836403
0,0,G,direct,20263001,pooled,0,0.310053451973242,0.31945377210655923
0,0,G,direct,20263001,pooled,1,0.3114509155645982,0.3134778721502012
0,0,G,direct,20263001,pooled,2,0.3109352336507536,0.3269141315471207
0,0,G,direct,20263001,pooled,3,0.3132337927514038,0.310107948969578
0,0,G,direct,20263001,pooled,4,0.31417782572824776,0.3163175303197354
0,0,G,direct,20263001,0,0,0.3104568241191838,0.3189676772738662
0,0,G,direct,20263001,0,1,0.3129886595759668,0.3151862464183381
0,0,G,direct,20263001,0,2,0.3101617354245991,0.32760595647193586
0,0,G,direct,20263001,0,3,0.3123306948109059,0.3091263555501401
0,0,G,direct,20263001,0,4,0.31486420099656115,0.3173961015079073
0,0,G,direct,20263001,1,0,0.30737564322469985,0.3235294117647059
0,0,G,direct,20263001,1,1,0.2966818477553676,0.2985884907709012
0,0,G,direct,20263001,1,2,0.31898238747553814,0.32111692844677137
0,0,G,direct,20263001,1,3,0.3202592087312415,0.3184647302904564
0,0,G,direct,20263001,1,4,0.30789648307896483,0.3066812705366922
0,0,G,direct,20263002,pooled,0,0.310053451973242,0.32280701754385965
0,0,G,direct,20263002,pooled,1,0.3114509155645982,0.3162663755458515
0,0,G,direct,20263002,pooled,2,0.3109352336507536,0.3239958218592726
0,0,G,direct,20263002,pooled,3,0.3132337927514038,0.3255222725765447
0,0,G,direct,20263002,pooled,4,0.31417782572824776,0.3193920568005325
0,0,G,direct,20263002,0,0,0.3104568241191838,0.3205806372247509
0,0,G,direct,20263002,0,1,0.3129886595759668,0.31893079458073964
0,0,G,direct,20263002,0,2,0.3101617354245991,0.32526796137111325
0,0,G,direct,20263002,0,3,0.3123306948109059,0.32648036439739014
0,0,G,direct,20263002,0,4,0.31486420099656115,0.31968426245683274
0,0,G,direct,20263002,1,0,0.30737564322469985,0.3410696266397578
0,0,G,direct,20263002,1,1,0.2966818477553676,0.2936918304033092
0,0,G,direct,20263002,1,2,0.31898238747553814,0.3131768953068592
0,0,G,direct,20263002,1,3,0.3202592087312415,0.3170995670995671
0,0,G,direct,20263002,1,4,0.30789648307896483,0.31677704194260486
0,0,G,direct,20263003,pooled,0,0.310053451973242,0.3232658479920345
0,0,G,direct,20263003,pooled,1,0.3114509155645982,0.31730141458106637
0,0,G,direct,20263003,pooled,2,0.3109352336507536,0.32431423773091994
0,0,G,direct,20263003,pooled,3,0.3132337927514038,0.3205156456588806
0,0,G,direct,20263003,pooled,4,0.31417782572824776,0.3185670697253927
0,0,G,direct,20263003,0,0,0.3104568241191838,0.3238791181570473
0,0,G,direct,20263003,0,1,0.3129886595759668,0.318331103272108
0,0,G,direct,20263003,0,2,0.3101617354245991,0.3251221286768527
0,0,G,direct,20263003,0,3,0.3123306948109059,0.31971449667733204
0,0,G,direct,20263003,0,4,0.31486420099656115,0.31913284597932945
0,0,G,direct,20263003,1,0,0.30737564322469985,0.31813471502590673
0,0,G,direct,20263003,1,1,0.2966818477553676,0.30856553147574817
0,0,G,direct,20263003,1,2,0.31898238747553814,0.31722880583409296
0,0,G,direct,20263003,1,3,0.3202592087312415,0.3273684210526316
0,0,G,direct,20263003,1,4,0.30789648307896483,0.31366120218579235
0,0,C,raw,20263001,pooled,0,0.310053451973242,0.31450806003335186
0,0,C,raw,20263001,pooled,1,0.3114509155645982,0.30764075067024127
0,0,C,raw,20263001,pooled,2,0.3109352336507536,0.31590251190587354
0,0,C,raw,20263001,pooled,3,0.3132337927514038,0.31112082149879833
0,0,C,raw,20263001,pooled,4,0.31417782572824776,0.308651511807548
0,0,C,raw,20263001,0,0,0.3104568241191838,0.3125543275797839
0,0,C,raw,20263001,0,1,0.3129886595759668,0.307682729423484
0,0,C,raw,20263001,0,2,0.3101617354245991,0.3190132747987875
0,0,C,raw,20263001,0,3,0.3123306948109059,0.3121563836285889
0,0,C,raw,20263001,0,4,0.31486420099656115,0.30933660933660934
0,0,C,raw,20263001,1,0,0.30737564322469985,0.33121019108280253
0,0,C,raw,20263001,1,1,0.2966818477553676,0.30727470141150925
0,0,C,raw,20263001,1,2,0.31898238747553814,0.28984238178633975
0,0,C,raw,20263001,1,3,0.3202592087312415,0.3023735810113519
0,0,C,raw,20263001,1,4,0.30789648307896483,0.30260303687635576
0,0,C,raw,20263002,pooled,0,0.310053451973242,0.31846575342465755
0,0,C,raw,20263002,pooled,1,0.3114509155645982,0.3206206971915638
0,0,C,raw,20263002,pooled,2,0.3109352336507536,0.31668719795318867
0,0,C,raw,20263002,pooled,3,0.3132337927514038,0.31845436375749503
0,0,C,raw,20263002,pooled,4,0.31417782572824776,0.3123824277968352
0,0,C,raw,20263002,0,0,0.3104568241191838,0.3144367929168716
0,0,C,raw,20263002,0,1,0.3129886595759668,0.3212713936430318
0,0,C,raw,20263002,0,2,0.3101617354245991,0.3170318619667619
0,0,C,raw,20263002,0,3,0.3123306948109059,0.31590009891196835
0,0,C,raw,20263002,0,4,0.31486420099656115,0.3114774264977242
0,0,C,raw,20263002,1,0,0.30737564322469985,0.351460221550856
0,0,C,raw,20263002,1,1,0.2966818477553676,0.31513903192584963
0,0,C,raw,20263002,1,2,0.31898238747553814,0.31374321880650996
0,0,C,raw,20263002,1,3,0.3202592087312415,0.340958605664488
0,0,C,raw,20263002,1,4,0.30789648307896483,0.32048458149779735
0,0,C,raw,20263003,pooled,0,0.310053451973242,0.317038022392196
0,0,C,raw,20263003,pooled,1,0.3114509155645982,0.31102620087336247
0,0,C,raw,20263003,pooled,2,0.3109352336507536,0.3170527490929389
0,0,C,raw,20263003,pooled,3,0.3132337927514038,0.31075872701244356
0,0,C,raw,20263003,pooled,4,0.31417782572824776,0.31937704548019413
0,0,C,raw,20263003,0,0,0.3104568241191838,0.3196873836992929
0,0,C,raw,20263003,0,1,0.3129886595759668,0.312744140625
0,0,C,raw,20263003,0,2,0.3101617354245991,0.3176726820161792
0,0,C,raw,20263003,0,3,0.3123306948109059,0.3125307125307125
0,0,C,raw,20263003,0,4,0.31486420099656115,0.31897745875834277
0,0,C,raw,20263003,1,0,0.30737564322469985,0.2947916666666667
0,0,C,raw,20263003,1,1,0.2966818477553676,0.2964876033057851
0,0,C,raw,20263003,1,2,0.31898238747553814,0.3116531165311653
0,0,C,raw,20263003,1,3,0.3202592087312415,0.29543039319872477
0,0,C,raw,20263003,1,4,0.30789648307896483,0.32282608695652176
0,0,C,gap,20263001,pooled,0,0.310053451973242,0.32139679715302494
0,0,C,gap,20263001,pooled,1,0.3114509155645982,0.31486652518708813
0,0,C,gap,20263001,pooled,2,0.3109352336507536,0.32246918192005974
0,0,C,gap,20263001,pooled,3,0.3132337927514038,0.31858890345128876
0,0,C,gap,20263001,pooled,4,0.31417782572824776,0.31446540880503143
0,0,C,gap,20263001,0,0,0.3104568241191838,0.31979127841967947
0,0,C,gap,20263001,0,1,0.3129886595759668,0.3155339805825243
0,0,C,gap,20263001,0,2,0.3101617354245991,0.3258074631545939
0,0,C,gap,20263001,0,3,0.3123306948109059,0.3195699975568043
0,0,C,gap,20263001,0,4,0.31486420099656115,0.3146191646191646
0,0,C,gap,20263001,1,0,0.30737564322469985,0.33510074231177095
0,0,C,gap,20263001,1,1,0.2966818477553676,0.30903155603917304
0,0,C,gap,20263001,1,2,0.31898238747553814,0.294478527607362
0,0,C,gap,20263001,1,3,0.3202592087312415,0.31030927835051547
0,0,C,gap,20263001,1,4,0.30789648307896483,0.3131094257854821
0,0,C,gap,20263002,pooled,0,0.310053451973242,0.32365826944140197
0,0,C,gap,20263002,pooled,1,0.3114509155645982,0.32885098939543017
0,0,C,gap,20263002,pooled,2,0.3109352336507536,0.3221800947867299
0,0,C,gap,20263002,pooled,3,0.3132337927514038,0.32619311875693674
0,0,C,gap,20263002,pooled,4,0.31417782572824776,0.3172108467072496
0,0,C,gap,20263002,0,0,0.3104568241191838,0.31871237252733753
0,0,C,gap,20263002,0,1,0.3129886595759668,0.32970660146699265
0,0,C,gap,20263002,0,2,0.3101617354245991,0.3222869242985707
0,0,C,gap,20263002,0,3,0.3123306948109059,0.3236494004203239
0,0,C,gap,20263002,0,4,0.31486420099656115,0.3162624646066724
0,0,C,gap,20263002,1,0,0.30737564322469985,0.36427850655903127
0,0,C,gap,20263002,1,1,0.2966818477553676,0.3216132368148914
0,0,C,gap,20263002,1,2,0.31898238747553814,0.3212669683257919
0,0,C,gap,20263002,1,3,0.3202592087312415,0.3485342019543974
0,0,C,gap,20263002,1,4,0.30789648307896483,0.3256578947368421
0,0,C,gap,20263003,pooled,0,0.310053451973242,0.32109990021066637
0,0,C,gap,20263003,pooled,1,0.3114509155645982,0.31807755324959036
0,0,C,gap,20263003,pooled,2,0.3109352336507536,0.3226706341826297
0,0,C,gap,20263003,pooled,3,0.3132337927514038,0.3178465264780359
0,0,C,gap,20263003,pooled,4,0.31417782572824776,0.32422977090621824
0,0,C,gap,20263003,0,0,0.3104568241191838,0.3231571109456441
0,0,C,gap,20263003,0,1,0.3129886595759668,0.3204345703125
0,0,C,gap,20263003,0,2,0.3101617354245991,0.32265422498703994
0,0,C,gap,20263003,0,3,0.3123306948109059,0.3200638899127657
0,0,C,gap,20263003,0,4,0.31486420099656115,0.3233442457819189
0,0,C,gap,20263003,1,0,0.30737564322469985,0.30385015608740895
0,0,C,gap,20263003,1,1,0.2966818477553676,0.2980269989615784
0,0,C,gap,20263003,1,2,0.31898238747553814,0.32281334535617673
0,0,C,gap,20263003,1,3,0.3202592087312415,0.298728813559322
0,0,C,gap,20263003,1,4,0.30789648307896483,0.33188248095756256
0,0,C,direct,20263001,pooled,0,0.310053451973242,0.32045124539260583
0,0,C,direct,20263001,pooled,1,0.3114509155645982,0.31505929738196464
0,0,C,direct,20263001,pooled,2,0.3109352336507536,0.3259596616785947
0,0,C,direct,20263001,pooled,3,0.3132337927514038,0.30985915492957744
0,0,C,direct,20263001,pooled,4,0.31417782572824776,0.3158998124241421
0,0,C,direct,20263001,0,0,0.3104568241191838,0.3202492211838006
0,0,C,direct,20263001,0,1,0.3129886595759668,0.31719490890940855
0,0,C,direct,20263001,0,2,0.3101617354245991,0.32695109261186267
0,0,C,direct,20263001,0,3,0.3123306948109059,0.3093551538837323
0,0,C,direct,20263001,0,4,0.31486420099656115,0.3166236638407667
0,0,C,direct,20263001,1,0,0.30737564322469985,0.32219827586206895
0,0,C,direct,20263001,1,1,0.2966818477553676,0.29653679653679654
0,0,C,direct,20263001,1,2,0.31898238747553814,0.31766753698868583
0,0,C,direct,20263001,1,3,0.3202592087312415,0.3141091658084449
0,0,C,direct,20263001,1,4,0.30789648307896483,0.30952380952380953
0,0,C,direct,20263002,pooled,0,0.310053451973242,0.3239667614257599
0,0,C,direct,20263002,pooled,1,0.3114509155645982,0.3130187854958497
0,0,C,direct,20263002,pooled,2,0.3109352336507536,0.32649962034927865
0,0,C,direct,20263002,pooled,3,0.3132337927514038,0.32486408521025184
0,0,C,direct,20263002,pooled,4,0.31417782572824776,0.32058530096441634
0,0,C,direct,20263002,0,0,0.3104568241191838,0.32160804020100503
0,0,C,direct,20263002,0,1,0.3129886595759668,0.31455456434070633
0,0,C,direct,20263002,0,2,0.3101617354245991,0.3280619825939291
0,0,C,direct,20263002,0,3,0.3123306948109059,0.325098814229249
0,0,C,direct,20263002,0,4,0.31486420099656115,0.32134056185312965
0,0,C,direct,20263002,1,0,0.30737564322469985,0.3434650455927052
0,0,C,direct,20263002,1,1,0.2966818477553676,0.3001027749229188
0,0,C,direct,20263002,1,2,0.31898238747553814,0.3132854578096948
0,0,C,direct,20263002,1,3,0.3202592087312415,0.3227917121046892
0,0,C,direct,20263002,1,4,0.30789648307896483,0.3138121546961326
0,0,C,direct,20263003,pooled,0,0.310053451973242,0.32365972529906956
0,0,C,direct,20263003,pooled,1,0.3114509155645982,0.31679389312977096
