prevalence,kappa,trial,repeat,source,group,empirical_L1,Ucal_curve_L1,Ecal_curve_L1,mark_TV_transition_mean,mark_TV_entity_mean,signed_repeat_difference,absolute_repeat_difference,early_absolute_repeat_difference,early_mark_TV,early_signed_repeat_difference,early_transitions,late_absolute_repeat_difference,late_mark_TV,late_signed_repeat_difference,late_transitions,middle_absolute_repeat_difference,middle_mark_TV,middle_signed_repeat_difference,middle_transitions
0.05,1,4,4,Ucal,context_0,0.003574718549201817,0.0036398708388989554,0.004212271939623011,0.008197661324542749,0.008194422177569532,4.861064991396648e-05,0.0061974738438882095,0.006108464874956004,0.008052839180234287,-0.00016538898696375016,19550,0.006354257558989554,0.00841730933743635,0.0001695203986927564,7523,0.006228965247242543,0.008263878305963404,0.0002325172308776537,17803
0.05,1,4,4,Ucal,context_1,0.04147173117896693,0.026319804961051716,0.03347394739746275,0.02345316225747691,0.02332822432111718,-0.0014702467561185917,0.022374983753347507,0.021536874510748413,0.02263183809869412,0.0013811450371498703,930,0.024322206751134733,0.0254753970550464,-0.0042839280762878304,359,0.022469447371927468,0.02349763837421081,-0.0033993686994780664,851
0.05,1,4,4,Ucal,pooled,0.004779020166376798,0.0037737919620524038,0.0041635501917798405,0.008892037111434001,0.008881650497564616,-2.052230161125205e-05,0.006933816178545409,0.006809071367206343,0.008714873799090129,-9.516063528280938e-05,20480,0.007172640426279597,0.009194250911988748,-3.3319997465329196e-05,7882,0.006969859976957718,0.008958846131527816,6.682971470242491e-05,18654
0.1,0,0,0,Ecal,context_0,0.00545436435838092,0.005172164572604128,0.005476487088446694,0.023496951458296663,0.023519822284209013,0.0005741823062213303,0.014383721171741397,0.015442236949256139,0.024148483021285912,-0.0016726008869290094,18560,0.013233317783402648,0.0227283149278263,0.0024594276484511206,7010,0.013698128022009615,0.023100083895964144,0.002260367484451335,16893
0.1,0,0,0,Ecal,context_1,0.008987230652161976,0.007221858345918384,0.007643730418514158,0.023890203593226262,0.023960533815336898,0.001109165399895552,0.01706111862267038,0.018372550051814564,0.024779863681457452,0.005722769819355259,1920,0.016236927602198217,0.023182422653378845,-0.0035995127512263012,770,0.015970602549599578,0.023216691117417705,-0.0019206193765947841,1727
0.1,0,0,0,Ecal,pooled,0.005772998541539447,0.004921837464176599,0.005268728121817775,0.023534003392596665,0.02356113899025225,0.0006245880298723336,0.01463598364061412,0.015716953802620993,0.024207674958176995,-0.0009792848832148593,20480,0.013530590220481387,0.022773258751563507,0.0018597638813879311,7780,0.01390889942421949,0.0231108991844416,0.0018725820758032875,18620
0.1,0,0,1,Ecal,context_0,0.008564199295348811,0.006334273323220012,0.0066367326692419034,0.02355620512114393,0.023587427550730147,0.00083100813993745,0.014425988302308205,0.015581683346857157,0.02432419446597186,-0.0013805528641036102,18560,0.013426203110631285,0.02289451730730525,0.0025246921443139946,7010,0.01357112499601724,0.022987007781121595,0.0025579866141174357,16893
0.1,0,0,1,Ecal,context_1,0.02081845208110358,0.016030311515365454,0.015833704254580958,0.02379668318359837,0.023738127269571297,0.00025392538124224383,0.016731711168188786,0.017981618456542493,0.024875120562925682,0.003759295594257613,1920,0.01681911301883784,0.02372343011136929,-0.0020951872425419944,770,0.015303152153342875,0.022630386193041307,-0.002595810628413602,1727
0.1,0,0,1,Ecal,pooled,0.007800504150706707,0.005043798302354585,0.0054148727360146505,0.023578862791832095,0.023601555649371504,0.0007766358160219909,0.014643231858165597,0.015806677263390155,0.02437584378756128,-0.0008986920711322455,20480,0.013762005248075892,0.0229765562352139,0.002067454724278119,7780,0.013731770049760601,0.022953931224590194,0.0020799733038139394,18620
0.1,0,0,2,Ecal,context_0,0.003260437929250213,0.004655255157870124,0.0046947040777033265,0.02344804052609978,0.023452044364249212,0.0005758030407759393,0.014305415364378904,0.01562771772331526,0.02431774254240234,-0.0016984235692030654,18560,0.013256062087888555,0.02283112424148111,0.0018811773928613022,7010,0.013288072955472173,0.02274851490795033,0.002532765787066825,16893
0.1,0,0,2,Ecal,context_1,0.012264557130582813,0.009917853147613325,0.00975066694631823,0.023768313260764163,0.02382645461386868,0.0010558984758750275,0.016695133001556867,0.018203907778176168,0.024931894194196502,0.006183167104609311,1920,0.015352456629663318,0.022864617916374383,-0.001907113204141716,770,0.015616391389077982,0.02287761842752157,-0.0033232774207995128,1727
0.1,0,0,2,Ecal,pooled,0.002598712382082062,0.0036255637119702424,0.003528819485570717,0.023478216393612847,0.023487145325151036,0.0006210372885752711,0.014530572847386904,0.01586923554095847,0.024375319259758044,-0.0009595244435331551,20480,0.013463545866444668,0.022834439168173633,0.0015062437476566334,7780,0.01350402386496934,0.022760489224722593,0.00198961935205151,18620
0.1,0,0,3,Ecal,context_0,0.006286844912888617,0.004607736896926432,0.004679443287620319,0.02352022998047412,0.023536767777991244,0.00034674695182519824,0.014363094127327263,0.015512665026773025,0.024285245604218728,-0.0021469192181970795,18560,0.013441317126728839,0.022928137026747793,0.0025509165193401966,7010,0.013482588644611443,0.02292542039241525,0.0021718351805195294,16893
0.1,0,0,3,Ecal,context_1,0.012065219056188917,0.007629263237284456,0.008488937014381198,0.024130489781587678,0.024117514442411243,-0.00028492075968630743,0.017082599021000157,0.018263212692302962,0.024898233038644926,0.0038481356343254445,1920,0.014051676202904094,0.021958456936673344,-0.0034220788385960965,770,0.01712141333543709,0.024245370057808937,-0.0034811318516040995,1727
0.1,0,0,3,Ecal,pooled,0.0062080987438536865,0.003948298659648875,0.0040047817158276105,0.023577728221547467,0.023591212777780618,0.0002872316727777085,0.014619323929275924,0.015770528870416457,0.024342713176196185,-0.0015848828257730928,20480,0.013501725415759037,0.02283216611809004,0.0019597588810868617,7780,0.013820088657557517,0.023047845369436458,0.0016475240062726172,18620
0.1,0,0,4,Ecal,context_0,0.006888226443899375,0.006051725626150316,0.006726972725049182,0.023513162763816996,0.023584096711887152,0.0006697184337769372,0.014431256312583306,0.015518631096447593,0.024249777175809242,-0.0016159930065723842,18560,0.013566323268770662,0.022859782397434164,0.0025430109484729686,7010,0.013595496213643242,0.022974989134607715,0.002403633298209793,16893
0.1,0,0,4,Ecal,context_1,0.022184139800714868,0.009503650202192931,0.010505960180609201,0.02383499921663022,0.02389641712644271,0.00029725757509112386,0.016773416136343176,0.01784839485771954,0.02462208988399652,0.00365540833833317,1920,0.01586981159332511,0.022924160050959992,-0.0034447855086295635,770,0.015981184725272705,0.02336605426945174,-0.001767754753200595,1727
0.1,0,0,4,Ecal,pooled,0.004791914642508986,0.004929427643806066,0.005567156604423554,0.023543485963733294,0.023613376750751737,0.0006346254386230286,0.014651932932496859,0.015737046449066837,0.0242846814922018,-0.0011217991304874886,20480,0.013794303475699573,0.022866153964685436,0.0019503884199422552,7780,0.013816768182471602,0.023011260320852378,0.0020167381765779056,18620
0.1,0,0,0,Ucal,context_0,0.003133914105207625,0.0039778178954800545,0.00389749025087593,0.02330898046795432,0.023332083704867404,-0.00031225962889258217,0.014169683103594332,0.015287319610120151,0.023985585199876244,-0.002636961186112001,18560,0.012958488298763391,0.02253311034306929,0.001592547452866436,7010,0.013444361492320176,0.022887567205121976,0.001451415458946268,16893
0.1,0,0,0,Ucal,context_1,0.008367798386445906,0.0074925599730439486,0.008193400517575774,0.02367936884865244,0.02374864233626328,0.00011528230898245876,0.016814736083052076,0.018045689421705903,0.024461697900005675,0.004466698342002928,1920,0.016251052935402115,0.02317482539461684,-0.004886623307481988,770,0.01569754188124265,0.02303456669521249,-0.002492274991956555,1727
0.1,0,0,0,Ucal,pooled,0.0033420346280871914,0.0036569282630542054,0.0034925598211009564,0.02334387819571762,0.023371136076560772,-0.0002719769339353711,0.01441889809954708,0.015545916779956315,0.024030220765513376,-0.0019709931053512263,20480,0.013284359091849744,0.02259662198698852,0.0009512927632175558,7780,0.013653343368349667,0.022901201368354322,0.0010856392286181706,18620
0.1,0,0,1,Ucal,context_0,0.00615684555359675,0.0058555591259112,0.005666811732692031,0.02338239594703212,0.023417354200931342,-3.5409096506394706e-05,0.014240486247444967,0.015570628713687947,0.02421450692500943,-0.0022501978043723723,18560,0.01313183592066445,0.02272278459047827,0.001543353234395151,7010,0.013239136257346214,0.022741887799171093,0.001742804037831657,16893
0.1,0,0,1,Ucal,context_1,0.01934770945227,0.014979382663686511,0.014696674929195689,0.023913579942346063,0.02389940464248837,-0.0004806390358145647,0.01696342833041605,0.01807166412472725,0.024888530750892337,0.0026200433494523168,1920,0.017454423378040262,0.024066640969740784,-0.002959148121344579,770,0.015512427223439705,0.022761430235627603,-0.002822768846963552,1727
0.1,0,0,1,Ucal,pooled,0.00546195530438472,0.004517677485545644,0.004344245635432227,0.02343244372235852,0.023462546429827313,-7.735834228122803e-05,0.014497039898905788,0.01580510078347288,0.024277696658685954,-0.0017936126962013077,20480,0.013559649846394448,0.022855788370945124,0.0010977329202666688,7780,0.013449983384008055,0.022743700354904733,0.0013193483787531754,18620
0.1,0,0,2,Ucal,context_0,0.0038344414149600768,0.004388714399059128,0.004196918459362952,0.023317282022226448,0.023319403915504702,-0.0003214986284291264,0.014192260682128062,0.015501052684728699,0.024138175742913957,-0.0025550228093975578,18560,0.013173582401663362,0.02266077066394042,0.0007552855790256604,7010,0.013177032787603094,0.02268781165968722,0.0016856020348347124,16893
0.1,0,0,2,Ucal,context_1,0.018274533079531193,0.012414744871073684,0.012595176344013529,0.02372839101421273,0.023745092315699032,-0.00013410522420535348,0.01657450127354002,0.017701987572945655,0.024600516941609384,0.004386617235528926,1920,0.015459612573122049,0.02296803528306909,-0.0022365184573384074,770,0.015818097454468227,0.02309781321014731,-0.004222657009484662,1727
0.1,0,0,2,Ucal,pooled,0.003854455646400782,0.0028451066440458987,0.002619184314144483,0.023356016416799897,0.023359312203022925,-0.0003038425561924284,0.014416713683242963,0.01570739033049904,0.024181520230291652,-0.0019042440551856998,20480,0.013399834745111073,0.02269118117251742,0.0004591815805680341,7780,0.013421990826253796,0.022725839193395308,0.0011376125950098167,18620
0.1,0,0,3,Ucal,context_0,0.004792200568581702,0.004492682552237363,0.004010286184314895,0.023346284894466503,0.023365413793756534,-0.000566261797400136,0.014217210139387858,0.015505717779060119,0.02419029209572884,-0.003034014169704811,18560,0.013284676168087376,0.02271115198298311,0.0015311547420844543,7010,0.013188521413081057,0.02268254891234785,0.0012746542085305924,16893
0.1,0,0,3,Ucal,context_1,0.011936887718634454,0.005991445680419312,0.006916011493242801,0.023952768333736982,0.023966138277796114,-0.001332664544735663,0.016942509490290674,0.018106684907494733,0.024813240575834547,0.003023836858725796,1920,0.01441843890911573,0.022363402891311456,-0.0037734452393147853,770,0.0167736140337029,0.02370476873086514,-0.005087778360497144,1727
0.1,0,0,3,Ucal,pooled,0.005061770425000977,0.0039354113382555275,0.0034274690564175554,0.023403427329433603,0.02342173171413525,-0.000638471714955192,0.014473985890943697,0.015749558447350865,0.024248693515738752,-0.0024660906357894417,20480,0.013396886619320258,0.022676734656429488,0.00100614934546782,7780,0.013521037790944318,0.02277735952602021,0.0006845402962475151,18620
0.1,0,0,4,Ucal,context_0,0.005980998528380018,0.006225297034571987,0.0058619852522297025,0.02327231870275827,0.023332028798042873,-0.0003665887932484259,0.014196425060742547,0.015411763946758583,0.024059517315749714,-0.0026884855588111254,18560,0.013417554732821297,0.022715136915885083,0.0016436112632765068,7010,0.013184360375622694,0.022638650205088217,0.0013502703538896743,16893
0.1,0,0,4,Ucal,context_1,0.017490492063872726,0.009554995312928145,0.010849569364831058,0.023593681217633014,0.02367318500492482,-0.0006877497793296519,0.016560728143236877,0.01756804568770652,0.024463557751914777,0.0030266144351723295,1920,0.015359132785301703,0.022427082175915068,-0.004455740285384191,770,0.01597658149600374,0.023146731777159257,-0.003137215096169148,1727
0.1,0,0,4,Ucal,pooled,0.004248974565755683,0.005233948144752209,0.004837833596686086,0.023302597248581684,0.023364012192438055,-0.00039684835117335715,0.014419188002623465,0.015613915359972452,0.02409739610664019,-0.0021526949343751768,20480,0.01360971605678144,0.022686627642134836,0.0010399479351956924,7780,0.013443338134747186,0.02268577463446344,0.0009340572834142937,18620
0.1,0,1,0,Ecal,context_0,0.005871425429658958,0.0040637979017525,0.0041511151247211504,0.007512771041320903,0.007497383817286084,6.001747967050169e-05,0.006203883261039275,0.006124224007722193,0.007391810163363618,0.0002072219408083705,18610,0.006260478783582078,0.007616950061567932,-7.432178273552754e-05,7320,0.006266591930712727,0.007600154598358405,-4.307701492639891e-05,17034
0.1,0,1,0,Ecal,context_1,0.02010626293633092,0.007297635061475121,0.007183631388627961,0.01008302786963836,0.01008095985572861,3.5797142032564085e-05,0.008997569847416209,0.00921540846002293,0.010312984133062057,-0.0003570688918312603,1870,0.008943843460836253,0.010021487372456589,1.0244834881562452e-05,728,0.008783349139944214,0.009858934367221843,0.0004739946771874686,1719
0.1,0,1,0,Ecal,pooled,0.005307269435985008,0.0033284337627697107,0.003358146228903599,0.007747448791957447,0.007733286512202468,5.780603749324282e-05,0.006458961304934057,0.006406475713083637,0.0076585384506358874,0.00015569733841402922,20480,0.006503208590371471,0.007834457909769589,-6.667211851767944e-05,8048,0.006497291319752823,0.007807206399279658,4.320534198740441e-06,18753
0.1,0,1,1,Ecal,context_0,0.004290773830985324,0.004678590569979038,0.004765109305554782,0.007553451076084281,0.007555354297633744,5.73198541932272e-05,0.006254456606698335,0.006149154629063888,0.007421150343265677,0.00017538447631648124,18610,0.006288668862416771,0.007608480699111637,-8.112151338591601e-05,7320,0.006354799220994337,0.007674344571281769,-1.2175966344193785e-05,17034
0.1,0,1,1,Ecal,context_1,0.008872048534831785,0.004060317012824521,0.0038931203598211108,0.00997664342957549,0.009956349174078935,0.00033649887638509564,0.008879569976769417,0.009073692978544032,0.010121939385329737,0.0003698549208475307,1870,0.008720665658404538,0.009837471615525659,-0.00022438113260400165,728,0.00873569116958565,0.009877523966729555,0.0005377466037843448,1719
0.1,0,1,1,Ecal,pooled,0.0033619331811860853,0.004156632438760072,0.004266287425642501,0.007774701079045757,0.007774585763402909,8.281034379374953e-05,0.006494143043503751,0.006416190113122866,0.007667755592711956,0.00019314129913254873,20480,0.006508660620304332,0.007810109102087457,-9.408038550206492e-05,8048,0.0065730444756004515,0.007876299745428559,3.823286947146013e-05,18753
0.1,0,1,2,Ecal,context_0,0.006559556770455507,0.005752043704627381,0.005832810766782794,0.007498191346092118,0.007488101061907489,6.275864614725401e-05,0.006200643231681789,0.0060535572509269825,0.007315402831710837,0.000163266120787784,18610,0.00627522651574325,0.007602495937945342,-2.513765840908217e-05,7320,0.006329287147527571,0.0076530689227194545,-9.276293016059501e-06,17034
0.1,0,1,2,Ecal,context_1,0.00879236765212261,0.007905746597438684,0.007858414893162266,0.009851874869766837,0.009848567110903253,-6.323219215480548e-05,0.008757246574069826,0.008699146462953026,0.009816801844645331,-0.0006654302943199076,1870,0.008723448388851605,0.009848525528258715,0.0005559087168056886,728,0.008834763901950732,0.009891447224388785,0.0003296566207163413,1719
0.1,0,1,2,Ecal,pooled,0.005991464313595128,0.0052834942628204075,0.005355397785409357,0.007713094833152539,0.007703631897435911,5.1255030552194885e-05,0.006434074348390174,0.006295122281517252,0.007543802057989523,8.759901647863444e-05,20480,0.006496685949593012,0.0078056656126158355,2.7422202569589937e-05,8048,0.006558952509915105,0.007858250616345519,2.179210557115305e-05,18753
0.1,0,1,3,Ecal,context_0,0.007134587432944617,0.006669039251207933,0.006822266119372133,0.007503885297719709,0.00749308874964872,0.00016833062293839491,0.006203685328242982,0.006119917590553437,0.007389301478410863,0.0002555289103067543,18610,0.006241619346734605,0.007578342887550679,1.5121083604833468e-05,7320,0.006278901988043603,0.007597073939246944,0.0001389032247933029,17034
0.1,0,1,3,Ecal,context_1,0.02072927750709024,0.014178182089921292,0.014134761106547211,0.010040852947961837,0.010028525367696295,-0.00020051673606973514,0.008945626048563199,0.00908564493299168,0.010171728529394629,-5.000903007180933e-05,1870,0.00879352732182859,0.00983550596216586,-0.0010496488680223843,728,0.008857721778162695,0.009985445890591358,-4.636118358619828e-06,1719
0.1,0,1,3,Ecal,pooled,0.006169616918373536,0.0060319572845123764,0.005986959215284154,0.007735523574111817,0.007724595901784899,0.0001346529501134103,0.006454038706759138,0.006390713983637397,0.007643360979648151,0.00022763067063351626,20480,0.006472457940903146,0.007782519666665969,-8.1195084981724e-05,8048,0.006515290364261526,0.007816004850800352,0.00012574564302621737,18753
0.1,0,1,4,Ecal,context_0,0.0039748797722109356,0.004799503256727019,0.004900309941146203,0.007551732307044554,0.007547470614872782,6.950672321557755e-05,0.006256752747432966,0.0062310050106029365,0.007484003233942035,0.00010125513145002481,18610,0.006390887253556421,0.007696541341176241,9.446413118819721e-05,7320,0.006227241229150893,0.0075634991216855015,2.4096009137695687e-05,17034
0.1,0,1,4,Ecal,context_1,0.016703913966502334,0.013570650633203675,0.013376050293582015,0.009795150111726244,0.009802048062396604,0.00028345804469077874,0.008719741400673844,0.009092292854970789,0.01011019020433473,0.00033269306634836653,1870,0.008260805036995438,0.00946731347341863,-0.00010880541342955369,728,0.008508824852228581,0.009591275824064854,0.00039602250484895956,1719
0.1,0,1,4,Ecal,pooled,0.003853236492748804,0.004666061437422437,0.004783599588246601,0.007756567963287248,0.007753332911106647,8.904158615858729e-05,0.0064816363585249665,0.006492265179986134,0.007723796673133165,0.00012238740382599644,20480,0.006560034886054384,0.007856720530076895,7.607692585995135e-05,8048,0.006436383352974844,0.007749375949467196,5.8188775421898884e-05,18753
0.1,0,1,0,Ucal,context_0,0.0070877595997890005,0.004014373469139727,0.0040505540226586974,0.007506372963281367,0.00748926916097068,8.904638118988508e-06,0.006196551204050967,0.0061100595808362265,0.007379301527501542,0.00016521111186763922,18610,0.0062779388100397395,0.007634596327396715,-0.00012453895856122502,7320,0.006256070508511956,0.007590099885586062,-0.00010451888828486418,17034
0.1,0,1,0,Ucal,context_1,0.020317886121282807,0.005194141406920032,0.00579840811008034,0.010235047574129791,0.010219107690563873,-0.0001305599755398068,0.009161527788291133,0.009324503590397656,0.010423399160123047,-0.00046092822430605554,1870,0.009478692620337665,0.010526778036184804,-0.0006655538556994973,728,0.008849915951369042,0.009906602407065548,0.0004553994019756905,1719
0.1,0,1,0,Ucal,pooled,0.0074491642930644975,0.0036833096093307634,0.003663468093948275,0.007755515077344789,0.0077385268782724035,-3.829202898862622e-06,0.0064672689112518465,0.006403565943037393,0.007657253801573916,0.00010803920959006064,20480,0.006567470218327126,0.007896215149961045,-0.0001734776818610091,8048,0.006493836216199864,0.007802442861879095,-5.319379144927021e-05,18753
0.1,0,1,1,Ucal,context_0,0.0057100032618487215,0.005251272435820511,0.005493811338487656,0.0075417761121058325,0.007542974672799585,-1.1616193983083374e-05,0.006242931858776818,0.006138181766672265,0.007409737159048639,0.00013152071800781538,18610,0.006285742460622814,0.007605135389059767,-0.00011021012002653112,7320,0.006338976569857776,0.007658804115457457,-0.00012562760607141192,17034
0.1,0,1,1,Ucal,context_1,0.014074847543700164,0.0062714807247957575,0.005377174240013235,0.009965192010058386,0.009935795179969037,0.00014336066066404169,0.008868923051360859,0.009055335054741823,0.010107029187380968,0.00021929098641808659,1870,0.008693145475462898,0.009787707142774937,-0.00014005897177772207,728,0.00874057844922666,0.009886060806910695,0.00018078927221583933,1719
0.1,0,1,1,Ucal,pooled,0.004100317511960922,0.00446008765305299,0.004680785784524123,0.00776304652583357,0.00776145974840539,2.533994919681773e-06,0.006482698445320785,0.006404542931159085,0.007656023101088749,0.0001395348977894173,20480,0.006503509532541748,0.007802564841930622,-0.00011291016526446191,8048,0.0065591202071763445,0.007862966342973487,-9.753980071889313e-05,18753
0.1,0,1,2,Ucal,context_0,0.005554480404439166,0.005079121535572226,0.005107739708645555,0.007486196934815324,0.007478136901287248,1.0841508489526991e-05,0.00618747756777862,0.006044768889558245,0.007307065824999573,0.00010837538669277172,18610,0.00627551776117803,0.007601241649909688,-0.0001036699158979244,7320,0.006305556368177676,0.0076324633806988725,-4.650743167991298e-05,17034
0.1,0,1,2,Ucal,context_1,0.012324897318938223,0.010490279198508666,0.01040218982462713,0.00990990731283873,0.009910796300101976,-0.0001730703038351387,0.00882695000277837,0.008764055869317947,0.009858624929970599,-0.0008879120376977053,1870,0.008770156600563735,0.009881968816753815,0.0006276422210938328,728,0.008919420989621441,0.009977526440885983,0.0002654610074939528,1719
0.1,0,1,2,Ucal,pooled,0.005701893492060409,0.004735956264043385,0.004750246981319943,0.007707494236097594,0.00770025961006574,-5.950591800348052e-06,0.006428475061526509,0.006293063159682788,0.007540045098744485,1.7405783000867815e-05,20480,0.006501175946450494,0.007807549972159007,-3.751742636884894e-05,8048,0.006545157140548061,0.00784742436829881,-1.7910740647018227e-05,18753
0.1,0,1,3,Ucal,context_0,0.005680697796660122,0.0058512849356947,0.005645507402443023,0.007500948492300517,0.007484968160375671,8.180053565974076e-05,0.006197675199846784,0.006095292472442205,0.007370479944771859,0.00021842190858691306,18610,0.006297116849795391,0.007632210295802603,-0.0001758353458971925,7320,0.006266797524572356,0.007587081125145007,4.325239093871664e-05,17034
0.1,0,1,3,Ucal,context_1,0.020047419453746017,0.01252834181550095,0.01259584738068196,0.010169897310673942,0.010163853112314419,-0.000371106159660809,0.009092656159866234,0.00915269247669587,0.010238080567002974,-0.00015983693899317857,1870,0.008785725663323979,0.009804380817753314,-0.0013565420695058593,728,0.009157331837010703,0.010250521695497053,-0.00018359952806178188,1719
0.1,0,1,3,Ucal,pooled,0.005038264926951231,0.005330308556690903,0.005045097482663742,0.007744637332403689,0.007729573378155234,4.044781038534273e-05,0.006462001944298127,0.006374459367361851,0.007632316525024408,0.0001838836251408793,20480,0.00652222957547243,0.007828698881784227,-0.0002826388368001634,8048,0.006531759316450004,0.007831226293407961,2.2457934117842273e-05,18753
0.1,0,1,4,Ucal,context_0,0.003733780480450635,0.004469086060182978,0.0044924251086176335,0.007559599424414575,0.007549692040780821,-9.125140552391565e-06,0.006261280136329092,0.006206558284853685,0.007466753279748496,3.022363970895918e-05,18610,0.006428086265025895,0.007732585103370636,1.0278845419649218e-05,7320,0.006249383505701921,0.007586698848054199,-6.045295421794727e-05,17034
0.1,0,1,4,Ucal,context_1,0.021575508305482417,0.013866595721844382,0.013634189765932444,0.00976795779750073,0.00976667206487403,0.00026339716313612637,0.008679180456299956,0.009033094912289298,0.010064270879879076,0.000248795668071604,1870,0.008342418875954636,0.00951832201882588,-9.307001748091572e-05,728,0.008436796743554941,0.00955133731048955,0.0004302458561319747,1719
0.1,0,1,4,Ucal,pooled,0.004334341750641853,0.004216010678175126,0.00426112943038884,0.007761233973104597,0.007752121369152612,1.575755619732464e-05,0.006482046949241557,0.006464645369487698,0.007703928959057293,5.0181144251837396e-05,20480,0.006601251540964776,0.00789411796550426,9.301908232760477e-07,8048,0.006449893469754038,0.007766788088011879,-1.5472884096285886e-05,18753
0.1,0,2,0,Ecal,context_0,0.006043595857518398,0.00548172562046851,0.005572943371104753,0.008939454644560668,0.008933076140164089,8.347856500241297e-05,0.0070799449221224135,0.007132291572865337,0.008913656094004522,0.00036153034899449773,18630,0.006971239587155979,0.008902305201976919,-0.00020776637410938555,7459,0.0070703018758488155,0.008983903796264379,-9.295768389402824e-05,17047
0.1,0,2,0,Ecal,context_1,0.015048231389890889,0.010650339419434586,0.0110781659738491,0.0090727383661792,0.009060085625537216,-0.00023307235599880603,0.007161518346161155,0.007061793534336863,0.008926291480861806,-0.0006189787750308578,1850,0.007835458156031443,0.009626032832703753,-0.00046223027969610156,733,0.006976517163399658,0.008992261315297359,0.0002940643046583448,1673
0.1,0,2,0,Ecal,pooled,0.004460217366917257,0.004697616383334351,0.004757379176986179,0.008951424080735728,0.00894454916496586,5.505096710021032e-05,0.007087270557096858,0.007125923341845919,0.00891479747416497,0.00027295896816212915,20480,0.007048567737911071,0.00896706256932589,-0.00023053517816151725,8192,0.007061920368160383,0.008984650704883084,-5.836966109231242e-05,18720
0.1,0,2,1,Ecal,context_0,0.005413205694683555,0.0062306224275186384,0.006078288019847561,0.008902243991618057,0.008907234302039175,1.6290246086189585e-05,0.00704287946119197,0.00705972154531278,0.008873966058734424,0.00033509896281292795,18630,0.007015683447120816,0.00889890539226523,-0.00028265523021926605,7459,0.007036373157548284,0.008934608660016887,-0.00020131825305481714,17047
0.1,0,2,1,Ecal,context_1,0.024626962492962597,0.010649670426884698,0.010832635329519677,0.00923220857471723,0.009199599488062012,0.0001842796476907972,0.00737875331494313,0.007308441992547061,0.009156524074339383,-0.00014454216167733477,1850,0.007753571375980871,0.009718726530142566,0.000726860590878808,733,0.007292282488698098,0.009102739754856051,0.00031016638766344053,1673
0.1,0,2,1,Ecal,pooled,0.00568699066966809,0.006112498755612103,0.006001918637628624,0.008931876192531083,0.008933644243159402,3.137639761448993e-05,0.007073042339347881,0.007082188968524861,0.00889949009822999,0.0002917720057666884,20480,0.007081707843099139,0.008972260970153911,-0.00019232623890275136,8192,0.0070592436869827725,0.008949634478481946,-0.0001556070455803703,18720
0.1,0,2,2,Ecal,context_0,0.009292578480437574,0.007925730973330556,0.008008608744572902,0.008905341590342786,0.008910877983284613,8.079002957476044e-05,0.007052813761471011,0.007057978360405291,0.008866732627862261,0.00044838471905044887,18630,0.007006636376110985,0.008885649430769306,-0.00036030206921705056,7459,0.007067374718780496,0.00895615221914966,-0.00012793778763905769,17047
0.1,0,2,2,Ecal,context_1,0.02539961395093461,0.011448906285725376,0.011498997377734813,0.009233737913445268,0.009211730679231785,0.00021148211658841238,0.007402096379590326,0.007415249885336773,0.009265682625684987,-0.0005278738225634033,1850,0.007261704831380311,0.009149696691581753,0.0007928203572843117,733,0.0074490617228102985,0.00923523492359618,0.0007743557310539024,1673
0.1,0,2,2,Ecal,pooled,0.00987297154771681,0.008104621565450033,0.008196400065053504,0.008934832954942807,0.008938054618416558,9.25267261127859e-05,0.007084180802801105,0.007090251422960136,0.008902770591532772,0.00036019730196130696,20480,0.007029459273780958,0.008909275729862998,-0.0002571235122559301,8192,0.007101485955839356,0.008981093745033156,-4.73001243498845e-05,18720
0.1,0,2,3,Ecal,context_0,0.0032976958835101463,0.004750123852776691,0.004911489812812303,0.008869941647157981,0.008877217094050276,0.00014161709861868567,0.007001540489917627,0.007069037699101116,0.008888903581226116,0.0004969043076294312,18630,0.006932742047651889,0.00884988178834414,-4.1645718956939785e-05,7459,0.006957878530263244,0.008857996181985406,-0.00016647484410282538,17047
0.1,0,2,3,Ecal,context_1,0.014375381852732185,0.007512924423284868,0.00791754824304831,0.009201647873687352,0.009188782932416952,0.0003608378749760918,0.0073772040230775235,0.00708455600851291,0.008965342824246634,0.00021488803061279091,1850,0.007691384449418213,0.009410755257128572,0.0004444415560360657,733,0.007563160134516144,0.009371336235554006,0.0004855992102152704,1673
0.1,0,2,3,Ecal,pooled,0.0038306971400561976,0.004778425156511944,0.004959806504672248,0.008899730254942185,0.008905361469098047,0.00016130404207279439,0.007035276647858387,0.007070439499511849,0.008895808493315371,0.0004714292044809554,20480,0.007000623502790404,0.008900067366056419,1.848174179031048e-06,8192,0.007011972340301443,0.00890387320707196,-0.00010819920879971778,18720
0.1,0,2,4,Ecal,context_0,0.005950683294345777,0.0059101301595063825,0.005956112943468618,0.008961609868128478,0.008958126160354105,3.7708280170032375e-05,0.00710490520249704,0.007103709148675987,0.00889964697546847,0.0003446834050898775,18630,0.007058509512247453,0.008956161284693013,-0.00036040994281630713,7459,0.007126512988984861,0.00903171074652943,-0.00012357421833419756,17047
0.1,0,2,4,Ecal,context_1,0.025735035615803762,0.01574397727757259,0.015707196064198948,0.009341488442184794,0.009299983901438373,0.00010115503337010181,0.007556578259095829,0.007500211173618162,0.009242837492162613,-0.0003847447722344785,1850,0.007630592905808276,0.00955069312679049,0.0004157473982437571,733,0.007586480454011228,0.009358916549611608,0.0005006280978746352,1673
