run,real_events,generated_events,real_customers,generated_customers,invalid_amount_rate,invalid_gap_rate,merchant_category_tv,category_amount_tv,gap_previous_category_category_tv,history_amount_tv,category_tv,merchant_tv,amount_tv,gap_tv,real_fraud_rate,generated_fraud_rate,real_frauds,generated_frauds,invalid_generated_label_rate,label_tv,history_amount_label_tv,class_0_category_amount_tv,class_0_gap_previous_category_category_tv,class_0_history_amount_tv,class_1_category_amount_tv,class_1_gap_previous_category_category_tv,class_1_history_amount_tv
seed_20260927/generated_20260929,177997,165897,147,147,0.0,0.0,0.866664255532047,0.2189631539344551,0.12674316104331484,0.0538712938797927,0.026300991273204642,0.07160686071051782,0.028962081764400432,0.030862160776596287,0.006438310758046484,0.003466006015780876,1146,575,0.0,0.002972304742265614,0.055045192603836154,0.2184689991294324,0.1257959437651479,0.053277373553905695,0.6380609797875985,0.5833491936609443,0.4097705962214355
seed_20260927/generated_20260930,177997,182364,147,147,0.0,0.0,0.8671667653703582,0.22034437544361368,0.12791538412165673,0.06144604671508293,0.027682243819994783,0.0689193590295015,0.026619648694857605,0.034482459688407005,0.006438310758046484,0.0036465530477506527,1146,665,0.0,0.0027917577102958297,0.06244465572409905,0.21999559713093478,0.1271325272424703,0.06046414774031573,0.6415487469751036,0.5623026126902095,0.3791148845412411
seed_20260928/generated_20260929,177997,158274,147,147,0.0,0.0,0.831520022239913,0.21222288588056298,0.15603999549555492,0.06595661245725626,0.05346525767789486,0.11944995588176242,0.06105250445615615,0.05040319980378116,0.006438310758046484,0.01396312723504808,1146,2210,0.0,0.007524816477001623,0.06947344743077662,0.21168115532116372,0.15712212132517442,0.06673074817183255,0.4495721471030113,0.4487882944673068,0.34855313867659543
seed_20260928/generated_20260930,177997,174299,147,147,0.0,0.0,0.8302113035645644,0.2114103333355381,0.15603117337301461,0.05871508135993026,0.05550290886893698,0.11937708580844443,0.06014900066571647,0.048583849979052025,0.006438310758046484,0.00939764427793619,1146,1638,0.0,0.0029593335198897282,0.06142508114819152,0.21205471980352492,0.1567314638595042,0.059097404986864534,0.4644864302824501,0.4679973150122404,0.3345869857063886
