kappa,group,model,dimension,bin,total,same_history_prediction,history_composition,sampling_residual,adequate
0,0,U,history,1-4,-0.008247001090512518,-0.0009854470934451002,-0.004189223398344211,-0.00307233059872309,True
0,0,G,history,1-4,-0.008489337210711212,-0.0009960028072115111,-0.004374465414924089,-0.003118868988575545,True
0,0,U,history,5-8,0.00706258330304127,0.003629800197405744,0.0018245868844080637,0.0016081962212272892,True
0,0,G,history,5-8,0.007865321701199524,0.0034644083823137887,0.002237491718597495,0.0021634216002881005,True
0,0,U,history,9-16,0.004568299509613294,0.002549708034159289,0.002046206374939241,-2.7614899485300015e-05,True
0,0,G,history,9-16,0.0030124846515813264,0.0025318682327869556,0.001326385589809187,-0.0008457691710147331,True
0,0,U,history,17-31,0.0013506085590891392,0.0015487278404511889,-0.0010942905745809917,0.0008961712932188363,True
0,0,G,history,17-31,0.003322427256467364,0.0016783660430125776,-0.00024029646172768482,0.0018843576751823585,True
0,0,U,run,1,0.005039260637707987,0.003892184498167888,0.0007039932292803863,0.0004430829102597398,True
0,0,G,run,1,0.005344503212680374,0.0040531369535520105,0.0007213346188423564,0.0005700316402860081,True
0,0,U,run,2-3,-0.021878781092425803,-0.012307001508569945,-0.007190186124812259,-0.0023815934590436898,True
0,0,G,run,2-3,-0.021833396076569755,-0.013061416252224222,-0.006648329811630993,-0.0021236500127146266,True
0,0,U,run,4-7,0.012653958888306893,0.01343591215809892,-8.40365914722696e-06,-0.0007735496106446156,True
0,0,G,run,4-7,0.01218681264349708,0.013592852623798713,-1.677457696613871e-05,-0.0013892654033353354,True
0,0,U,run,8+,-0.0008151941423344411,-0.008092054100936,-0.00041980982967926295,0.007696669788280619,True
0,0,G,run,8+,0.0010314385040651741,-0.007721422736247023,-0.0005322853301089614,0.009285146570421163,True
0,1,U,history,1-4,0.019665109034267936,-0.005239504316079533,0.007931841934520956,0.01697277141582645,True
0,1,G,history,1-4,0.020314122533748757,-0.0053616028529339995,0.00789552249283737,0.017780202893845375,True
0,1,U,history,5-8,0.005218068535825515,-0.0023656365439446774,0.0055180339004169965,0.0020656711793533154,True
0,1,G,history,5-8,0.0034008307372793145,-0.002880413766967311,0.006842367033499053,-0.0005611225292523397,True
0,1,U,history,9-16,-0.00212668498887586,0.001253289501672,-0.0020127633646500054,-0.001367211125897863,True
0,1,G,history,9-16,-0.0053985080486848025,0.0012510571187689444,-0.004086329016559365,-0.0025632361508943404,True
0,1,U,history,17-31,-0.00820995962314941,-0.000636181779480089,-0.007246289324425337,-0.00032748851924380585,True
0,1,G,history,17-31,-0.00237774786899958,6.555894203733335e-05,-0.004295443562584156,0.0018521367515473457,True
0,1,U,run,1,0.0066937625732959305,0.0027617458444481,0.000508865245137019,0.003423151483710763,True
0,1,G,run,1,0.005681478323222633,0.0033367547703795,0.0004561400236047508,0.0018885835292382733,True
0,1,U,run,2-3,-0.028533264158584926,-0.02398176004794709,-0.006227939476638911,0.0016764353660010773,True
0,1,G,run,2-3,-0.026028858363772223,-0.025360835779477845,-0.004780076492446161,0.004112053908151906,True
0,1,U,run,4-7,0.011498972904583016,0.013754624980848321,0.00019514393226505167,-0.002450796008530336,True
0,1,G,run,4-7,0.015854523701927303,0.01295123179502249,0.0002514523776111499,0.002651839529293764,True
0,1,U,run,8+,0.0002863122259831874,-0.01235300425995509,-0.0008932449048579816,0.013532561390796439,False
0,1,G,run,8+,0.008110976515962154,-0.01127863852696018,-0.0011623224692927092,0.02055193751221513,False
1,0,U,history,1-4,-0.0028095843935538323,0.0012933344472732555,-0.0015940131597746432,-0.00250890568105239,True
1,0,G,history,1-4,-0.003688052829274202,0.0012564035372981779,-0.002008984844389383,-0.0029354715221828836,True
1,0,U,history,5-8,0.007744153641100149,0.0031285586075694444,0.0025912509551127005,0.0020243440784179115,True
1,0,G,history,5-8,0.006441596995032106,0.003018423190616689,0.0021218595299531406,0.0013013142744621336,True
1,0,U,history,9-16,0.0013651512724888182,0.0017683917336489667,6.124454687922443e-05,-0.00046448500803944427,True
1,0,G,history,9-16,0.0010905957093066965,0.0015298273095755888,-1.9325996263530598e-05,-0.00041990560400543317,True
1,0,U,history,17-31,-0.0004728874929110227,0.0003107491550578889,-0.0021559276920288806,0.001372291044059881,True
