kappa,source,predictor,group,dimension,bin,bias,mae,squared_probability_error,alternate_bias,information_shift,min_seed_bias,max_seed_bias,adequate,consistent_sign,intervals_exclude_zero,conditional_error_candidate
1,real,U,1,all,all,-0.0007361744164463667,0.049800234483531,0.005326315746491633,-0.0007361744164463667,0.0,-0.0011552396932669,-0.0001664600629322,True,True,False,False
1,real,G,1,all,all,-0.0006015176984307109,0.04965066709464303,0.0052160731045270995,-0.0006015176984307109,0.0,-0.0009594905972809,-9.240766008763256e-05,True,True,False,False
1,U,U,1,all,all,0.007460706118174999,0.05719388379639118,0.006879516820713055,0.007415542890885356,6.320837375000484e-05,0.0063765518598055656,0.008225353303640534,True,True,True,False
1,U,G,1,all,all,0.007897046194049144,0.05704207796314351,0.006770196724854277,0.007851882966759522,6.320837375000484e-05,0.006819662702285366,0.0089612423015684,True,True,True,False
1,G,U,1,all,all,0.008179216543602354,0.0575728497679295,0.006998756900497667,0.008131965471496133,6.520494268868385e-05,0.007802304859635532,0.008839116462731932,True,True,True,False
1,G,G,1,all,all,0.008602082554978532,0.05737556507589036,0.00688301539689361,0.008554831482872302,6.520494268868385e-05,0.008032992555031334,0.009515383757466732,True,True,True,False
