kappa,seed,tape,kind,group,planned_entities,generated_entities,events,gap_conditioned_mark_tv,transition_conditioned_mark_tv,short_gap_repeat_curve_l1,gap_repeat_mi_error,gap_lag1_acf_error,amount_lag1_acf_error,gap_ks,gap_scaled_w1,gap_zero_rate_error,mark_sparse_tv,amount_ks,amount_scaled_w1,length_scaled_w1
0,20260920,20261001,roundtrip,pooled,6846,6846,164117,0.0010817224759295965,0.002304350011290639,0.0005356574485958059,3.154182737512734e-07,0.022353630374443323,6.191733719929278e-06,0.005817982972067259,0.030250374533697676,0.0,0.0,0.005343748667109516,0.009787128080374248,0.0
0,20260920,20261001,roundtrip,context_0,6193,6193,148463,0.0010965282323608131,0.0026122234108811337,0.0005176494353739251,1.9690170847190503e-06,0.021885561124452682,5.2133311678758374e-05,0.005855064314331915,0.030273506654995997,0.0,0.0,0.005503054633140936,0.009997281482716041,0.0
0,20260920,20261001,roundtrip,context_1,653,653,15654,0.0017081889194000084,0.0027960643756572002,0.0008348243820424173,1.927460916268406e-05,0.027008734558647662,0.0005997717367945323,0.005732951136590891,0.031073014135011505,0.0,0.0,0.004535581959882459,0.008629386184677987,0.0
0,20260920,20261002,roundtrip,pooled,6846,6846,164117,0.0007985976520102333,0.0022589277865416825,0.00039202848062724416,5.591017928313451e-07,0.02485982673062688,3.169185159825305e-05,0.005996019609463943,0.03243999312005461,0.0,0.0,0.005380307951034946,0.009779951158023678,0.0
0,20260920,20261002,roundtrip,context_0,6193,6193,148463,0.001066075765947484,0.002658916994822974,0.00040220797442258675,1.7799122542683666e-06,0.024796533467292048,0.00017715747124752082,0.006058902087579976,0.03259079805082051,0.0,0.0,0.005543468743053781,0.009956349081045368,0.0
0,20260920,20261002,roundtrip,context_1,653,653,15654,0.0017554609926857896,0.0034097314755862124,0.001071499001926986,1.5374235633371937e-05,0.025475212995114502,0.0014140865420254143,0.005599626691553894,0.031971086970313596,0.0,0.0,0.004535581959882459,0.008883589050323397,0.0
0,20260920,20261003,roundtrip,pooled,6846,6846,164117,0.0010429552283240423,0.0026013153165255825,0.0003562909741160902,1.605907182439855e-08,0.024707822159191026,0.0005504023610754548,0.005913359742101165,0.030902496712100328,0.0,0.0,0.005386401165022536,0.009654818502130768,0.0
0,20260920,20261003,roundtrip,context_0,6193,6193,148463,0.001145903244676118,0.003023087324632966,0.00044610293533594794,1.867970484657278e-06,0.024029571864425447,0.0005484873379128753,0.005925353201658878,0.0308004018927643,0.0,0.0,0.005529997373082907,0.009772914646684425,0.0
0,20260920,20261003,roundtrip,context_1,653,653,15654,0.0018705805962110046,0.0031350460415654237,0.0006853402323802776,1.0099695967355916e-05,0.03141571228707678,0.0005543194725342194,0.006066262249183385,0.03289650584761176,0.0,0.0,0.004535581959882459,0.009300009034723437,0.0
0,20260920,20261004,roundtrip,pooled,6846,6846,164117,0.0009833128000759877,0.002478109622646913,0.0005680418540758095,9.008699821246111e-08,0.02228762035607458,3.695403336475948e-05,0.005868850582751994,0.030990510229573328,0.0,0.0,0.005349841881096995,0.009578738180612445,0.0
0,20260920,20261004,roundtrip,context_0,6193,6193,148463,0.0010953694364102286,0.0027219133294096513,0.00044117281931228445,2.137523780256184e-06,0.021528414514338443,0.00012495928316234205,0.005967526534054968,0.031328838075547996,0.0,0.0,0.00548958326316995,0.009702480558126473,0.0
0,20260920,20261004,roundtrip,context_1,653,653,15654,0.0021740087982841942,0.0037910733641076965,0.001120556802531359,4.422706933530159e-05,0.03004122414172622,0.0008360009217051509,0.005332977801479899,0.02875066867758443,0.0,0.0,0.004407819087773093,0.009205188792517588,0.0
0,20260920,20261005,roundtrip,pooled,6846,6846,164117,0.0008987193731643336,0.002365739409698879,0.0005204404129696945,2.5677585828524354e-07,0.023105355000932443,0.00023768335935285415,0.00583069987473861,0.030497346148120944,0.0,0.0,0.005465612946861098,0.009634596535724663,0.0
0,20260920,20261005,roundtrip,context_0,6193,6193,148463,0.0008643176432873495,0.002532696356428492,0.0005042568684107175,1.6409008470245987e-06,0.022556865344665722,0.00012861702863269136,0.005904266535460834,0.03063725402421108,0.0,0.0,0.005583882852966737,0.009735727886467158,0.0
0,20260920,20261005,roundtrip,context_1,653,653,15654,0.0018343580112417629,0.0034268542349701597,0.0008379177966556236,1.2335952148795175e-05,0.02868226157214998,0.0012964842637563875,0.005999600026664886,0.030115343207551857,0.0,0.0,0.004982752012265236,0.00950099020689722,0.0
0,20260920,20261001,generated,pooled,2048,2048,48920,0.017036293554549675,0.14551860505630623,0.24973195232436604,1.7458893045627826e-05,0.018791870354638904,0.0038325199776327147,0.006571928688206885,0.04173740430683098,0.0,0.00921526921959245,0.005589373571317613,0.01243395465112218,0.015150947804831307
0,20260920,20261001,generated,context_0,1834,1834,43810,0.015932303639076387,0.1474408275752797,0.25058141891828634,3.622910232260724e-05,0.018760211748074948,0.0035617448998246583,0.006493362964781313,0.043976937589062584,0.0,0.007576702981766594,0.005637203925190626,0.011967252110175481,0.015980419726708005
0,20260920,20261001,generated,context_1,214,214,5110,0.0434551540154573,0.18971888243932444,0.24251756294598092,0.00026397165124775093,0.019509313750307414,0.006792389943075454,0.010243965761759566,0.044040130053718055,0.0,0.02270733776427977,0.014582269163618267,0.026954045358826447,0.03596270269496643
0,20260920,20261002,generated,pooled,2048,2048,48920,0.014913614336963203,0.15007578745699413,0.2543960846189455,1.779486496765242e-05,0.0172453344046907,0.0024647078042114336,0.006420171940402897,0.035958862818171684,2.1334698754053594e-05,0.008624433600759988,0.00547811262980713,0.013385424193084564,0.015150947804831307
0,20260920,20261002,generated,context_0,1834,1834,43810,0.016426479458919393,0.15206069143706216,0.25470313548882534,3.0187781253139507e-05,0.01660158034931826,0.003051992117642414,0.007411873415326786,0.036889916860154255,2.38231370306842e-05,0.008637111816505026,0.005567570687481593,0.014042580915150258,0.015980419726708005
0,20260920,20261002,generated,context_1,214,214,5110,0.0413839917424864,0.19110430655158123,0.2515847360944251,3.721280953033915e-05,0.023091889705603635,0.0027813337778227125,0.009763891557556276,0.05457177490492357,0.0,0.015408577414174441,0.013607220927508434,0.01671238263674877,0.03596270269496643
0,20260920,20261003,generated,pooled,2048,2048,48920,0.015826511791142545,0.15461536480874608,0.2535404481094481,2.6058739187153192e-05,0.010477602992526647,0.007736316107215973,0.007980089075597885,0.03831402432392823,2.1334698754053594e-05,0.01067972225865167,0.005371581153307492,0.011774953336176624,0.015150947804831307
0,20260920,20261003,generated,context_0,1834,1834,43810,0.01530766885183797,0.14945512505469324,0.2528968619554232,1.5603906432099646e-05,0.010779801739566788,0.005451825728059651,0.0072337184808025645,0.036897807065592085,2.38231370306842e-05,0.007916561722998256,0.005270480701575986,0.01249345757144941,0.015980419726708005
